"","VE_infect","Label_testingDiff","t","Covid_cumPropSymptInfect_vac.0.","Covid_cumPropSymptInfect_vac.25.","Covid_cumPropSymptInfect_vac.50.","Covid_cumPropSymptInfect_vac.75.","Covid_cumPropSymptInfect_vac.100.","Covid_cumPropSymptInfect_unvac.0.","Covid_cumPropSymptInfect_unvac.25.","Covid_cumPropSymptInfect_unvac.50.","Covid_cumPropSymptInfect_unvac.75.","Covid_cumPropSymptInfect_unvac.100.","NonCovid_cumPropSymptInfect_vac.0.","NonCovid_cumPropSymptInfect_vac.25.","NonCovid_cumPropSymptInfect_vac.50.","NonCovid_cumPropSymptInfect_vac.75.","NonCovid_cumPropSymptInfect_vac.100.","NonCovid_cumPropSymptInfect_unvac.0.","NonCovid_cumPropSymptInfect_unvac.25.","NonCovid_cumPropSymptInfect_unvac.50.","NonCovid_cumPropSymptInfect_unvac.75.","NonCovid_cumPropSymptInfect_unvac.100.","Covid_cumPropSymptExpInfect_tested_vac.0.","Covid_cumPropSymptExpInfect_tested_vac.25.","Covid_cumPropSymptExpInfect_tested_vac.50.","Covid_cumPropSymptExpInfect_tested_vac.75.","Covid_cumPropSymptExpInfect_tested_vac.100.","Covid_cumPropSymptExpInfect_tested_unvac.0.","Covid_cumPropSymptExpInfect_tested_unvac.25.","Covid_cumPropSymptExpInfect_tested_unvac.50.","Covid_cumPropSymptExpInfect_tested_unvac.75.","Covid_cumPropSymptExpInfect_tested_unvac.100.","NonCovid_cumPropSymptInfect_tested_vac.0.","NonCovid_cumPropSymptInfect_tested_vac.25.","NonCovid_cumPropSymptInfect_tested_vac.50.","NonCovid_cumPropSymptInfect_tested_vac.75.","NonCovid_cumPropSymptInfect_tested_vac.100.","NonCovid_cumPropSymptInfect_tested_unvac.0.","NonCovid_cumPropSymptInfect_tested_unvac.25.","NonCovid_cumPropSymptInfect_tested_unvac.50.","NonCovid_cumPropSymptInfect_tested_unvac.75.","NonCovid_cumPropSymptInfect_tested_unvac.100.","CumProp_falseNeg_vac.0.","CumProp_falseNeg_vac.25.","CumProp_falseNeg_vac.50.","CumProp_falseNeg_vac.75.","CumProp_falseNeg_vac.100.","CumProp_falseNeg_unvac.0.","CumProp_falseNeg_unvac.25.","CumProp_falseNeg_unvac.50.","CumProp_falseNeg_unvac.75.","CumProp_falseNeg_unvac.100."
"2437",0.3,"highUnequal",162,0.226026666666667,0.228926666666667,0.230126666666666,0.231133333333333,0.233586666666667,0.50384,0.51001,0.51242,0.51432,0.51976,0.7268,0.729153333333333,0.730353333333333,0.731623333333333,0.734693333333333,0.45416,0.46067,0.46256,0.46506,0.47144,0.13624,0.138336666666667,0.139426666666667,0.140116666666667,0.141946666666667,0.13196,0.13363,0.1346,0.13604,0.13992,0.5184,0.52057,0.521706666666667,0.52253,0.525066666666667,0.28696,0.29387,0.29576,0.2972,0.3024,0.0334502782482458,0.0374014743684,0.0393449387623536,0.0408384461472601,0.0451235501765003,0.11364058725144,0.135651334373013,0.142333045974391,0.14859482500767,0.167158671586716
"2438",0.5,"highUnequal",162,0.19252,0.20402,0.205573333333333,0.206443333333333,0.210253333333333,0.4314,0.45212,0.4559,0.45901,0.46728,0.74988,0.752723333333334,0.753933333333334,0.75551,0.765813333333333,0.50548,0.51291,0.51668,0.52008,0.54004,0.115013333333333,0.122536666666667,0.123746666666667,0.124746666666667,0.12684,0.10984,0.11777,0.11924,0.12086,0.12648,0.529053333333333,0.53382,0.53504,0.536526666666667,0.542453333333333,0.29928,0.3035,0.3053,0.30729,0.31508,0.0166294869194889,0.0256723599843596,0.0277777702552824,0.029478045749784,0.0338498936493467,0.0523212280044927,0.0891278504474857,0.0969693679639718,0.103232951108066,0.119330403067427
"2439",0.7,"highUnequal",162,0.01484,0.105823333333333,0.12164,0.13164,0.153653333333333,0.03284,0.23591,0.26916,0.29307,0.34016,0.80312,0.82364,0.833586666666666,0.84746,0.935066666666667,0.62576,0.67037,0.69362,0.72417,0.9178,0.00834666666666667,0.0608633333333334,0.0707266666666667,0.0763833333333333,0.0918666666666667,0.00836,0.05704,0.06748,0.07358,0.08484,0.563053333333333,0.574916666666667,0.581313333333334,0.58831,0.637226666666667,0.3248,0.33384,0.33902,0.34508,0.37708,0.000846792515180305,0.00754563457267019,0.00988586386854347,0.0118561264232675,0.016714509660213,0.00300954753009548,0.0246976208096045,0.0332795622652914,0.0405227370493019,0.0591888220454104
"2440",0.9,"highUnequal",162,9.33333333333333e-05,0.00083,0.00264666666666667,0.00530333333333334,0.02012,0,0.00099,0.00544,0.01216,0.04448,0.92944,0.943343333333333,0.946286666666666,0.947863333333333,0.94968,0.90684,0.93639,0.94264,0.94718,0.95136,5.33333333333333e-05,0.000503333333333333,0.00170666666666666,0.00301333333333333,0.0115733333333333,0,0.00023,0.00152,0.00279,0.01084,0.63068,0.638453333333333,0.640066666666667,0.64143,0.64572,0.37748,0.38122,0.38294,0.38474,0.3962,0,0.000124640564753583,0.000352229420060447,0.000644475026507746,0.00211745656100143,0,0.000309597562770315,0.00104335206479314,0.00237787696548191,0.00668311741723216
"2441",0.1,"modUnequal",162,0.240866666666667,0.24305,0.243773333333333,0.244763333333333,0.24732,0.53416,0.53871,0.54164,0.54354,0.54916,0.713133333333333,0.71627,0.71748,0.71809,0.71984,0.42712,0.43283,0.43458,0.43739,0.44224,0.14416,0.146846666666667,0.147573333333333,0.148323333333334,0.150173333333333,0.18444,0.18743,0.18868,0.19001,0.19304,0.51176,0.51363,0.51454,0.5155,0.517533333333333,0.29828,0.30498,0.30714,0.30875,0.31428,0.0420807484591138,0.0453497412404139,0.0465674899805268,0.0479519350150933,0.0508988083215512,0.123445680628272,0.142965852680898,0.147370127620714,0.150222090094454,0.159809616005163
"2442",0.3,"modUnequal",162,0.226026666666667,0.228926666666667,0.230126666666666,0.231133333333333,0.233586666666667,0.50384,0.51001,0.51242,0.51432,0.51976,0.7268,0.729153333333333,0.730353333333333,0.731623333333333,0.734693333333333,0.45416,0.46067,0.46256,0.46506,0.47144,0.13624,0.138336666666667,0.139426666666667,0.140116666666667,0.141946666666667,0.1736,0.17731,0.17896,0.18062,0.18396,0.5184,0.52057,0.521706666666667,0.52253,0.525066666666667,0.30712,0.31242,0.31436,0.3162,0.3222,0.0334502782482458,0.0374014743684,0.0393449387623536,0.0408384461472601,0.0451235501765003,0.101419712793734,0.116358516259257,0.121180657867691,0.128130518169751,0.138308215848323
"2443",0.5,"modUnequal",162,0.19252,0.20402,0.205573333333333,0.206443333333333,0.210253333333333,0.4314,0.45212,0.4559,0.45901,0.46728,0.74988,0.752723333333334,0.753933333333334,0.75551,0.765813333333333,0.50548,0.51291,0.51668,0.52008,0.54004,0.115013333333333,0.122536666666667,0.123746666666667,0.124746666666667,0.12684,0.14564,0.1572,0.15866,0.16029,0.16444,0.529053333333333,0.53382,0.53504,0.536526666666667,0.542453333333333,0.32176,0.32814,0.33004,0.33229,0.34336,0.0166294869194889,0.0256723599843596,0.0277777702552824,0.029478045749784,0.0338498936493467,0.0501431492842536,0.0766535246779385,0.0826303140116272,0.0895806606587582,0.103181780810655
"2444",0.7,"modUnequal",162,0.01484,0.105823333333333,0.12164,0.13164,0.153653333333333,0.03284,0.23591,0.26916,0.29307,0.34016,0.80312,0.82364,0.833586666666666,0.84746,0.935066666666667,0.62576,0.67037,0.69362,0.72417,0.9178,0.00834666666666667,0.0608633333333334,0.0707266666666667,0.0763833333333333,0.0918666666666667,0.01052,0.07685,0.08954,0.09814,0.11436,0.563053333333333,0.574916666666667,0.581313333333334,0.58831,0.637226666666667,0.36436,0.37471,0.38124,0.39153,0.43936,0.000846792515180305,0.00754563457267019,0.00988586386854347,0.0118561264232675,0.016714509660213,0.00168933937939006,0.0217465321073555,0.0295936298352718,0.0364052719691473,0.0539187046156414
"2445",0.9,"modUnequal",162,9.33333333333333e-05,0.00083,0.00264666666666667,0.00530333333333334,0.02012,0,0.00099,0.00544,0.01216,0.04448,0.92944,0.943343333333333,0.946286666666666,0.947863333333333,0.94968,0.90684,0.93639,0.94264,0.94718,0.95136,5.33333333333333e-05,0.000503333333333333,0.00170666666666666,0.00301333333333333,0.0115733333333333,0,0.00031,0.00188,0.00382,0.01436,0.63068,0.638453333333333,0.640066666666667,0.64143,0.64572,0.43816,0.44383,0.44556,0.44826,0.45608,0,0.000124640564753583,0.000352229420060447,0.000644475026507746,0.00211745656100143,0,0.000268186505588586,0.00102628353675057,0.0019592719504749,0.00671556066095255
"2446",0.1,"equal",163,0.240866666666667,0.24305,0.243773333333333,0.244763333333333,0.24732,0.53416,0.53875,0.54164,0.54354,0.54916,0.713946666666667,0.71688,0.718166666666667,0.718776666666667,0.72064,0.42732,0.43328,0.43516,0.43785,0.44268,0.14416,0.146846666666667,0.147573333333333,0.148323333333334,0.150173333333333,0.32148,0.32522,0.32754,0.32966,0.3338,0.512853333333333,0.514906666666667,0.515766666666667,0.516786666666667,0.51892,0.35276,0.35807,0.35984,0.36164,0.37108,0.0423647294589178,0.0457258814951395,0.0469461006095524,0.0483672258192022,0.0511771345642183,0.0905658185198095,0.0993993621681639,0.101476678201855,0.103530483902363,0.107988596031885
"2447",0.3,"equal",163,0.226066666666667,0.228946666666667,0.23014,0.231136666666666,0.233613333333333,0.50384,0.51001,0.51242,0.51434,0.51976,0.72728,0.729866666666667,0.731093333333333,0.732363333333333,0.735306666666667,0.45468,0.46103,0.46308,0.46544,0.47172,0.13624,0.138336666666667,0.139433333333334,0.14013,0.141946666666667,0.3038,0.30792,0.30942,0.31212,0.31692,0.519613333333333,0.52185,0.522933333333333,0.52384,0.52652,0.3668,0.37362,0.37574,0.37752,0.3812,0.0339116084366447,0.0379143388760071,0.0398021481046141,0.0412319127473692,0.0453127201723131,0.0732778819119025,0.0820426597745573,0.0865465664967204,0.0889153304551227,0.0981537742463192
"2448",0.5,"equal",163,0.193653333333333,0.204196666666666,0.20572,0.20662,0.210306666666667,0.43312,0.45258,0.45618,0.45937,0.46748,0.750626666666667,0.753366666666667,0.754566666666667,0.756043333333333,0.765453333333333,0.50592,0.51308,0.51688,0.52,0.53916,0.115693333333333,0.122656666666667,0.123913333333333,0.12485,0.126986666666667,0.25704,0.27175,0.27486,0.27739,0.28364,0.53052,0.534983333333333,0.536286666666666,0.537716666666667,0.543213333333333,0.39648,0.40293,0.40628,0.40938,0.42412,0.016896677324052,0.0261478924500216,0.0281731314715963,0.0298169145598149,0.0340240574143334,0.0370195430123398,0.0566704166249997,0.0601091023220579,0.0635476327231263,0.0723641703377386
"2449",0.7,"equal",163,0.0154266666666667,0.10766,0.1232,0.132976666666667,0.15452,0.03436,0.24073,0.27244,0.29607,0.34184,0.803133333333333,0.823503333333333,0.83282,0.84652,0.93528,0.62472,0.66846,0.69136,0.72018,0.9172,0.00874666666666667,0.06207,0.0717666666666666,0.0773633333333333,0.0927333333333333,0.01844,0.13846,0.15928,0.17401,0.20428,0.563533333333333,0.575423333333333,0.5818,0.588716666666667,0.638293333333333,0.46928,0.49154,0.50532,0.52356,0.625,0.000886086383119024,0.00783071515803002,0.0101497250047014,0.0123350915223813,0.0169681186547578,0.0020514733308467,0.0168847388714883,0.021747291160229,0.0262629443693583,0.0364403756984901
"2450",0.9,"equal",163,9.33333333333333e-05,0.00083,0.00272666666666667,0.00538666666666666,0.0203733333333333,0,0.001,0.00562,0.01238,0.0452,0.930093333333333,0.944246666666667,0.94726,0.9488,0.95056,0.90716,0.93687,0.94362,0.94817,0.95208,5.33333333333333e-05,0.000506666666666667,0.00172,0.00305333333333333,0.0116933333333333,0,0.00075,0.00312,0.00713,0.02752,0.631933333333333,0.639966666666666,0.641566666666667,0.64295,0.647346666666667,0.62012,0.63656,0.63946,0.64257,0.64792,0,0.000124361260095088,0.000352088012815589,0.000648922700836224,0.00223653420033548,0,0.000124554710957245,0.000621583053578137,0.00142609326274511,0.0054351182755852
"2451",0.1,"highUnequal",163,0.240866666666667,0.24305,0.243773333333333,0.244763333333333,0.24732,0.53416,0.53875,0.54164,0.54354,0.54916,0.713946666666667,0.71688,0.718166666666667,0.718776666666667,0.72064,0.42732,0.43328,0.43516,0.43785,0.44268,0.14416,0.146846666666667,0.147573333333333,0.148323333333334,0.150173333333333,0.13812,0.14119,0.14232,0.144,0.14704,0.512853333333333,0.514906666666667,0.515766666666667,0.516786666666667,0.51892,0.28404,0.2894,0.2913,0.29332,0.29676,0.0423647294589178,0.0457258814951395,0.0469461006095524,0.0483672258192022,0.0511771345642183,0.152093367914042,0.167645870943327,0.173158110838321,0.177729710765048,0.188300988648847
"2452",0.3,"highUnequal",163,0.226066666666667,0.228946666666667,0.23014,0.231136666666666,0.233613333333333,0.50384,0.51001,0.51242,0.51434,0.51976,0.72728,0.729866666666667,0.731093333333333,0.732363333333333,0.735306666666667,0.45468,0.46103,0.46308,0.46544,0.47172,0.13624,0.138336666666667,0.139433333333334,0.14013,0.141946666666667,0.13196,0.13367,0.1346,0.13604,0.13992,0.519613333333333,0.52185,0.522933333333333,0.52384,0.52652,0.28824,0.29538,0.29704,0.29868,0.3034,0.0339116084366447,0.0379143388760071,0.0398021481046141,0.0412319127473692,0.0453127201723131,0.115135235272323,0.13707405195742,0.143807019422007,0.150103157991892,0.168765511535987
"2453",0.5,"highUnequal",163,0.193653333333333,0.204196666666666,0.20572,0.20662,0.210306666666667,0.43312,0.45258,0.45618,0.45937,0.46748,0.750626666666667,0.753366666666667,0.754566666666667,0.756043333333333,0.765453333333333,0.50592,0.51308,0.51688,0.52,0.53916,0.115693333333333,0.122656666666667,0.123913333333333,0.12485,0.126986666666667,0.11084,0.1178,0.11948,0.12101,0.12668,0.53052,0.534983333333333,0.536286666666666,0.537716666666667,0.543213333333333,0.30072,0.30474,0.30658,0.30868,0.31584,0.016896677324052,0.0261478924500216,0.0281731314715963,0.0298169145598149,0.0340240574143334,0.0545454545454545,0.0906243014546137,0.098510777772437,0.104378686601356,0.121358771521638
"2454",0.7,"highUnequal",163,0.0154266666666667,0.10766,0.1232,0.132976666666667,0.15452,0.03436,0.24073,0.27244,0.29607,0.34184,0.803133333333333,0.823503333333333,0.83282,0.84652,0.93528,0.62472,0.66846,0.69136,0.72018,0.9172,0.00874666666666667,0.06207,0.0717666666666666,0.0773633333333333,0.0927333333333333,0.00884,0.05834,0.06868,0.07425,0.08556,0.563533333333333,0.575423333333333,0.5818,0.588716666666667,0.638293333333333,0.32632,0.33475,0.33988,0.34585,0.37856,0.000886086383119024,0.00783071515803002,0.0101497250047014,0.0123350915223813,0.0169681186547578,0.00309757356737222,0.0256628336051251,0.0343108459308684,0.0415193772650668,0.059943923426472
"2455",0.9,"highUnequal",163,9.33333333333333e-05,0.00083,0.00272666666666667,0.00538666666666666,0.0203733333333333,0,0.001,0.00562,0.01238,0.0452,0.930093333333333,0.944246666666667,0.94726,0.9488,0.95056,0.90716,0.93687,0.94362,0.94817,0.95208,5.33333333333333e-05,0.000506666666666667,0.00172,0.00305333333333333,0.0116933333333333,0,0.00023,0.00154,0.00293,0.01096,0.631933333333333,0.639966666666666,0.641566666666667,0.64295,0.647346666666667,0.37892,0.38283,0.3846,0.38623,0.398,0,0.000124361260095088,0.000352088012815589,0.000648922700836224,0.00223653420033548,0,0.000308388509406145,0.00103901503900455,0.00251817982324357,0.00665983606557377
"2456",0.1,"modUnequal",163,0.240866666666667,0.24305,0.243773333333333,0.244763333333333,0.24732,0.53416,0.53875,0.54164,0.54354,0.54916,0.713946666666667,0.71688,0.718166666666667,0.718776666666667,0.72064,0.42732,0.43328,0.43516,0.43785,0.44268,0.14416,0.146846666666667,0.147573333333333,0.148323333333334,0.150173333333333,0.18448,0.18744,0.18868,0.19001,0.19304,0.512853333333333,0.514906666666667,0.515766666666667,0.516786666666667,0.51892,0.29944,0.30639,0.30854,0.31021,0.31572,0.0423647294589178,0.0457258814951395,0.0469461006095524,0.0483672258192022,0.0511771345642183,0.124948992083571,0.144080606060606,0.148375896428472,0.151205115944516,0.161085171469973
"2457",0.3,"modUnequal",163,0.226066666666667,0.228946666666667,0.23014,0.231136666666666,0.233613333333333,0.50384,0.51001,0.51242,0.51434,0.51976,0.72728,0.729866666666667,0.731093333333333,0.732363333333333,0.735306666666667,0.45468,0.46103,0.46308,0.46544,0.47172,0.13624,0.138336666666667,0.139433333333334,0.14013,0.141946666666667,0.1736,0.17732,0.17898,0.18062,0.18396,0.519613333333333,0.52185,0.522933333333333,0.52384,0.52652,0.30828,0.31355,0.31568,0.31748,0.32344,0.0339116084366447,0.0379143388760071,0.0398021481046141,0.0412319127473692,0.0453127201723131,0.103215303215303,0.117725374429908,0.122497490835538,0.129385155019653,0.139497292491716
"2458",0.5,"modUnequal",163,0.193653333333333,0.204196666666666,0.20572,0.20662,0.210306666666667,0.43312,0.45258,0.45618,0.45937,0.46748,0.750626666666667,0.753366666666667,0.754566666666667,0.756043333333333,0.765453333333333,0.50592,0.51308,0.51688,0.52,0.53916,0.115693333333333,0.122656666666667,0.123913333333333,0.12485,0.126986666666667,0.14664,0.15734,0.15882,0.1604,0.16472,0.53052,0.534983333333333,0.536286666666666,0.537716666666667,0.543213333333333,0.32304,0.3296,0.3314,0.33352,0.34388,0.016896677324052,0.0261478924500216,0.0281731314715963,0.0298169145598149,0.0340240574143334,0.050884775340455,0.0782639860925844,0.0838157739399274,0.0909810842956235,0.104434789736864
"2459",0.7,"modUnequal",163,0.0154266666666667,0.10766,0.1232,0.132976666666667,0.15452,0.03436,0.24073,0.27244,0.29607,0.34184,0.803133333333333,0.823503333333333,0.83282,0.84652,0.93528,0.62472,0.66846,0.69136,0.72018,0.9172,0.00874666666666667,0.06207,0.0717666666666666,0.0773633333333333,0.0927333333333333,0.0112,0.07863,0.09074,0.0991,0.11488,0.563533333333333,0.575423333333333,0.5818,0.588716666666667,0.638293333333333,0.36488,0.37526,0.382,0.39153,0.4402,0.000886086383119024,0.00783071515803002,0.0101497250047014,0.0123350915223813,0.0169681186547578,0.00177226406734603,0.0223931333389989,0.0303636604243273,0.0368371467743977,0.0551672491263105
"2460",0.9,"modUnequal",163,9.33333333333333e-05,0.00083,0.00272666666666667,0.00538666666666666,0.0203733333333333,0,0.001,0.00562,0.01238,0.0452,0.930093333333333,0.944246666666667,0.94726,0.9488,0.95056,0.90716,0.93687,0.94362,0.94817,0.95208,5.33333333333333e-05,0.000506666666666667,0.00172,0.00305333333333333,0.0116933333333333,0,0.00031,0.00196,0.00396,0.01464,0.631933333333333,0.639966666666666,0.641566666666667,0.64295,0.647346666666667,0.43948,0.44524,0.44734,0.44968,0.4576,0,0.000124361260095088,0.000352088012815589,0.000648922700836224,0.00223653420033548,0,0.000267314304504928,0.00106247079624196,0.00197868250699719,0.00704349357281212
"2461",0.1,"equal",164,0.240866666666667,0.24305,0.243786666666666,0.244763333333333,0.24732,0.53416,0.53875,0.54164,0.54354,0.54916,0.714653333333333,0.717553333333333,0.718826666666667,0.719483333333333,0.721426666666667,0.42756,0.43365,0.43544,0.43826,0.443,0.14416,0.146846666666667,0.147573333333333,0.148323333333334,0.150173333333333,0.32148,0.32522,0.32754,0.32966,0.3338,0.514226666666667,0.516213333333334,0.51712,0.51814,0.520253333333333,0.35356,0.35922,0.36106,0.36272,0.37228,0.0426387610548641,0.0460555878769787,0.047327363364125,0.0486988009715886,0.0515157001186812,0.0912150400371359,0.10007300852629,0.102316854250846,0.104306696183349,0.108677973977695
"2462",0.3,"equal",164,0.226066666666667,0.22898,0.230146666666667,0.23115,0.23364,0.50384,0.51004,0.51244,0.51436,0.51976,0.727973333333333,0.730526666666667,0.7317,0.73292,0.735973333333333,0.4554,0.46138,0.46352,0.46585,0.47208,0.13624,0.138363333333334,0.13944,0.14013,0.141986666666667,0.30384,0.30792,0.30944,0.31214,0.31696,0.52092,0.523086666666666,0.52422,0.525113333333333,0.527786666666667,0.36784,0.37464,0.37668,0.37871,0.38256,0.0342244270822873,0.0382875649747013,0.0401649549958903,0.0415647803390286,0.0456454043194375,0.074093567251462,0.0827895730163627,0.0871282446104092,0.0896602660463668,0.0983778737308904
"2463",0.5,"equal",164,0.19504,0.2044,0.205846666666667,0.20683,0.210373333333333,0.43548,0.45304,0.45664,0.45972,0.46768,0.751226666666667,0.75398,0.755073333333333,0.7565,0.764786666666667,0.506,0.51334,0.51688,0.52006,0.5374,0.11648,0.122796666666667,0.124066666666666,0.124976666666667,0.127053333333333,0.25868,0.27225,0.27526,0.27775,0.28408,0.53168,0.536123333333333,0.53754,0.5388,0.543813333333333,0.39728,0.40387,0.40724,0.41012,0.42404,0.0173862121885223,0.0265226177209673,0.0285984594050303,0.0302825389411353,0.0343394399160681,0.0375802556399835,0.0575406243626245,0.0608753330889117,0.0646310607395232,0.072953319258738
"2464",0.7,"equal",164,0.0162533333333333,0.109536666666667,0.124646666666667,0.134376666666667,0.155106666666667,0.03576,0.24528,0.2762,0.29857,0.34332,0.803333333333333,0.823023333333333,0.832,0.845626666666667,0.935546666666667,0.624,0.66687,0.68828,0.71654,0.91704,0.00929333333333333,0.06327,0.0727133333333334,0.0781966666666667,0.0931333333333333,0.0194,0.14182,0.1614,0.17584,0.20548,0.56456,0.576203333333334,0.582453333333333,0.589163333333333,0.63928,0.46952,0.49139,0.50446,0.52225,0.62544,0.000925107415249882,0.00808143353510923,0.0104664436572655,0.0126619681240117,0.0173722449973617,0.002047019415669,0.0174437497209903,0.0223621542166395,0.0269862027896568,0.0369404091313371
"2465",0.9,"equal",164,9.33333333333333e-05,0.00084,0.00275333333333333,0.00551,0.02068,0,0.001,0.0058,0.01269,0.04564,0.930626666666667,0.945113333333333,0.948086666666667,0.94979,0.951333333333333,0.90808,0.93747,0.94432,0.94913,0.95276,5.33333333333333e-05,0.000506666666666667,0.00172666666666666,0.00308333333333334,0.0118133333333333,0,0.00075,0.0032,0.00727,0.02792,0.633346666666667,0.641406666666667,0.642993333333334,0.644336666666667,0.648666666666667,0.62104,0.63787,0.6411,0.64409,0.64956,0,0.000124109164237829,0.000361034053008008,0.000647363323679144,0.00227216392629926,0,0.000124241469838746,0.00062000368050545,0.00144066439432384,0.00560897435897436
"2466",0.1,"highUnequal",164,0.240866666666667,0.24305,0.243786666666666,0.244763333333333,0.24732,0.53416,0.53875,0.54164,0.54354,0.54916,0.714653333333333,0.717553333333333,0.718826666666667,0.719483333333333,0.721426666666667,0.42756,0.43365,0.43544,0.43826,0.443,0.14416,0.146846666666667,0.147573333333333,0.148323333333334,0.150173333333333,0.13812,0.14119,0.14232,0.144,0.14704,0.514226666666667,0.516213333333334,0.51712,0.51814,0.520253333333333,0.28556,0.29072,0.29274,0.29455,0.29796,0.0426387610548641,0.0460555878769787,0.047327363364125,0.0486988009715886,0.0515157001186812,0.153597487762076,0.169060028599228,0.174595427678159,0.179196752828226,0.1891546467044
"2467",0.3,"highUnequal",164,0.226066666666667,0.22898,0.230146666666667,0.23115,0.23364,0.50384,0.51004,0.51244,0.51436,0.51976,0.727973333333333,0.730526666666667,0.7317,0.73292,0.735973333333333,0.4554,0.46138,0.46352,0.46585,0.47208,0.13624,0.138363333333334,0.13944,0.14013,0.141986666666667,0.13196,0.1337,0.1346,0.13604,0.13992,0.52092,0.523086666666666,0.52422,0.525113333333333,0.527786666666667,0.28968,0.29684,0.29852,0.30014,0.30464,0.0342244270822873,0.0382875649747013,0.0401649549958903,0.0415647803390286,0.0456454043194375,0.116974169741697,0.138344476128725,0.145341938721487,0.151436140856799,0.169934041773543
"2468",0.5,"highUnequal",164,0.19504,0.2044,0.205846666666667,0.20683,0.210373333333333,0.43548,0.45304,0.45664,0.45972,0.46768,0.751226666666667,0.75398,0.755073333333333,0.7565,0.764786666666667,0.506,0.51334,0.51688,0.52006,0.5374,0.11648,0.122796666666667,0.124066666666666,0.124976666666667,0.127053333333333,0.11148,0.1181,0.1197,0.12116,0.12676,0.53168,0.536123333333333,0.53754,0.5388,0.543813333333333,0.30204,0.30592,0.30804,0.30997,0.31652,0.0173862121885223,0.0265226177209673,0.0285984594050303,0.0302825389411353,0.0343394399160681,0.0556691449814126,0.0923264201054484,0.100074531262002,0.105747314312769,0.122575855989607
"2469",0.7,"highUnequal",164,0.0162533333333333,0.109536666666667,0.124646666666667,0.134376666666667,0.155106666666667,0.03576,0.24528,0.2762,0.29857,0.34332,0.803333333333333,0.823023333333333,0.832,0.845626666666667,0.935546666666667,0.624,0.66687,0.68828,0.71654,0.91704,0.00929333333333333,0.06327,0.0727133333333334,0.0781966666666667,0.0931333333333333,0.00912,0.05952,0.06968,0.07527,0.08596,0.56456,0.576203333333334,0.582453333333333,0.589163333333333,0.63928,0.32728,0.33566,0.34074,0.3464,0.37988,0.000925107415249882,0.00808143353510923,0.0104664436572655,0.0126619681240117,0.0173722449973617,0.00318766066838046,0.0265998540737822,0.0350936991885491,0.0425428076736025,0.0606936416184971
"2470",0.9,"highUnequal",164,9.33333333333333e-05,0.00084,0.00275333333333333,0.00551,0.02068,0,0.001,0.0058,0.01269,0.04564,0.930626666666667,0.945113333333333,0.948086666666667,0.94979,0.951333333333333,0.90808,0.93747,0.94432,0.94913,0.95276,5.33333333333333e-05,0.000506666666666667,0.00172666666666666,0.00308333333333334,0.0118133333333333,0,0.00024,0.0016,0.00293,0.01112,0.633346666666667,0.641406666666667,0.642993333333334,0.644336666666667,0.648666666666667,0.38036,0.38423,0.38596,0.38778,0.4002,0,0.000124109164237829,0.000361034053008008,0.000647363323679144,0.00227216392629926,0,0.000306992002334408,0.0010351966984641,0.0025093852654454,0.00673881968552175
"2471",0.1,"modUnequal",164,0.240866666666667,0.24305,0.243786666666666,0.244763333333333,0.24732,0.53416,0.53875,0.54164,0.54354,0.54916,0.714653333333333,0.717553333333333,0.718826666666667,0.719483333333333,0.721426666666667,0.42756,0.43365,0.43544,0.43826,0.443,0.14416,0.146846666666667,0.147573333333333,0.148323333333334,0.150173333333333,0.18448,0.18744,0.18868,0.19001,0.19304,0.514226666666667,0.516213333333334,0.51712,0.51814,0.520253333333333,0.30104,0.30754,0.30986,0.31174,0.31684,0.0426387610548641,0.0460555878769787,0.047327363364125,0.0486988009715886,0.0515157001186812,0.126332058895306,0.14527325881338,0.149669471833485,0.152684797592752,0.162678657459451
"2472",0.3,"modUnequal",164,0.226066666666667,0.22898,0.230146666666667,0.23115,0.23364,0.50384,0.51004,0.51244,0.51436,0.51976,0.727973333333333,0.730526666666667,0.7317,0.73292,0.735973333333333,0.4554,0.46138,0.46352,0.46585,0.47208,0.13624,0.138363333333334,0.13944,0.14013,0.141986666666667,0.1736,0.17735,0.179,0.18062,0.184,0.52092,0.523086666666666,0.52422,0.525113333333333,0.527786666666667,0.30944,0.31472,0.31708,0.31881,0.3252,0.0342244270822873,0.0382875649747013,0.0401649549958903,0.0415647803390286,0.0456454043194375,0.104827586206897,0.118929983209237,0.123683330927601,0.130394046327155,0.141200161095449
"2473",0.5,"modUnequal",164,0.19504,0.2044,0.205846666666667,0.20683,0.210373333333333,0.43548,0.45304,0.45664,0.45972,0.46768,0.751226666666667,0.75398,0.755073333333333,0.7565,0.764786666666667,0.506,0.51334,0.51688,0.52006,0.5374,0.11648,0.122796666666667,0.124066666666666,0.124976666666667,0.127053333333333,0.14752,0.15768,0.15904,0.16056,0.16476,0.53168,0.536123333333333,0.53754,0.5388,0.543813333333333,0.32392,0.33073,0.3325,0.3346,0.34484,0.0173862121885223,0.0265226177209673,0.0285984594050303,0.0302825389411353,0.0343394399160681,0.0525631651637014,0.0796705656079005,0.0849392418765398,0.0921800850876492,0.105581433357849
