Covid_probTrans,VE_infect,VE_susc,Label_testingDiff,t,t_highChange,Covid_cumPropSymptInfect_highChange,VE_symptRR_observed,VE_symptOR_observed,VE_symptRR_degUnderNeg_highChange_trueVeff,VE_symptOR_degUnderNeg_highChange_trueVeff,Covid_cumPropSymptInfect_unvac,Covid_cumPropSymptInfect_vac
0.03,0.2,0.1,modUnequal,210,210,0.0703,-0.628099174,-0.217810984,-0.728099174,-0.317810984,0.07452,0.068893333
0.03,0.2,0.1,highUnequal,210,210,0.0703,-1.136659436,-0.422521861,-1.236659436,-0.522521861,0.07452,0.068893333
0.03,0.2,0.1,equal,235,235,0.07583,0.12358932,0.123964306,0.02358932,0.023964306,0.0806,0.07424
0.03,0.2,0.1,modUnequal,235,235,0.07583,-0.560784314,-0.200502914,-0.660784314,-0.300502914,0.0806,0.07424
0.03,0.2,0.1,highUnequal,235,235,0.07583,-1.192837466,-0.525450296,-1.292837466,-0.625450296,0.0806,0.07424
0.03,0.2,0.1,equal,201,201,0.05446,0.047619048,0.054407563,-0.052380952,-0.045592437,0.0564,0.053813333
0.03,0.2,0.1,modUnequal,201,201,0.05446,-0.680911681,-0.233447078,-0.780911681,-0.333447078,0.0564,0.053813333
0.03,0.2,0.1,highUnequal,201,201,0.05446,-1.179132041,-0.41710964,-1.279132041,-0.51710964,0.0564,0.053813333
0.03,0.2,0.1,equal,207,207,0.08646,0.101686508,0.103209042,0.001686508,0.003209042,0.09268,0.084386667
0.03,0.2,0.1,modUnequal,207,207,0.08646,-0.557849462,-0.161730504,-0.657849462,-0.261730504,0.09268,0.084386667
0.03,0.2,0.1,highUnequal,207,207,0.08646,-0.985745614,-0.327425791,-1.085745614,-0.427425791,0.09268,0.084386667
0.03,0.2,0.1,equal,185,185,0.06046,0.12037037,0.118712239,0.02037037,0.018712239,0.06752,0.058106667
0.03,0.2,0.1,modUnequal,185,185,0.06046,-0.494252874,-0.077904963,-0.594252874,-0.177904963,0.06752,0.058106667
0.03,0.2,0.1,highUnequal,185,185,0.06046,-1.058333333,-0.304456758,-1.158333333,-0.404456758,0.06752,0.058106667
0.03,0.2,0.1,equal,217,217,0.0882,0.040931184,0.039675404,-0.059068816,-0.060324596,0.09012,0.08756
0.03,0.2,0.1,modUnequal,217,217,0.0882,-0.620838738,-0.22517934,-0.720838738,-0.32517934,0.09012,0.08756
0.03,0.2,0.1,highUnequal,217,217,0.0882,-1.128904032,-0.439268124,-1.228904032,-0.539268124,0.09012,0.08756
0.03,0.2,0.1,equal,239,239,0.09176,0.085298197,0.090459095,-0.014701803,-0.009540905,0.0972,0.089946667
0.03,0.2,0.1,modUnequal,239,239,0.09176,-0.568370987,-0.207380806,-0.668370987,-0.307380806,0.0972,0.089946667
0.03,0.2,0.1,highUnequal,239,239,0.09176,-1.165845649,-0.514691118,-1.265845649,-0.614691118,0.0972,0.089946667
0.03,0.2,0.1,equal,204,204,0.09346,0.092440801,0.094144101,-0.007559199,-0.005855899,0.10092,0.090973333
0.03,0.2,0.1,modUnequal,204,204,0.09346,-0.523700306,-0.139687731,-0.623700306,-0.239687731,0.10092,0.090973333
0.03,0.2,0.1,highUnequal,204,204,0.09346,-1.066355625,-0.366717365,-1.166355625,-0.466717365,0.10092,0.090973333
0.03,0.2,0.1,equal,210,210,0.06621,0.121825779,0.128855661,0.021825779,0.028855661,0.07188,0.06432
0.03,0.2,0.1,modUnequal,210,210,0.06621,-0.556695157,-0.165819951,-0.656695157,-0.265819951,0.07188,0.06432
0.03,0.2,0.1,highUnequal,210,210,0.06621,-1.074411541,-0.378371991,-1.174411541,-0.478371991,0.07188,0.06432
0.03,0.2,0.1,equal,243,243,0.11621,0.096280088,0.108670882,-0.003719912,0.008670882,0.12492,0.113306667
0.03,0.2,0.1,modUnequal,243,243,0.11621,-0.558490566,-0.20219779,-0.658490566,-0.30219779,0.12492,0.113306667
0.03,0.2,0.1,highUnequal,243,243,0.11621,-1.253751705,-0.580380406,-1.353751705,-0.680380406,0.12492,0.113306667
0.03,0.2,0.1,equal,231,231,0.10686,0.117784257,0.126330942,0.017784257,0.026330942,0.11452,0.104306667
0.03,0.2,0.1,modUnequal,231,231,0.10686,-0.590956887,-0.232864209,-0.690956887,-0.332864209,0.11452,0.104306667
0.03,0.2,0.1,highUnequal,231,231,0.10686,-1.180115274,-0.513338625,-1.280115274,-0.613338625,0.11452,0.104306667
0.03,0.2,0.1,equal,313,313,0.07929,0.120753715,0.129795542,0.020753715,0.029795542,0.08536,0.077266667
0.03,0.2,0.1,modUnequal,313,313,0.07929,-0.591258405,-0.290851969,-0.691258405,-0.390851969,0.08536,0.077266667
0.03,0.2,0.1,highUnequal,313,313,0.07929,-1.083647799,-0.572998457,-1.183647799,-0.672998457,0.08536,0.077266667
0.03,0.2,0.1,equal,237,237,0.06899,0.104477612,0.110514414,0.004477612,0.010514414,0.07484,0.06704
0.03,0.2,0.1,modUnequal,237,237,0.06899,-0.635434412,-0.258417691,-0.735434412,-0.358417691,0.07484,0.06704
0.03,0.2,0.1,highUnequal,237,237,0.06899,-1.114537445,-0.459819929,-1.214537445,-0.559819929,0.07484,0.06704
0.03,0.2,0.1,equal,210,210,0.04649,0.058309038,0.065863801,-0.041690962,-0.034136199,0.05108,0.04496
0.03,0.2,0.1,modUnequal,210,210,0.04649,-0.564164649,-0.159619108,-0.664164649,-0.259619108,0.05108,0.04496
0.03,0.2,0.1,highUnequal,210,210,0.04649,-0.99382716,-0.302598112,-1.09382716,-0.402598112,0.05108,0.04496
0.03,0.2,0.1,equal,239,239,0.03932,0.03908046,0.039479407,-0.06091954,-0.060520593,0.04172,0.03852
0.03,0.2,0.1,modUnequal,239,239,0.03932,-0.610789981,-0.23157494,-0.710789981,-0.33157494,0.04172,0.03852
0.03,0.2,0.1,highUnequal,239,239,0.03932,-1.11913815,-0.441365865,-1.21913815,-0.541365865,0.04172,0.03852
0.03,0.2,0.1,equal,226,226,0.08607,0.08570005,0.094297288,-0.01429995,-0.005702712,0.09324,0.08368
0.03,0.2,0.1,modUnequal,226,226,0.08607,-0.531080517,-0.171340835,-0.631080517,-0.271340835,0.09324,0.08368
0.03,0.2,0.1,highUnequal,226,226,0.08607,-1.265432099,-0.540218788,-1.365432099,-0.640218788,0.09324,0.08368
0.03,0.2,0.1,equal,224,224,0.05318,0.074165637,0.075693208,-0.025834363,-0.024306792,0.05688,0.051946667
0.03,0.2,0.1,modUnequal,224,224,0.05318,-0.671875,-0.275787604,-0.771875,-0.375787604,0.05688,0.051946667
0.03,0.2,0.1,highUnequal,224,224,0.05318,-1.103932584,-0.436532186,-1.203932584,-0.536532186,0.05688,0.051946667
0.03,0.2,0.1,equal,284,284,0.09676,0.071027197,0.075640085,-0.028972803,-0.024359915,0.10572,0.093773333
0.03,0.2,0.1,modUnequal,284,284,0.09676,-0.507293946,-0.210036732,-0.607293946,-0.310036732,0.10572,0.093773333
0.03,0.2,0.1,highUnequal,284,284,0.09676,-1.068568569,-0.528490317,-1.168568569,-0.628490317,0.10572,0.093773333
0.03,0.2,0.1,equal,218,218,0.05488,0.03154836,0.040733472,-0.06845164,-0.059266528,0.05424,0.055093333
0.03,0.2,0.1,modUnequal,218,218,0.05488,-0.8784219,-0.403719704,-0.9784219,-0.503719704,0.05424,0.055093333
0.03,0.2,0.1,highUnequal,218,218,0.05488,-1.273879142,-0.509946106,-1.373879142,-0.609946106,0.05424,0.055093333
0.03,0.2,0.1,equal,194,194,0.04386,0.056910569,0.061717597,-0.043089431,-0.038282403,0.04516,0.043426667
0.03,0.2,0.1,modUnequal,194,194,0.04386,-0.535153019,-0.113508626,-0.635153019,-0.213508626,0.04516,0.043426667
0.03,0.2,0.1,highUnequal,194,194,0.04386,-1.266178266,-0.447065036,-1.366178266,-0.547065036,0.04516,0.043426667
0.03,0.2,0.1,equal,238,238,0.07754,0.12011771,0.128585175,0.02011771,0.028585175,0.08416,0.075333333
0.03,0.2,0.1,modUnequal,238,238,0.07754,-0.508023842,-0.154871056,-0.608023842,-0.254871056,0.08416,0.075333333
0.03,0.2,0.1,highUnequal,238,238,0.07754,-1.166666667,-0.497846375,-1.266666667,-0.597846375,0.08416,0.075333333
0.03,0.2,0.1,equal,445,445,0.0884,0.115502235,0.124053333,0.015502235,0.024053333,0.09704,0.08552
0.03,0.2,0.1,modUnequal,445,445,0.0884,-0.486753658,-0.305203456,-0.586753658,-0.405203456,0.09704,0.08552
0.03,0.2,0.1,highUnequal,445,445,0.0884,-1.071625344,-0.749199732,-1.171625344,-0.849199732,0.09704,0.08552
0.03,0.2,0.1,equal,174,174,0.0599,0.10704023,0.113664813,0.00704023,0.013664813,0.0664,0.057733333
0.03,0.2,0.1,modUnequal,174,174,0.0599,-0.517704518,-0.079936599,-0.617704518,-0.179936599,0.0664,0.057733333
0.03,0.2,0.1,highUnequal,174,174,0.0599,-1.135738832,-0.311696552,-1.235738832,-0.411696552,0.0664,0.057733333
0.03,0.2,0.1,equal,236,236,0.11991,0.056764599,0.061230567,-0.043235401,-0.038769433,0.1292,0.116813333
0.03,0.2,0.1,modUnequal,236,236,0.11991,-0.629385965,-0.273915942,-0.729385965,-0.373915942,0.1292,0.116813333
0.03,0.2,0.1,highUnequal,236,236,0.11991,-1.086241476,-0.475717611,-1.186241476,-0.575717611,0.1292,0.116813333
0.03,0.2,0.1,equal,236,236,0.0514,0.057952623,0.060876397,-0.042047377,-0.039123603,0.05384,0.050586667
0.03,0.2,0.1,modUnequal,236,236,0.0514,-0.656994048,-0.257345471,-0.756994048,-0.357345471,0.05384,0.050586667
0.03,0.2,0.1,highUnequal,236,236,0.0514,-1.242698892,-0.542802953,-1.342698892,-0.642802953,0.05384,0.050586667
0.03,0.2,0.1,equal,259,259,0.1006,0.097951344,0.103023146,-0.002048656,0.003023146,0.1104,0.097333333
0.03,0.2,0.1,modUnequal,259,259,0.1006,-0.586711712,-0.238687302,-0.686711712,-0.338687302,0.1104,0.097333333
0.03,0.2,0.1,highUnequal,259,259,0.1006,-1.021520803,-0.435757849,-1.121520803,-0.535757849,0.1104,0.097333333
0.03,0.2,0.1,equal,249,249,0.07848,0.066945607,0.072803058,-0.033054393,-0.027196942,0.08164,0.077426667
0.03,0.2,0.1,modUnequal,249,249,0.07848,-0.723338485,-0.350542347,-0.823338485,-0.450542347,0.08164,0.077426667
0.03,0.2,0.1,highUnequal,249,249,0.07848,-1.181996086,-0.531280442,-1.281996086,-0.631280442,0.08164,0.077426667
0.03,0.2,0.1,equal,226,226,0.05357,0.060455487,0.065269175,-0.039544513,-0.034730825,0.05588,0.0528
0.03,0.2,0.1,modUnequal,226,226,0.05357,-0.595639944,-0.206948891,-0.695639944,-0.306948891,0.05588,0.0528
0.03,0.2,0.1,highUnequal,226,226,0.05357,-1.198643411,-0.488974159,-1.298643411,-0.588974159,0.05588,0.0528
0.03,0.2,0.1,equal,185,185,0.03786,0.137350706,0.142405739,0.037350706,0.042405739,0.04084,0.036866667
0.03,0.2,0.1,modUnequal,185,185,0.03786,-0.748074807,-0.261667647,-0.848074807,-0.361667647,0.04084,0.036866667
0.03,0.2,0.1,highUnequal,185,185,0.03786,-1.206944444,-0.397787057,-1.306944444,-0.497787057,0.04084,0.036866667
0.03,0.2,0.1,equal,232,232,0.07139,0.116754232,0.129414788,0.016754232,0.029414788,0.07752,0.069346667
0.03,0.2,0.1,modUnequal,232,232,0.07139,-0.601058201,-0.220110746,-0.701058201,-0.320110746,0.07752,0.069346667
0.03,0.2,0.1,highUnequal,232,232,0.07139,-1.207148067,-0.517699077,-1.307148067,-0.617699077,0.07752,0.069346667
0.03,0.2,0.1,equal,200,200,0.05216,0.034587116,0.041838009,-0.065412884,-0.058161991,0.05728,0.050453333
0.03,0.2,0.1,modUnequal,200,200,0.05216,-0.534707904,-0.132472978,-0.634707904,-0.232472978,0.05728,0.050453333
0.03,0.2,0.1,highUnequal,200,200,0.05216,-1.138888889,-0.385529118,-1.238888889,-0.485529118,0.05728,0.050453333
0.03,0.2,0.1,equal,242,242,0.06675,0.024169184,0.028911505,-0.075830816,-0.071088495,0.06908,0.065973333
0.03,0.2,0.1,modUnequal,242,242,0.06675,-0.664948454,-0.288432162,-0.764948454,-0.388432162,0.06908,0.065973333
0.03,0.2,0.1,highUnequal,242,242,0.06675,-1.269320843,-0.582203969,-1.369320843,-0.682203969,0.06908,0.065973333
0.03,0.2,0.1,equal,263,263,0.09715,0.124447252,0.131035677,0.024447252,0.031035677,0.10596,0.094213333
0.03,0.2,0.1,modUnequal,263,263,0.09715,-0.589449541,-0.256026397,-0.689449541,-0.356026397,0.10596,0.094213333
0.03,0.2,0.1,highUnequal,263,263,0.09715,-1.06557377,-0.504548336,-1.16557377,-0.604548336,0.10596,0.094213333
0.03,0.2,0.1,equal,245,245,0.07182,0.132863022,0.138287932,0.032863022,0.038287932,0.07544,0.070613333
0.03,0.2,0.1,modUnequal,245,245,0.07182,-0.586021505,-0.226930336,-0.686021505,-0.326930336,0.07544,0.070613333
0.03,0.2,0.1,highUnequal,245,245,0.07182,-0.947194719,-0.353421588,-1.047194719,-0.453421588,0.07544,0.070613333
0.03,0.2,0.1,equal,187,187,0.04011,0.115180467,0.119313873,0.015180467,0.019313873,0.044,0.038813333
0.03,0.2,0.1,modUnequal,187,187,0.04011,-0.547818013,-0.120203331,-0.647818013,-0.220203331,0.044,0.038813333
0.03,0.2,0.1,highUnequal,187,187,0.04011,-1.187664042,-0.391159935,-1.287664042,-0.491159935,0.044,0.038813333
0.03,0.2,0.1,equal,233,233,0.07786,0.124635375,0.133773328,0.024635375,0.033773328,0.08588,0.075186667
0.03,0.2,0.1,modUnequal,233,233,0.07786,-0.5410831,-0.172095183,-0.6410831,-0.272095183,0.08588,0.075186667
0.03,0.2,0.1,highUnequal,233,233,0.07786,-0.971923536,-0.35895351,-1.071923536,-0.45895351,0.08588,0.075186667
0.03,0.2,0.1,equal,253,253,0.04333,0.122418879,0.126924318,0.022418879,0.026924318,0.0468,0.042173333
0.03,0.2,0.1,modUnequal,253,253,0.04333,-0.494974874,-0.15526853,-0.594974874,-0.25526853,0.0468,0.042173333
0.03,0.2,0.1,highUnequal,253,253,0.04333,-1.117437722,-0.477479982,-1.217437722,-0.577479982,0.0468,0.042173333
0.03,0.2,0.1,equal,229,229,0.07618,0.103870788,0.110178596,0.003870788,0.010178596,0.08276,0.073986667
0.03,0.2,0.1,modUnequal,229,229,0.07618,-0.517208864,-0.13808464,-0.617208864,-0.23808464,0.08276,0.073986667
0.03,0.2,0.1,highUnequal,229,229,0.07618,-1.158283032,-0.465525831,-1.258283032,-0.565525831,0.08276,0.073986667
0.03,0.2,0.1,equal,233,233,0.06728,0.096855346,0.097768767,-0.003144654,-0.002231233,0.07288,0.065413333
0.03,0.2,0.1,modUnequal,233,233,0.06728,-0.642081189,-0.257550264,-0.742081189,-0.357550264,0.07288,0.065413333
0.03,0.2,0.1,highUnequal,233,233,0.06728,-1.279365079,-0.578686968,-1.379365079,-0.678686968,0.07288,0.065413333
0.03,0.2,0.1,equal,246,246,0.04406,0.079178886,0.079732784,-0.020821114,-0.020267216,0.0468,0.043146667
0.03,0.2,0.1,modUnequal,246,246,0.04406,-0.622739018,-0.255717779,-0.722739018,-0.355717779,0.0468,0.043146667
0.03,0.2,0.1,highUnequal,246,246,0.04406,-0.981072555,-0.368667236,-1.081072555,-0.468667236,0.0468,0.043146667
0.03,0.2,0.1,equal,189,189,0.07059,0.066666667,0.068838968,-0.033333333,-0.031161032,0.07684,0.068506667
0.03,0.2,0.1,modUnequal,189,189,0.07059,-0.697674419,-0.231846755,-0.797674419,-0.331846755,0.07684,0.068506667
0.03,0.2,0.1,highUnequal,189,189,0.07059,-1.179104478,-0.411905374,-1.279104478,-0.511905374,0.07684,0.068506667
0.03,0.2,0.1,equal,215,215,0.05296,0.085046352,0.094224987,-0.014953648,-0.005775013,0.057,0.051613333
0.03,0.2,0.1,modUnequal,215,215,0.05296,-0.589635854,-0.187592611,-0.689635854,-0.287592611,0.057,0.051613333
0.03,0.2,0.1,highUnequal,215,215,0.05296,-1.125468165,-0.405267518,-1.225468165,-0.505267518,0.057,0.051613333
0.03,0.2,0.1,equal,246,246,0.0602,0.080926916,0.083710872,-0.019073084,-0.016289128,0.06564,0.058386667
0.03,0.2,0.1,modUnequal,246,246,0.0602,-0.603233831,-0.238366876,-0.703233831,-0.338366876,0.06564,0.058386667
0.03,0.2,0.1,highUnequal,246,246,0.0602,-1.16456759,-0.498508728,-1.26456759,-0.598508728,0.06564,0.058386667
0.03,0.2,0.1,equal,216,216,0.06739,0.126267281,0.136648914,0.026267281,0.036648914,0.075,0.064853333
0.03,0.2,0.1,modUnequal,216,216,0.06739,-0.521669342,-0.137348632,-0.621669342,-0.237348632,0.075,0.064853333
0.03,0.2,0.1,highUnequal,216,216,0.06739,-1.083516484,-0.386512027,-1.183516484,-0.486512027,0.075,0.064853333
0.03,0.2,0.1,equal,228,228,0.0664,0.095008052,0.09800448,-0.004991948,-0.00199552,0.07064,0.064986667
0.03,0.2,0.1,modUnequal,228,228,0.0664,-0.737786024,-0.320804023,-0.837786024,-0.420804023,0.07064,0.064986667
0.03,0.2,0.1,highUnequal,228,228,0.0664,-1.219589258,-0.520736812,-1.319589258,-0.620736812,0.07064,0.064986667
0.03,0.2,0.1,equal,253,253,0.06477,0.154479266,0.159893128,0.054479266,0.059893128,0.06976,0.063106667
0.03,0.2,0.1,modUnequal,253,253,0.06477,-0.537708693,-0.178636984,-0.637708693,-0.278636984,0.06976,0.063106667
0.03,0.2,0.1,highUnequal,253,253,0.06477,-0.918821839,-0.344197325,-1.018821839,-0.444197325,0.06976,0.063106667
0.03,0.2,0.1,equal,179,179,0.05476,0.091510903,0.088360908,-0.008489097,-0.011639092,0.05836,0.05356
0.03,0.2,0.1,modUnequal,179,179,0.05476,-0.747565543,-0.265338782,-0.847565543,-0.365338782,0.05836,0.05356
0.03,0.2,0.1,highUnequal,179,179,0.05476,-1.014680484,-0.256503145,-1.114680484,-0.356503145,0.05836,0.05356
0.03,0.2,0.1,equal,226,226,0.03403,0.037037037,0.040886249,-0.062962963,-0.059113751,0.0352,0.03364
0.03,0.2,0.1,modUnequal,226,226,0.03403,-0.609120521,-0.196549076,-0.709120521,-0.296549076,0.0352,0.03364
0.03,0.2,0.1,highUnequal,226,226,0.03403,-1.266055046,-0.527309714,-1.366055046,-0.627309714,0.0352,0.03364
0.03,0.2,0.1,equal,226,226,0.05381,0.167039523,0.178673453,0.067039523,0.078673453,0.059,0.05208
0.03,0.2,0.1,modUnequal,226,226,0.05381,-0.677177177,-0.250277023,-0.777177177,-0.350277023,0.059,0.05208
0.03,0.2,0.1,highUnequal,226,226,0.05381,-0.820700896,-0.222417843,-0.920700896,-0.322417843,0.059,0.05208
0.03,0.2,0.1,equal,191,191,0.06234,0.074584659,0.079315802,-0.025415341,-0.020684198,0.0672,0.06072
0.03,0.2,0.1,modUnequal,191,191,0.06234,-0.707762557,-0.246681805,-0.807762557,-0.346681805,0.0672,0.06072
0.03,0.2,0.1,highUnequal,191,191,0.06234,-1.123276561,-0.380223872,-1.223276561,-0.480223872,0.0672,0.06072
0.03,0.2,0.1,equal,205,205,0.06495,0.060020346,0.059717462,-0.039979654,-0.040282538,0.06932,0.063493333
0.03,0.2,0.1,modUnequal,205,205,0.06495,-0.582191781,-0.174718848,-0.682191781,-0.274718848,0.06932,0.063493333
0.03,0.2,0.1,highUnequal,205,205,0.06495,-1.27027027,-0.507280234,-1.37027027,-0.607280234,0.06932,0.063493333
0.03,0.2,0.1,equal,226,226,0.0671,0.070569106,0.069986527,-0.029430894,-0.030013473,0.07272,0.065226667
0.03,0.2,0.1,modUnequal,226,226,0.0671,-0.569467326,-0.189090079,-0.669467326,-0.289090079,0.07272,0.065226667
0.03,0.2,0.1,highUnequal,226,226,0.0671,-1.107669617,-0.428163736,-1.207669617,-0.528163736,0.07272,0.065226667
0.03,0.2,0.1,equal,230,230,0.06553,0.079317269,0.085601793,-0.020682731,-0.014398207,0.071,0.063706667
0.03,0.2,0.1,modUnequal,230,230,0.06553,-0.592013889,-0.217627594,-0.692013889,-0.317627594,0.071,0.063706667
0.03,0.2,0.1,highUnequal,230,230,0.06553,-1.142523364,-0.457570677,-1.242523364,-0.557570677,0.071,0.063706667
0.03,0.2,0.1,equal,298,298,0.11481,0.077833241,0.087699517,-0.022166759,-0.012300483,0.12012,0.11304
0.03,0.2,0.1,modUnequal,298,298,0.11481,-0.644576327,-0.344742948,-0.744576327,-0.444742948,0.12012,0.11304
0.03,0.2,0.1,highUnequal,298,298,0.11481,-1.441507587,-0.865449947,-1.541507587,-0.965449947,0.12012,0.11304
0.03,0.2,0.1,equal,244,244,0.05557,0.089517079,0.094756772,-0.010482921,-0.005243228,0.0586,0.05456
0.03,0.2,0.1,modUnequal,244,244,0.05557,-0.574338086,-0.200311716,-0.674338086,-0.300311716,0.0586,0.05456
0.03,0.2,0.1,highUnequal,244,244,0.05557,-0.913366337,-0.32459644,-1.013366337,-0.42459644,0.0586,0.05456
0.03,0.2,0.1,equal,253,253,0.0798,0.082393988,0.084009492,-0.017606012,-0.015990508,0.08556,0.07788
0.03,0.2,0.1,modUnequal,253,253,0.0798,-0.649300531,-0.288295106,-0.749300531,-0.388295106,0.08556,0.07788
0.03,0.2,0.1,highUnequal,253,253,0.0798,-1.261243386,-0.606358638,-1.361243386,-0.706358638,0.08556,0.07788
0.03,0.2,0.1,equal,247,247,0.06109,0.051673945,0.054462345,-0.048326055,-0.045537655,0.06536,0.059666667
0.03,0.2,0.1,modUnequal,247,247,0.06109,-0.588056063,-0.215556524,-0.688056063,-0.315556524,0.06536,0.059666667
0.03,0.2,0.1,highUnequal,247,247,0.06109,-1.204737733,-0.528615373,-1.304737733,-0.628615373,0.06536,0.059666667
0.03,0.2,0.1,equal,193,193,0.07786,0.008296296,0.009179106,-0.091703704,-0.090820894,0.082,0.07648
0.03,0.2,0.1,modUnequal,193,193,0.07786,-0.621608527,-0.198581675,-0.721608527,-0.298581675,0.082,0.07648
0.03,0.2,0.1,highUnequal,193,193,0.07786,-1.329157968,-0.510644874,-1.429157968,-0.610644874,0.082,0.07648
0.03,0.2,0.1,equal,207,207,0.07276,0.06990232,0.069414887,-0.03009768,-0.030585113,0.079,0.07068
0.03,0.2,0.1,modUnequal,207,207,0.07276,-0.640818525,-0.229820141,-0.740818525,-0.329820141,0.079,0.07068
0.03,0.2,0.1,highUnequal,207,207,0.07276,-1.151836158,-0.415704511,-1.251836158,-0.515704511,0.079,0.07068
0.03,0.2,0.1,equal,187,187,0.03787,0.086931491,0.085799895,-0.013068509,-0.014200105,0.03956,0.037306667
0.03,0.2,0.1,modUnequal,187,187,0.03787,-0.602020202,-0.157282209,-0.702020202,-0.257282209,0.03956,0.037306667
0.03,0.2,0.1,highUnequal,187,187,0.03787,-1.268955651,-0.427893159,-1.368955651,-0.527893159,0.03956,0.037306667
0.03,0.2,0.1,equal,201,201,0.05085,0.061251664,0.070428456,-0.038748336,-0.029571544,0.05608,0.049106667
0.03,0.2,0.1,modUnequal,201,201,0.05085,-0.5,-0.102982544,-0.6,-0.202982544,0.05608,0.049106667
0.03,0.2,0.1,highUnequal,201,201,0.05085,-1.049418605,-0.323852868,-1.149418605,-0.423852868,0.05608,0.049106667
0.03,0.2,0.1,equal,206,206,0.06817,0.104205318,0.108655528,0.004205318,0.008655528,0.07452,0.066053333
0.03,0.2,0.1,modUnequal,206,206,0.06817,-0.547542735,-0.148890626,-0.647542735,-0.248890626,0.07452,0.066053333
0.03,0.2,0.1,highUnequal,206,206,0.06817,-1.165171898,-0.445677905,-1.265171898,-0.545677905,0.07452,0.066053333
0.03,0.2,0.1,equal,189,189,0.06712,0.130104463,0.142166592,0.030104463,0.042166592,0.07348,0.065
0.03,0.2,0.1,modUnequal,189,189,0.06712,-0.494290375,-0.081032603,-0.594290375,-0.181032603,0.07348,0.065
0.03,0.2,0.1,highUnequal,189,189,0.06712,-0.965665236,-0.256432683,-1.065665236,-0.356432683,0.07348,0.065
0.03,0.2,0.1,equal,227,227,0.09175,0.113425926,0.12458821,0.013425926,0.02458821,0.09736,0.08988
0.03,0.2,0.1,modUnequal,227,227,0.09175,-0.566462168,-0.1923914,-0.666462168,-0.2923914,0.09736,0.08988
0.03,0.2,0.1,highUnequal,227,227,0.09175,-1.023243529,-0.389784607,-1.123243529,-0.489784607,0.09736,0.08988
0.03,0.2,0.1,equal,209,209,0.0813,0.087513062,0.09025521,-0.012486938,-0.00974479,0.08744,0.079253333
