VE_susc,Label_testingDiff,Test_sens,Label_epiPhase,VE_symptRR_degUnderNeg_testSens,VE_symptOR_degUnderNeg_testSens,FalseNeg_withTestSens_unvac,FalseNeg_withTestSens_vac,NonCovid_cumSymptInfect_tested_withTestSens_unvac,NonCovid_cumSymptInfect_tested_withTestSens_vac,totalNum_sims
0.1,equal,0.9,Highest Growth,-0.016113875,-0.01429712,241.2,662.9,7599.2,22842.9,100
0.1,equal,0.9,Peak,0.003171444,0.032436301,502.4,1351.7,6902.4,21405.7,100
0.1,modUnequal,0.9,Highest Growth,-0.705862403,-0.085877151,137.6,662.9,4674.6,22842.9,100
0.1,modUnequal,0.9,Peak,-0.745605065,-0.143789187,273.8,1351.7,4525.8,21405.7,100
0.1,highUnequal,0.9,Highest Growth,-1.411366806,-0.245499098,95.6,662.9,3773.6,22842.9,100
0.1,highUnequal,0.9,Peak,-1.320634138,-0.280741184,202.9,1351.7,3793.9,21405.7,100
0.1,equal,0.9,Highest Growth,-0.047149025,-0.033543619,223.9,636.2,7604.9,23147.2,100
0.1,equal,0.9,Peak,-0.014856478,0.028834331,515.6,1415.1,6814.6,21469.1,100
0.1,modUnequal,0.9,Highest Growth,-0.810215054,-0.162160936,124,636.2,4792,23147.2,100
0.1,modUnequal,0.9,Peak,-0.749300699,-0.148390787,286,1415.1,4549,21469.1,100
0.1,highUnequal,0.9,Highest Growth,-1.563027487,-0.326480686,86.1,636.2,3842.1,23147.2,100
0.1,highUnequal,0.9,Peak,-1.452618454,-0.363530706,200.5,1415.1,3843.5,21469.1,100
0.1,equal,0.9,Highest Growth,0.019546654,0.038037206,214.7,567.1,7489.7,22951.1,100
0.1,equal,0.9,Peak,0.006265563,0.044792053,495.3,1328,6830.3,21414,100
0.1,modUnequal,0.9,Highest Growth,-0.710164679,-0.065926223,117.4,567.1,4589.4,22951.1,100
0.1,modUnequal,0.9,Peak,-0.707358993,-0.101255397,275.4,1328,4446.4,21414,100
0.1,highUnequal,0.9,Highest Growth,-1.331798505,-0.156829927,84.7,567.1,3622.7,22951.1,100
0.1,highUnequal,0.9,Peak,-1.294678566,-0.225841202,201.7,1328,3661.7,21414,100
0.1,equal,0.9,Highest Growth,0.025600104,0.062601497,256.9,673.9,7122.9,22312.9,100
0.1,equal,0.9,Peak,0.014862243,0.069591694,515.4,1368.6,6526.4,20869.6,100
0.1,modUnequal,0.9,Highest Growth,-0.728958182,-0.087300699,137.9,673.9,4507.9,22312.9,100
0.1,modUnequal,0.9,Peak,-0.73103325,-0.11959898,279.7,1368.6,4348.7,20869.6,100
0.1,highUnequal,0.9,Highest Growth,-1.332935719,-0.180376259,100.6,673.9,3598.6,22312.9,100
0.1,highUnequal,0.9,Peak,-1.328627259,-0.268914442,204.7,1368.6,3648.7,20869.6,100
0.1,equal,0.9,Highest Growth,-0.024757855,-0.006185459,282.2,782.9,7047.2,21574.9,100
0.1,equal,0.9,Peak,-0.021945104,0.008772286,505.2,1397.3,6525.2,20250.3,100
0.1,modUnequal,0.9,Highest Growth,-0.684497065,-0.070686129,164.7,782.9,4405.7,21574.9,100
0.1,modUnequal,0.9,Peak,-0.713883114,-0.12775336,288.6,1397.3,4298.6,20250.3,100
0.1,highUnequal,0.9,Highest Growth,-1.345840505,-0.213983692,116.2,782.9,3567.2,21574.9,100
0.1,highUnequal,0.9,Peak,-1.295976741,-0.259165749,212.1,1397.3,3563.1,20250.3,100
0.1,equal,0.9,Highest Growth,0.003594552,0.009677481,298.6,803,7181.6,21692,100
0.1,equal,0.9,Peak,-0.006202197,0.012429113,479.4,1303.3,6750.4,20676.3,100
0.1,modUnequal,0.9,Highest Growth,-0.801631702,-0.15649113,157.3,803,4489.3,21692,100
0.1,modUnequal,0.9,Peak,-0.743091276,-0.141435837,264.4,1303.3,4368.4,20676.3,100
0.1,highUnequal,0.9,Highest Growth,-1.269097785,-0.152470404,123.4,803,3508.4,21692,100
0.1,highUnequal,0.9,Peak,-1.279795953,-0.210534892,199.3,1303.3,3511.3,20676.3,100
0.1,equal,0.9,Highest Growth,-0.014951456,-0.000694099,257.5,706.8,7334.5,22351.8,100
0.1,equal,0.9,Peak,-0.010467241,0.023318848,510.8,1395.2,6718.8,20933.2,100
0.1,modUnequal,0.9,Highest Growth,-0.810965868,-0.126198316,137.7,706.8,4468.7,22351.8,100
0.1,modUnequal,0.9,Peak,-0.778335138,-0.148001361,277.1,1395.2,4357.1,20933.2,100
0.1,highUnequal,0.9,Highest Growth,-1.430365974,-0.25386051,101.1,706.8,3689.1,22351.8,100
0.1,highUnequal,0.9,Peak,-1.368617886,-0.297751174,205,1395.2,3684,20933.2,100
0.1,equal,0.9,Highest Growth,0.026471433,0.056847463,232.2,608.5,7262.2,22571.5,100
0.1,equal,0.9,Peak,-0.000816193,0.053487115,510.5,1379.6,6594.5,21052.6,100
0.1,modUnequal,0.9,Highest Growth,-0.716201859,-0.069119645,125.5,608.5,4511.5,22571.5,100
0.1,modUnequal,0.9,Peak,-0.685200506,-0.073388679,290.1,1379.6,4309.1,21052.6,100
0.1,highUnequal,0.9,Highest Growth,-1.302316323,-0.150865361,92.1,608.5,3590.1,22571.5,100
0.1,highUnequal,0.9,Peak,-1.246903206,-0.200200447,214.2,1379.6,3596.2,21052.6,100
0.1,equal,0.9,Highest Growth,-0.006426361,0.008164977,183.1,497.9,7367.1,22462.9,100
0.1,equal,0.9,Peak,-0.003352257,0.033214954,493.2,1336.6,6708.2,20973.6,100
0.1,modUnequal,0.9,Highest Growth,-0.769684775,-0.10020978,99.4,497.9,4485.4,22462.9,100
0.1,modUnequal,0.9,Peak,-0.733785601,-0.124901806,272.7,1336.6,4385.7,20973.6,100
0.1,highUnequal,0.9,Highest Growth,-1.238745704,-0.110184089,77.6,497.9,3536.6,22462.9,100
0.1,highUnequal,0.9,Peak,-1.306702988,-0.242585557,201.9,1336.6,3619.9,20973.6,100
0.1,equal,0.9,Highest Growth,0.011340206,0.026858913,242.5,646.5,7145.5,21817.5,100
0.1,equal,0.9,Peak,-0.005643739,0.024353334,491.4,1335.1,6625.4,20557.1,100
0.1,modUnequal,0.9,Highest Growth,-0.677598829,-0.055258055,136.6,646.5,4403.6,21817.5,100
0.1,modUnequal,0.9,Peak,-0.685441159,-0.087192035,280.7,1335.1,4266.7,20557.1,100
0.1,highUnequal,0.9,Highest Growth,-1.317078189,-0.160966038,97.2,646.5,3480.2,21817.5,100
0.1,highUnequal,0.9,Peak,-1.306412163,-0.219150088,201.7,1335.1,3475.7,20557.1,100
0.1,equal,0.9,Highest Growth,-0.008801874,0.011008049,199.2,543.1,7352.2,22548.1,100
0.1,equal,0.9,Peak,-0.002213542,0.034177236,512,1385.8,6692,20919.8,100
0.1,modUnequal,0.9,Highest Growth,-0.795068664,-0.118434956,106.8,543.1,4515.8,22548.1,100
0.1,modUnequal,0.9,Peak,-0.750941148,-0.144979977,279.8,1385.8,4413.8,20919.8,100
0.1,highUnequal,0.9,Highest Growth,-1.283755529,-0.102646159,82.9,543.1,3450.9,22548.1,100
0.1,highUnequal,0.9,Peak,-1.275851782,-0.1959346,212.3,1385.8,3512.3,20919.8,100
0.1,equal,1,Highest Growth,0.012392669,0.041983869,0,0,6669,20697,100
0.1,equal,1,Peak,0.023403184,0.086862514,0,0,5749,18593,100
0.1,modUnequal,1,Highest Growth,-0.811391154,-0.159479869,0,0,4271,20697,100
0.1,modUnequal,1,Peak,-0.705578608,-0.127957175,0,0,3968,18593,100
0.1,highUnequal,1,Highest Growth,-1.37454844,-0.182380422,0,0,3283,20697,100
0.1,highUnequal,1,Peak,-1.293355377,-0.223279186,0,0,3174,18593,100
0.1,equal,1,Highest Growth,-0.022052154,-0.006934508,0,0,7299,22262,100
0.1,equal,1,Peak,-0.011784928,0.023158216,0,0,6449,20118,100
0.1,modUnequal,1,Highest Growth,-0.794270833,-0.159166615,0,0,4639,22262,100
0.1,modUnequal,1,Peak,-0.725122549,-0.157565584,0,0,4364,20118,100
0.1,highUnequal,1,Highest Growth,-1.454686934,-0.270574086,0,0,3689,22262,100
0.1,highUnequal,1,Peak,-1.417951407,-0.359215177,0,0,3643,20118,100
0.1,equal,1,Highest Growth,-0.018929403,-0.006795431,0,0,7249,22038,100
0.1,equal,1,Peak,-0.020937624,0.0144295,0,0,6360,19842,100
0.1,modUnequal,1,Highest Growth,-0.794563662,-0.156276478,0,0,4579,22038,100
0.1,modUnequal,1,Peak,-0.743971631,-0.158117211,0,0,4257,19842,100
0.1,highUnequal,1,Highest Growth,-1.424828263,-0.256084624,0,0,3653,22038,100
0.1,highUnequal,1,Peak,-1.318181818,-0.285892185,0,0,3536,19842,100
0.1,equal,1,Highest Growth,0.001484574,0.018788306,0,0,6892,21082,100
0.1,equal,1,Peak,-0.010208127,0.025502981,0,0,6171,19269,100
0.1,modUnequal,1,Highest Growth,-0.756403678,-0.112368911,0,0,4295,21082,100
0.1,modUnequal,1,Peak,-0.718040874,-0.111181079,0,0,4014,19269,100
0.1,highUnequal,1,Highest Growth,-1.328070175,-0.216677235,0,0,3522,21082,100
0.1,highUnequal,1,Peak,-1.279401993,-0.263501391,0,0,3429,19269,100
0.1,equal,1,Highest Growth,0.024567952,0.037561151,0,0,7058,21493,100
0.1,equal,1,Peak,0.017829457,0.05633206,0,0,6223,19521,100
0.1,modUnequal,1,Highest Growth,-0.698989899,-0.074883154,0,0,4368,21493,100
0.1,modUnequal,1,Peak,-0.661880893,-0.08124621,0,0,4088,19521,100
0.1,highUnequal,1,Highest Growth,-1.296323274,-0.152739142,0,0,3434,21493,100
0.1,highUnequal,1,Peak,-1.269235869,-0.222788752,0,0,3368,19521,100
0.1,equal,1,Highest Growth,-0.019001812,0.002012802,0,0,6951,21341,100
0.1,equal,1,Peak,-0.000305188,0.043965269,0,0,6149,19401,100
0.1,modUnequal,1,Highest Growth,-0.80998703,-0.131953655,0,0,4293,21341,100
0.1,modUnequal,1,Peak,-0.713785558,-0.094423295,0,0,3985,19401,100
0.1,highUnequal,1,Highest Growth,-1.405701294,-0.225354233,0,0,3472,21341,100
0.1,highUnequal,1,Peak,-1.285185185,-0.240067236,0,0,3374,19401,100
0.1,equal,1,Highest Growth,0.019775959,0.046163324,0,0,7205,22283,100
0.1,equal,1,Peak,0.01601715,0.078214947,0,0,6157,19869,100
0.1,modUnequal,1,Highest Growth,-0.756934307,-0.105180539,0,0,4506,22283,100
0.1,modUnequal,1,Peak,-0.712842966,-0.121329216,0,0,4194,19869,100
0.1,highUnequal,1,Highest Growth,-1.37,-0.187680743,0,0,3559,22283,100
0.1,highUnequal,1,Peak,-1.26283075,-0.217500653,0,0,3422,19869,100
0.1,equal,1,Highest Growth,0.017344173,0.032139849,0,0,6941,21178,100
0.1,equal,1,Peak,0.00439339,0.049047736,0,0,6079,19194,100
0.1,modUnequal,1,Highest Growth,-0.702460025,-0.072689754,0,0,4285,21178,100
0.1,modUnequal,1,Peak,-0.712481858,-0.106604023,0,0,3994,19194,100
0.1,highUnequal,1,Highest Growth,-1.354759432,-0.206086304,0,0,3463,21178,100
0.1,highUnequal,1,Peak,-1.303272186,-0.272920454,0,0,3406,19194,100
0.1,equal,1,Highest Growth,-0.014801923,-0.007918891,0,0,7079,21398,100
0.1,equal,1,Peak,0.003608283,0.041705508,0,0,6203,19435,100
0.1,modUnequal,1,Highest Growth,-0.812911235,-0.144893465,0,0,4351,21398,100
0.1,modUnequal,1,Peak,-0.722539802,-0.128874737,0,0,4108,19435,100
0.1,highUnequal,1,Highest Growth,-1.290079365,-0.140896679,0,0,3390,21398,100
0.1,highUnequal,1,Peak,-1.326178191,-0.246707994,0,0,3337,19435,100
0.1,equal,1,Highest Growth,0.00932691,0.018207497,0,0,7083,21463,100
0.1,equal,1,Peak,0.003966346,0.045592056,0,0,6192,19481,100
0.1,modUnequal,1,Highest Growth,-0.707729469,-0.080682766,0,0,4364,21463,100
0.1,modUnequal,1,Peak,-0.719478639,-0.130743578,0,0,4133,19481,100
0.1,highUnequal,1,Highest Growth,-1.396756384,-0.207232833,0,0,3449,21463,100
0.1,highUnequal,1,Peak,-1.325373134,-0.251468672,0,0,3360,19481,100
0.1,equal,1,Highest Growth,-0.007986111,0.003103732,0,0,7144,21697,100
0.1,equal,1,Peak,-0.009186022,0.014539113,0,0,6382,19659,100
0.1,modUnequal,1,Highest Growth,-0.777626303,-0.125503879,0,0,4421,21697,100
0.1,modUnequal,1,Peak,-0.738386124,-0.137836228,0,0,4151,19659,100
0.1,highUnequal,1,Highest Growth,-1.347046187,-0.161332411,0,0,3416,21697,100
0.1,highUnequal,1,Peak,-1.40994152,-0.281937116,0,0,3353,19659,100
0.1,equal,1,Highest Growth,0.00868788,0.024492024,0,0,7017,21431,100
0.1,equal,1,Peak,0.009926277,0.051216947,0,0,6208,19530,100
0.1,modUnequal,1,Highest Growth,-0.719883041,-0.060093061,0,0,4234,21431,100
0.1,modUnequal,1,Peak,-0.696081209,-0.081185407,0,0,4002,19530,100
0.1,highUnequal,1,Highest Growth,-1.368425842,-0.216800945,0,0,3517,21431,100
0.1,highUnequal,1,Peak,-1.381039136,-0.313400696,0,0,3463,19530,100
0.1,equal,1,Highest Growth,-0.010331384,0.008238912,0,0,6915,21177,100
0.1,equal,1,Peak,0.003613707,0.061160083,0,0,5855,18770,100
0.1,modUnequal,1,Highest Growth,-0.8707687,-0.176408626,0,0,4291,21177,100
0.1,modUnequal,1,Peak,-0.692186808,-0.109261515,0,0,3966,18770,100
0.1,highUnequal,1,Highest Growth,-1.455341586,-0.20276299,0,0,3305,21177,100
0.1,highUnequal,1,Peak,-1.302878579,-0.230544984,0,0,3211,18770,100
0.1,equal,1,Highest Growth,-0.000207361,0.02154053,0,0,7163,22021,100
0.1,equal,1,Peak,0.005218855,0.061850005,0,0,6221,19924,100
0.1,modUnequal,1,Highest Growth,-0.694582185,-0.06691594,0,0,4451,22021,100
0.1,modUnequal,1,Peak,-0.664651268,-0.07653275,0,0,4145,19924,100
0.1,highUnequal,1,Highest Growth,-1.324143452,-0.21050621,0,0,3665,22021,100
0.1,highUnequal,1,Peak,-1.238502012,-0.25372205,0,0,3583,19924,100
0.1,equal,1,Highest Growth,-0.020066485,0.017970652,0,0,6802,21286,100
0.1,equal,1,Peak,-0.01496326,0.047112764,0,0,5940,19117,100
0.1,modUnequal,1,Highest Growth,-0.774642464,-0.105682356,0,0,4261,21286,100
0.1,modUnequal,1,Peak,-0.766910065,-0.155497533,0,0,4035,19117,100
0.1,highUnequal,1,Highest Growth,-1.350184775,-0.183336163,0,0,3416,21286,100
0.1,highUnequal,1,Peak,-1.260750907,-0.230503247,0,0,3334,19117,100
0.1,equal,1,Highest Growth,-0.013331013,-0.00086919,0,0,6723,20448,100
0.1,equal,1,Peak,-0.0068781,0.03296716,0,0,5984,18777,100
0.1,modUnequal,1,Highest Growth,-0.797283312,-0.143869079,0,0,4192,20448,100
0.1,modUnequal,1,Peak,-0.746173892,-0.142831041,0,0,3965,18777,100
0.1,highUnequal,1,Highest Growth,-1.45125448,-0.258379188,0,0,3358,20448,100
0.1,highUnequal,1,Peak,-1.378570257,-0.295894439,0,0,3285,18777,100
0.1,equal,1,Highest Growth,-0.014794007,0.004353535,0,0,7032,21547,100
0.1,equal,1,Peak,-0.006281765,0.040939329,0,0,6149,19461,100
0.1,modUnequal,1,Highest Growth,-0.778694158,-0.121847709,0,0,4372,21547,100
0.1,modUnequal,1,Peak,-0.728195763,-0.12581102,0,0,4087,19461,100
0.1,highUnequal,1,Highest Growth,-1.320454545,-0.141234173,0,0,3368,21547,100
0.1,highUnequal,1,Peak,-1.267233836,-0.219197372,0,0,3350,19461,100
0.1,equal,1,Highest Growth,0.031287298,0.067316475,0,0,6710,21001,100
0.1,equal,1,Peak,0.017620694,0.075104078,0,0,5874,18850,100
0.1,modUnequal,1,Highest Growth,-0.649809886,-0.03914007,0,0,4242,21001,100
0.1,modUnequal,1,Peak,-0.656647464,-0.078086608,0,0,3948,18850,100
0.1,highUnequal,1,Highest Growth,-1.284351554,-0.11349086,0,0,3248,21001,100
0.1,highUnequal,1,Peak,-1.226697531,-0.164815453,0,0,3146,18850,100
0.1,equal,1,Highest Growth,0.001536694,0.029875932,0,0,7154,22161,100
0.1,equal,1,Peak,0.001008023,0.051183694,0,0,6310,20049,100
0.1,modUnequal,1,Highest Growth,-0.805096757,-0.135476384,0,0,4486,22161,100
0.1,modUnequal,1,Peak,-0.793142193,-0.183327251,0,0,4276,20049,100
0.1,highUnequal,1,Highest Growth,-1.443071161,-0.233314371,0,0,3573,22161,100
0.1,highUnequal,1,Peak,-1.350257467,-0.273783859,0,0,3486,20049,100
0.1,equal,1,Highest Growth,0.009186871,0.019002882,0,0,7210,21871,100
0.1,equal,1,Peak,-0.007262278,0.030260298,0,0,6212,19440,100
0.1,modUnequal,1,Highest Growth,-0.798427673,-0.141142143,0,0,4469,21871,100
0.1,modUnequal,1,Peak,-0.738014385,-0.16091765,0,0,4197,19440,100
0.1,highUnequal,1,Highest Growth,-1.423010753,-0.212699952,0,0,3492,21871,100
0.1,highUnequal,1,Peak,-1.339200516,-0.282836939,0,0,3423,19440,100
0.1,equal,1,Highest Growth,0.006365834,0.035917387,0,0,7193,22317,100
0.1,equal,1,Peak,0.004560844,0.060866619,0,0,6309,20197,100
0.1,modUnequal,1,Highest Growth,-0.734487841,-0.092249911,0,0,4516,22317,100
0.1,modUnequal,1,Peak,-0.715522817,-0.114571046,0,0,4228,20197,100
0.1,highUnequal,1,Highest Growth,-1.300396825,-0.175499779,0,0,3636,22317,100
0.1,highUnequal,1,Peak,-1.298533007,-0.258646598,0,0,3548,20197,100
0.1,equal,1,Highest Growth,-0.0100958,0.003954919,0,0,7185,21893,100
0.1,equal,1,Peak,0.005656278,0.046126132,0,0,6393,20088,100
0.1,modUnequal,1,Highest Growth,-0.755495979,-0.129004215,0,0,4536,21893,100
0.1,modUnequal,1,Peak,-0.697646773,-0.103539774,0,0,4206,20088,100
0.1,highUnequal,1,Highest Growth,-1.533497537,-0.300131225,0,0,3599,21893,100
0.1,highUnequal,1,Peak,-1.3456948,-0.275837211,0,0,3506,20088,100
0.1,equal,1,Highest Growth,-0.017090461,-0.008141953,0,0,6901,20907,100
0.1,equal,1,Peak,-0.007607248,0.033772582,0,0,5987,18819,100
0.1,modUnequal,1,Highest Growth,-0.704908306,-0.093942352,0,0,4316,20907,100
0.1,modUnequal,1,Peak,-0.708808596,-0.128426984,0,0,4010,18819,100
0.1,highUnequal,1,Highest Growth,-1.43372549,-0.210436752,0,0,3316,20907,100
0.1,highUnequal,1,Peak,-1.336172657,-0.258546331,0,0,3250,18819,100
0.1,equal,1,Highest Growth,-0.019154229,-0.016020606,0,0,7308,21999,100
0.1,equal,1,Peak,-0.006091884,0.011122615,0,0,6420,19633,100
0.1,modUnequal,1,Highest Growth,-0.756022409,-0.107434333,0,0,4461,21999,100
0.1,modUnequal,1,Peak,-0.723277737,-0.138061019,0,0,4185,19633,100
0.1,highUnequal,1,Highest Growth,-1.339393939,-0.180760282,0,0,3539,21999,100
0.1,highUnequal,1,Peak,-1.316336634,-0.276183537,0,0,3473,19633,100
0.1,equal,1,Highest Growth,-0.010326087,0.01443331,0,0,7058,21766,100
0.1,equal,1,Peak,0.000854701,0.057059843,0,0,6154,19693,100
0.1,modUnequal,1,Highest Growth,-0.753504442,-0.098438339,0,0,4381,21766,100
0.1,modUnequal,1,Peak,-0.705616606,-0.105538496,0,0,4111,19693,100
0.1,highUnequal,1,Highest Growth,-1.385129604,-0.161095512,0,0,3369,21766,100
0.1,highUnequal,1,Peak,-1.352483727,-0.239567124,0,0,3321,19693,100
0.1,equal,1,Highest Growth,-0.015361493,-0.007168283,0,0,7566,22903,100
0.1,equal,1,Peak,0.003581604,0.036808057,0,0,6616,20612,100
0.1,modUnequal,1,Highest Growth,-0.774189815,-0.119294537,0,0,4648,22903,100
0.1,modUnequal,1,Peak,-0.74304364,-0.140254197,0,0,4350,20612,100
0.1,highUnequal,1,Highest Growth,-1.233480826,-0.133997169,0,0,3700,22903,100
0.1,highUnequal,1,Peak,-1.261432777,-0.235349926,0,0,3609,20612,100
0.1,equal,1,Highest Growth,-0.002791965,0.010337281,0,0,7115,21660,100
0.1,equal,1,Peak,-0.016149276,0.027330597,0,0,6155,19385,100
0.1,modUnequal,1,Highest Growth,-0.739764997,-0.060012,0,0,4227,21660,100
0.1,modUnequal,1,Peak,-0.746035744,-0.10494367,0,0,3945,19385,100
0.1,highUnequal,1,Highest Growth,-1.298590381,-0.139001438,0,0,3412,21660,100
0.1,highUnequal,1,Peak,-1.308755835,-0.242377405,0,0,3342,19385,100
0.1,equal,1,Highest Growth,-0.008993862,-0.011806075,0,0,7025,21010,100
0.1,equal,1,Peak,-0.005537891,0.016575134,0,0,6179,19001,100
0.1,modUnequal,1,Highest Growth,-0.721904762,-0.085185558,0,0,4254,21010,100
0.1,modUnequal,1,Peak,-0.730875686,-0.130745019,0,0,4003,19001,100
0.1,highUnequal,1,Highest Growth,-1.372939606,-0.196982751,0,0,3380,21010,100
0.1,highUnequal,1,Peak,-1.338048461,-0.267846455,0,0,3305,19001,100
0.1,equal,1,Highest Growth,0.009040718,0.010301093,0,0,7059,21207,100
0.1,equal,1,Peak,-0.002513875,0.019218244,0,0,6282,19311,100
0.1,modUnequal,1,Highest Growth,-0.799802502,-0.165953387,0,0,4433,21207,100
0.1,modUnequal,1,Peak,-0.743715067,-0.166869901,0,0,4178,19311,100
0.1,highUnequal,1,Highest Growth,-1.393072824,-0.264539742,0,0,3590,21207,100
0.1,highUnequal,1,Peak,-1.328995323,-0.302279286,0,0,3472,19311,100
0.1,equal,1,Highest Growth,-0.028764081,-0.00908579,0,0,7099,21758,100
0.1,equal,1,Peak,-0.033947183,0.010371111,0,0,6089,19177,100
0.1,modUnequal,1,Highest Growth,-0.746694796,-0.113991032,0,0,4466,21758,100
0.1,modUnequal,1,Peak,-0.722888889,-0.146241609,0,0,4121,19177,100
0.1,highUnequal,1,Highest Growth,-1.512031314,-0.273977922,0,0,3530,21758,100
0.1,highUnequal,1,Peak,-1.395458117,-0.336365797,0,0,3443,19177,100
0.1,equal,1,Highest Growth,-0.022838069,-0.002595223,0,0,7149,21928,100
0.1,equal,1,Peak,-0.007132343,0.041092376,0,0,6204,19657,100
0.1,modUnequal,1,Highest Growth,-0.82140168,-0.139764924,0,0,4415,21928,100
0.1,modUnequal,1,Peak,-0.762742212,-0.150834131,0,0,4141,19657,100
0.1,highUnequal,1,Highest Growth,-1.326217228,-0.150468336,0,0,3449,21928,100
0.1,highUnequal,1,Peak,-1.277991968,-0.222512928,0,0,3377,19657,100
0.1,equal,1,Highest Growth,-0.000471581,0.017785717,0,0,7071,21652,100
0.1,equal,1,Peak,0.005770536,0.042570475,0,0,6322,19780,100
0.1,modUnequal,1,Highest Growth,-0.766896393,-0.123603106,0,0,4432,21652,100
0.1,modUnequal,1,Peak,-0.742598828,-0.140866214,0,0,4178,19780,100
0.1,highUnequal,1,Highest Growth,-1.36255067,-0.228558435,0,0,3600,21652,100
0.1,highUnequal,1,Peak,-1.310808996,-0.283308132,0,0,3529,19780,100
0.1,equal,1,Highest Growth,-0.039670347,-0.041361695,0,0,7421,22223,100
0.1,equal,1,Peak,-0.002994258,0.029250719,0,0,6454,20079,100
0.1,modUnequal,1,Highest Growth,-0.771505835,-0.113824738,0,0,4493,22223,100
0.1,modUnequal,1,Peak,-0.74906367,-0.14172138,0,0,4228,20079,100
0.1,highUnequal,1,Highest Growth,-1.49869281,-0.266695342,0,0,3603,22223,100
0.1,highUnequal,1,Peak,-1.25200391,-0.235002809,0,0,3530,20079,100
0.1,equal,1,Highest Growth,-0.009161976,0.00118423,0,0,6892,20914,100
0.1,equal,1,Peak,-0.014788004,0.0164331,0,0,6094,18928,100
0.1,modUnequal,1,Highest Growth,-0.833750745,-0.154724621,0,0,4241,20914,100
0.1,modUnequal,1,Peak,-0.764033108,-0.155493528,0,0,4002,18928,100
0.1,highUnequal,1,Highest Growth,-1.353875969,-0.224459303,0,0,3478,20914,100
0.1,highUnequal,1,Peak,-1.302689243,-0.303402867,0,0,3447,18928,100
0.1,equal,1,Highest Growth,-0.006672297,0.011312311,0,0,7165,21930,100
0.1,equal,1,Peak,-0.002998236,0.034675923,0,0,6347,19870,100
0.1,modUnequal,1,Highest Growth,-0.77211838,-0.109904603,0,0,4415,21930,100
0.1,modUnequal,1,Peak,-0.761922597,-0.157625125,0,0,4215,19870,100
0.1,highUnequal,1,Highest Growth,-1.317975207,-0.187141609,0,0,3583,21930,100
0.1,highUnequal,1,Peak,-1.288034188,-0.262840515,0,0,3520,19870,100
0.1,equal,1,Highest Growth,-0.000257954,0.007118136,0,0,7142,21603,100
0.1,equal,1,Peak,-0.005568536,0.023987306,0,0,6244,19364,100
0.1,modUnequal,1,Highest Growth,-0.744933229,-0.104412083,0,0,4397,21603,100
0.1,modUnequal,1,Peak,-0.702135722,-0.114696989,0,0,4088,19364,100
0.1,highUnequal,1,Highest Growth,-1.341970021,-0.194987997,0,0,3517,21603,100
0.1,highUnequal,1,Peak,-1.301135826,-0.27752355,0,0,3453,19364,100
0.1,equal,1,Highest Growth,-0.036312509,-0.019094169,0,0,7046,21534,100
0.1,equal,1,Peak,-0.014166501,0.029692272,0,0,6125,19301,100
0.1,modUnequal,1,Highest Growth,-0.719348055,-0.093085837,0,0,4402,21534,100
0.1,modUnequal,1,Peak,-0.688743094,-0.108017612,0,0,4082,19301,100
0.1,highUnequal,1,Highest Growth,-1.394227188,-0.190540982,0,0,3412,21534,100
0.1,highUnequal,1,Peak,-1.288867745,-0.227151781,0,0,3313,19301,100
0.1,equal,1,Highest Growth,0.005006105,0.015658356,0,0,7195,21845,100
0.1,equal,1,Peak,-0.010562633,0.0235151,0,0,6250,19479,100
0.1,modUnequal,1,Highest Growth,-0.759309564,-0.115638736,0,0,4457,21845,100
0.1,modUnequal,1,Peak,-0.75031265,-0.152001241,0,0,4139,19479,100
0.1,highUnequal,1,Highest Growth,-1.396905601,-0.213807326,0,0,3531,21845,100
0.1,highUnequal,1,Peak,-1.316408269,-0.278352278,0,0,3452,19479,100
0.1,equal,1,Highest Growth,0.014628998,0.038987864,0,0,7199,22208,100
0.1,equal,1,Peak,0.018383258,0.073952678,0,0,6283,20117,100
0.1,modUnequal,1,Highest Growth,-0.697246632,-0.062102314,0,0,4459,22208,100
0.1,modUnequal,1,Peak,-0.73135915,-0.126401191,0,0,4219,20117,100
0.1,highUnequal,1,Highest Growth,-1.330265849,-0.173757315,0,0,3564,22208,100
0.1,highUnequal,1,Peak,-1.342693111,-0.287288444,0,0,3550,20117,100
0.1,equal,1,Highest Growth,-0.005946118,-0.001986199,0,0,7213,21734,100
0.1,equal,1,Peak,-0.012152644,0.022042394,0,0,6162,19206,100
0.1,modUnequal,1,Highest Growth,-0.690540162,-0.09454499,0,0,4530,21734,100
0.1,modUnequal,1,Peak,-0.715192744,-0.154340905,0,0,4179,19206,100
0.1,highUnequal,1,Highest Growth,-1.371382894,-0.218656598,0,0,3568,21734,100
0.1,highUnequal,1,Peak,-1.333615553,-0.314846822,0,0,3482,19206,100
0.1,equal,1,Highest Growth,0.01136335,0.027867292,0,0,7222,22076,100
0.1,equal,1,Peak,0.001192791,0.036264216,0,0,6354,19836,100
0.1,modUnequal,1,Highest Growth,-0.78847352,-0.162829681,0,0,4632,22076,100
0.1,modUnequal,1,Peak,-0.698639456,-0.135053767,0,0,4281,19836,100
0.1,highUnequal,1,Highest Growth,-1.295015576,-0.19472375,0,0,3670,22076,100
0.1,highUnequal,1,Peak,-1.257640834,-0.259748264,0,0,3554,19836,100
0.1,equal,1,Highest Growth,0.01298606,0.036345941,0,0,6963,21454,100
