"","VE_susc","Label_testingDiff","t","t_highChange","NonCovid_propSympt","Covid_cumPropSymptInfect_highChange","VE_symptRR_observed","VE_symptOR_observed","VE_symptRR_degUnderNeg_highChange_trueVeff","VE_symptOR_degUnderNeg_highChange_trueVeff","NonCovid_cumSymptInfect_tested_unvac","NonCovid_cumSymptInfect_tested_vac","totalNum_sims"
"133802",0.55,"equal",70,70,0.1,0.08978,0.54774972557629,0.579160271668635,-0.00225027442371029,0.0291602716686352,6833,22029,100
"134153",0.55,"modUnequal",70,70,0.1,0.08978,0.188976377952756,0.538325106883089,-0.361023622047244,-0.0116748931169114,4180,22029,100
"134504",0.55,"highUnequal",70,70,0.1,0.08978,-0.16056338028169,0.475272991619881,-0.71056338028169,-0.0747270083801187,3320,22029,100
"134854",0.55,"equal",69,69,0.1,0.1035,0.549028971665075,0.59633245610495,-0.000971028334925128,0.0463324561049501,6440,21584,100
"135205",0.55,"modUnequal",69,69,0.1,0.1035,0.211741791875348,0.555947389149942,-0.338258208124652,0.00594738914994219,4053,21584,100
"135556",0.55,"highUnequal",69,69,0.1,0.1035,-0.0929783950617284,0.506275975173654,-0.642978395061728,-0.0437240248263461,3250,21584,100
"135908",0.55,"equal",70,70,0.1,0.08026,0.554588771493681,0.582796673850076,0.00458877149368131,0.0327966738500758,6912,22138,100
"136259",0.55,"modUnequal",70,70,0.1,0.08026,0.234330484330484,0.560374685442442,-0.315669515669516,0.0103746854424422,4237,22138,100
"136610",0.55,"highUnequal",70,70,0.1,0.08026,-0.0744627686156922,0.514555216745228,-0.624462768615692,-0.0354447832547725,3334,22138,100
"136975",0.55,"equal",84,84,0.1,0.0919,0.545116772823779,0.569685438889302,-0.00488322717622092,0.0196854388893024,7905,25069,100
"137326",0.55,"modUnequal",84,84,0.1,0.0919,0.14726368159204,0.495889256100923,-0.40273631840796,-0.0541107438990773,4940,25069,100
"137677",0.55,"highUnequal",84,84,0.1,0.0919,-0.0766331658291457,0.495976431681724,-0.626633165829146,-0.0540235683182757,3912,25069,100
"138014",0.55,"equal",70,70,0.1,0.10571,0.560489352061622,0.594574764395374,0.010489352061622,0.0445747643953744,6645,21611,100
"138365",0.55,"modUnequal",70,70,0.1,0.10571,0.224,0.559844153440378,-0.326,0.00984415344037759,4086,21611,100
"138716",0.55,"highUnequal",70,70,0.1,0.10571,-0.116225546605293,0.498109127927276,-0.666225546605294,-0.0518908720727239,3239,21611,100
"139066",0.55,"equal",69,69,0.1,0.08394,0.550469483568075,0.579465443674941,0.00046948356807508,0.029465443674941,6773,21720,100
"139417",0.55,"modUnequal",69,69,0.1,0.08394,0.192834562697576,0.534319056407151,-0.357165437302424,-0.0156809435928486,4177,21720,100
"139768",0.55,"highUnequal",69,69,0.1,0.08394,-0.160606060606061,0.460414364640884,-0.710606060606061,-0.089585635359116,3366,21720,100
"140124",0.55,"equal",74,74,0.1,0.07717,0.52622339258284,0.55277174909455,-0.0237766074171604,0.00277174909455036,7283,23146,100
"140475",0.55,"modUnequal",74,74,0.1,0.07717,0.195003728560776,0.538307893227525,-0.354996271439224,-0.0116921067724749,4425,23146,100
"140826",0.55,"highUnequal",74,74,0.1,0.07717,-0.0953830542871639,0.478100564992705,-0.645383054287164,-0.0718994350072947,3676,23146,100
"141182",0.55,"equal",79,79,0.1,0.09769,0.546296296296296,0.582911047826451,-0.00370370370370376,0.032911047826451,7317,23878,100
"141533",0.55,"modUnequal",79,79,0.1,0.09769,0.181139958221426,0.523663372966564,-0.368860041778574,-0.0263366270334361,4630,23878,100
"141884",0.55,"highUnequal",79,79,0.1,0.09769,-0.149078726968174,0.46367022313174,-0.699078726968174,-0.0863297768682596,3715,23878,100
"142230",0.55,"equal",74,74,0.1,0.09617,0.56434811827957,0.595812927288426,0.0143481182795699,0.0458129272884258,7048,22790,100
"142581",0.55,"modUnequal",74,74,0.1,0.09617,0.199691358024691,0.549312807761689,-0.350308641975309,-0.000687192238311152,4278,22790,100
"142932",0.55,"highUnequal",74,74,0.1,0.09617,-0.105285592497869,0.493382479191192,-0.655285592497869,-0.0566175208088081,3482,22790,100
"143292",0.55,"equal",83,83,0.1,0.11768,0.550877192982456,0.595569405342675,0.000877192982456143,0.0455694053426747,7351,24490,100
"143643",0.55,"modUnequal",83,83,0.1,0.11768,0.23481587757054,0.571446899826767,-0.31518412242946,0.0214468998267673,4572,24490,100
"143994",0.55,"highUnequal",83,83,0.1,0.11768,-0.0940170940170939,0.509501523384741,-0.644017094017094,-0.040498476615259,3660,24490,100
"144338",0.55,"equal",76,76,0.1,0.08367,0.564595103578154,0.601297675883766,0.0145951035781544,0.0512976758837655,7166,23477,100
"144689",0.55,"modUnequal",76,76,0.1,0.08367,0.17043415859347,0.520853907676767,-0.37956584140653,-0.0291460923232335,4520,23477,100
"145040",0.55,"highUnequal",76,76,0.1,0.08367,-0.15889724310777,0.460362709815814,-0.70889724310777,-0.0896372901841861,3644,23477,100
"145385",0.55,"equal",70,70,0.1,0.07827,0.531623931623932,0.556442628219632,-0.0183760683760685,0.00644262821963171,6976,22099,100
"145736",0.55,"modUnequal",70,70,0.1,0.07827,0.178102737157855,0.517662084175765,-0.371897262842145,-0.0323379158242353,4323,22099,100
"146087",0.55,"highUnequal",70,70,0.1,0.07827,-0.147043432757719,0.481782812224397,-0.697043432757719,-0.0682171877756035,3328,22099,100
"146443",0.55,"equal",75,75,0.1,0.10726,0.537019826517968,0.573090113089346,-0.0129801734820323,0.0230901130893459,6979,22706,100
"146794",0.55,"modUnequal",75,75,0.1,0.10726,0.155649717514124,0.511707761854927,-0.394350282485876,-0.0382922381450734,4377,22706,100
"147145",0.55,"highUnequal",75,75,0.1,0.10726,-0.105808361080281,0.476803522281095,-0.655808361080281,-0.0731964777189053,3581,22706,100
"147499",0.55,"equal",78,78,0.1,0.09418,0.553072625698324,0.585423482883122,0.00307262569832401,0.0354234828831219,7343,23748,100
"147850",0.55,"modUnequal",78,78,0.1,0.09418,0.172154280338664,0.523539022387943,-0.377845719661336,-0.0264609776120575,4556,23748,100
"148201",0.55,"highUnequal",78,78,0.1,0.09418,-0.0615199034981906,0.509871747437356,-0.611519903498191,-0.0401282525626436,3655,23748,100
"148555",0.55,"equal",81,81,0.1,0.11533,0.552522746071133,0.592525910143776,0.00252274607113312,0.042525910143776,7300,24050,100
"148906",0.55,"modUnequal",81,81,0.1,0.11533,0.199111769059956,0.551336085843858,-0.350888230940045,0.0013360858438578,4491,24050,100
"149257",0.55,"highUnequal",81,81,0.1,0.11533,-0.114315139031926,0.488202701632156,-0.664315139031926,-0.0617972983678442,3682,24050,100
"149592",0.55,"equal",65,65,0.1,0.07944,0.553435897435897,0.592962326734656,0.00343589743589745,0.0429623267346559,6419,21127,100
"149943",0.55,"modUnequal",65,65,0.1,0.07944,0.199043414275202,0.557913818992906,-0.350956585724798,0.00791381899290644,3887,21127,100
"150294",0.55,"highUnequal",65,65,0.1,0.07944,-0.0978315683308117,0.512842762668559,-0.647831568330812,-0.0371572373314413,3125,21127,100
"150652",0.55,"equal",72,72,0.1,0.09758,0.568655992236778,0.611968864306965,0.0186559922367782,0.0619688643069651,6740,22477,100
"151003",0.55,"modUnequal",72,72,0.1,0.09758,0.195475113122172,0.554051894576195,-0.354524886877828,0.00405189457619515,4153,22477,100
"151354",0.55,"highUnequal",72,72,0.1,0.09758,-0.0446533490011751,0.528588382839395,-0.594653349001175,-0.0214116171606051,3381,22477,100
"151702",0.55,"equal",69,69,0.1,0.09717,0.543135280295401,0.582248249946996,-0.0068647197045989,0.0322482499469962,6622,21726,100
"152053",0.55,"modUnequal",69,69,0.1,0.09717,0.17664851784634,0.534434642444181,-0.37335148215366,-0.0155653575558186,4095,21726,100
"152404",0.55,"highUnequal",69,69,0.1,0.09717,-0.110567115463076,0.497622497893256,-0.660567115463076,-0.0523775021067437,3276,21726,100
"152761",0.55,"equal",75,75,0.1,0.07417,0.544910179640719,0.572966593533753,-0.00508982035928152,0.0229665935337533,7316,23390,100
"153112",0.55,"modUnequal",75,75,0.1,0.07417,0.14070351758794,0.499962188024346,-0.40929648241206,-0.0500378119756543,4537,23390,100
"153463",0.55,"highUnequal",75,75,0.1,0.07417,-0.163265306122449,0.454672762649309,-0.713265306122449,-0.0953272373506906,3655,23390,100
"153813",0.55,"equal",74,74,0.1,0.08989,0.577614807054304,0.605594298679064,0.0276148070543041,0.0555942986790638,7128,22901,100
"154164",0.55,"modUnequal",74,74,0.1,0.08989,0.255463219452139,0.572609033794062,-0.294536780547861,0.0226090337940623,4382,22901,100
"154515",0.55,"highUnequal",74,74,0.1,0.08989,-0.0512820512820513,0.537134757299816,-0.601282051282051,-0.0128652427001844,3361,22901,100
"154865",0.55,"equal",73,73,0.1,0.08736,0.536771728748806,0.568737450181452,-0.013228271251194,0.0187374501814523,7065,22766,100
"155216",0.55,"modUnequal",73,73,0.1,0.08736,0.175170068027211,0.529905632638718,-0.374829931972789,-0.0200943673612817,4325,22766,100
"155567",0.55,"highUnequal",73,73,0.1,0.08736,-0.125812441968431,0.489363995617763,-0.675812441968431,-0.0606360043822375,3442,22766,100
"155915",0.55,"equal",70,70,0.1,0.08795,0.566484517304189,0.594605717871538,0.0164845173041894,0.0446057178715382,6862,22014,100
"156266",0.55,"modUnequal",70,70,0.1,0.08795,0.199461823074336,0.544965285369727,-0.350538176925664,-0.00503471463027338,4171,22014,100
"156617",0.55,"highUnequal",70,70,0.1,0.08795,-0.0521662245800179,0.517076063725061,-0.602166224580018,-0.0329239362749387,3368,22014,100
"156972",0.55,"equal",74,74,0.1,0.09175,0.577368779822768,0.613979578703505,0.0273687798227675,0.0639795787035051,6966,22880,100
"157323",0.55,"modUnequal",74,74,0.1,0.09175,0.234567901234568,0.556698394198394,-0.315432098765432,0.00669839419839424,4417,22880,100
"157674",0.55,"highUnequal",74,74,0.1,0.09175,-0.0963748894783378,0.488374357737753,-0.646374889478338,-0.061625642262247,3559,22880,100
"158025",0.55,"equal",74,74,0.1,0.09498,0.5700652938222,0.601484761934947,0.0200652938221999,0.0514847619349473,7031,22756,100
"158376",0.55,"modUnequal",74,74,0.1,0.09498,0.196244131455399,0.537264649595587,-0.353755868544601,-0.0127353504044128,4367,22756,100
"158727",0.55,"highUnequal",74,74,0.1,0.09498,-0.0932311621966795,0.493114695362227,-0.64323116219668,-0.0568853046377731,3517,22756,100
"159073",0.55,"equal",69,69,0.1,0.07471,0.548435814455232,0.57963963725853,-0.00156418554476812,0.0296396372585296,6839,22040,100
"159424",0.55,"modUnequal",69,69,0.1,0.07471,0.154343434343434,0.512174338667987,-0.395656565656566,-0.0378256613320135,4238,22040,100
"159775",0.55,"highUnequal",69,69,0.1,0.07471,-0.170581655480984,0.466864852190648,-0.720581655480984,-0.0831351478093522,3346,22040,100
"160145",0.55,"equal",88,88,0.1,0.10163,0.537573168802405,0.57317777906398,-0.0124268311975954,0.0231777790639796,7884,25625,100
"160496",0.55,"modUnequal",88,88,0.1,0.10163,0.154958080370049,0.511376151291435,-0.395041919629951,-0.0386238487085652,4939,25625,100
"160847",0.55,"highUnequal",88,88,0.1,0.10163,-0.118637581324148,0.473399994399485,-0.668637581324148,-0.0766000056005153,4021,25625,100
"161184",0.55,"equal",74,74,0.1,0.08503,0.523780975219824,0.553641935464657,-0.0262190247801759,0.00364193546465708,7170,22949,100
"161535",0.55,"modUnequal",74,74,0.1,0.08503,0.148624508753126,0.511300303011239,-0.401375491246874,-0.0386996969887607,4391,22949,100
"161886",0.55,"highUnequal",74,74,0.1,0.08503,-0.110955710955711,0.481386181033225,-0.660955710955711,-0.0686138189667755,3571,22949,100
"162239",0.55,"equal",76,76,0.1,0.08842,0.558558558558559,0.596469859596427,0.00855855855855858,0.0464698595964272,7167,23521,100
"162590",0.55,"modUnequal",76,76,0.1,0.08842,0.224483204134367,0.563988176160574,-0.325516795865633,0.0139881761605742,4408,23521,100
"162941",0.55,"highUnequal",76,76,0.1,0.08842,-0.127230046948357,0.49003635348933,-0.677230046948357,-0.0599636465106699,3547,23521,100
"163300",0.55,"equal",84,84,0.1,0.08545,0.564625850340136,0.595481455614478,0.014625850340136,0.0454814556144781,7783,25130,100
"163651",0.55,"modUnequal",84,84,0.1,0.08545,0.159737417943107,0.497146479444743,-0.390262582056893,-0.0528535205552572,5013,25130,100
"164002",0.55,"highUnequal",84,84,0.1,0.08545,-0.101865136298422,0.4869947435459,-0.651865136298422,-0.0630052564541002,3900,25130,100
"164339",0.55,"equal",70,70,0.1,0.08299,0.549763033175355,0.586132303222787,-0.000236966824644691,0.0361323032227872,6805,22209,100
"164690",0.55,"modUnequal",70,70,0.1,0.08299,0.163916391639164,0.524528975928796,-0.386083608360836,-0.0254710240712037,4210,22209,100
"165041",0.55,"highUnequal",70,70,0.1,0.08299,-0.0644257703081232,0.517751717734237,-0.614425770308123,-0.0322482822657633,3354,22209,100
"165390",0.55,"equal",68,68,0.1,0.10459,0.560795191863153,0.593658897930461,0.010795191863153,0.0436588979304605,6582,21343,100
"165741",0.55,"modUnequal",68,68,0.1,0.10459,0.190110826939472,0.54327760450937,-0.359889173060528,-0.00672239549063036,4012,21343,100
"166092",0.55,"highUnequal",68,68,0.1,0.10459,-0.102088167053364,0.500721993757252,-0.652088167053364,-0.0492780062427485,3223,21343,100
"166449",0.55,"equal",74,74,0.1,0.07932,0.573587907716786,0.594941965162454,0.023587907716786,0.0449419651624543,7265,22944,100
"166800",0.55,"modUnequal",74,74,0.1,0.07932,0.229054297015462,0.555053042236696,-0.320945702984538,0.00505304223669578,4414,22944,100
"167151",0.55,"highUnequal",74,74,0.1,0.07932,-0.0763052208835342,0.511243719648468,-0.626305220883534,-0.0387562803515317,3473,22944,100
"167499",0.55,"equal",71,71,0.1,0.091,0.566332806185205,0.599916199024905,0.0163328061852046,0.0499161990249049,6858,22301,100
"167850",0.55,"modUnequal",71,71,0.1,0.091,0.215761042262472,0.544458479057803,-0.334238957737528,-0.00554152094219695,4318,22301,100
"168201",0.55,"highUnequal",71,71,0.1,0.091,0.0171246515332537,0.556932609383606,-0.532875348466746,0.00693260938360607,3351,22301,100
"168557",0.55,"equal",76,76,0.1,0.09354,0.557721908671113,0.59945801024722,0.00772190867111333,0.0494580102472195,7073,23430,100
"168908",0.55,"modUnequal",76,76,0.1,0.09354,0.224122412241224,0.555435056949997,-0.325877587758776,0.00543505694999713,4475,23430,100
"169259",0.55,"highUnequal",76,76,0.1,0.09354,-0.144754316069057,0.477605072667078,-0.694754316069057,-0.0723949273329219,3564,23430,100
"169602",0.55,"equal",68,68,0.1,0.08333,0.552902349058435,0.58394849885781,0.00290234905843523,0.0339484988578101,6705,21616,100
"169953",0.55,"modUnequal",68,68,0.1,0.08333,0.211841204654346,0.549003694502665,-0.338158795345654,-0.000996305497334871,4123,21616,100
"170304",0.55,"highUnequal",68,68,0.1,0.08333,-0.0982355746304244,0.506464638602889,-0.648235574630424,-0.0435353613971107,3238,21616,100
"170661",0.55,"equal",74,74,0.1,0.08898,0.557050592034446,0.597423735360554,0.00705059203444569,0.0474237353605536,6970,23007,100
"171012",0.55,"modUnequal",74,74,0.1,0.08898,0.223584905660377,0.555856954118148,-0.326415094339623,0.00585695411814768,4387,23007,100
"171363",0.55,"highUnequal",74,74,0.1,0.08898,-0.0716145833333333,0.516802291150519,-0.621614583333333,-0.0331977088494806,3458,23007,100
"171708",0.55,"equal",68,68,0.1,0.08537,0.522695460907818,0.557525672449477,-0.0273045390921816,0.00752567244947744,6661,21556,100
"172059",0.55,"modUnequal",68,68,0.1,0.08537,0.18892286782195,0.539112832063048,-0.36107713217805,-0.0108871679369518,4083,21556,100
"172410",0.55,"highUnequal",68,68,0.1,0.08537,-0.151471297636276,0.483504547372186,-0.701471297636276,-0.0664954526278138,3223,21556,100
"172761",0.55,"equal",68,68,0.1,0.08674,0.555866965620329,0.591348157232567,0.00586696562032896,0.0413481572325669,6611,21555,100
"173112",0.55,"modUnequal",68,68,0.1,0.08674,0.205282514209295,0.544627433681234,-0.344717485790705,-0.00537256631876615,4117,21555,100
"173463",0.55,"highUnequal",68,68,0.1,0.08674,-0.125473484848485,0.48966003985576,-0.675473484848485,-0.0603399601442399,3258,21555,100
"173821",0.55,"equal",75,75,0.1,0.09313,0.563561502830674,0.598201577431814,0.0135615028306741,0.0482015774318142,7091,23107,100
"174172",0.55,"modUnequal",75,75,0.1,0.09313,0.186960690316395,0.528263382311503,-0.363039309683605,-0.0217366176884968,4469,23107,100
"174523",0.55,"highUnequal",75,75,0.1,0.09313,-0.108496732026144,0.496290488324988,-0.658496732026144,-0.0537095116750124,3500,23107,100
"174877",0.55,"equal",78,78,0.1,0.10039,0.542866600463423,0.569984189625581,-0.00713339953657732,0.0199841896255806,7379,23533,100
"175228",0.55,"modUnequal",78,78,0.1,0.10039,0.214448236632537,0.545552980644854,-0.335551763367463,-0.00444701935514558,4538,23533,100
"175579",0.55,"highUnequal",78,78,0.1,0.10039,-0.139438943894389,0.455288823404926,-0.68943894389439,-0.0947111765950742,3750,23533,100
"175925",0.55,"equal",73,73,0.1,0.1076,0.547705314009662,0.587989694041868,-0.00229468599033822,0.037989694041868,6832,22500,100
"176276",0.55,"modUnequal",73,73,0.1,0.1076,0.194623655913978,0.544049605734767,-0.355376344086022,-0.00595039426523303,4246,22500,100
"176627",0.55,"highUnequal",73,73,0.1,0.1076,-0.149213655542769,0.489136222989388,-0.699213655542769,-0.0608637770106125,3334,22500,100
"176976",0.55,"equal",71,71,0.1,0.08901,0.569980083288068,0.601377191018899,0.019980083288068,0.051377191018899,6839,22133,100
"177327",0.55,"modUnequal",71,71,0.1,0.08901,0.262880198634388,0.569277983506011,-0.287119801365612,0.0192779835060113,4311,22133,100
"177678",0.55,"highUnequal",71,71,0.1,0.08901,-0.0308159722222223,0.521874270508592,-0.580815972222222,-0.028125729491408,3422,22133,100
"178032",0.55,"equal",74,74,0.1,0.10018,0.557296612852168,0.589164824250912,0.00729661285216832,0.0391648242509115,6983,22574,100
"178383",0.55,"modUnequal",74,74,0.1,0.10018,0.169043374925728,0.516643419692998,-0.380956625074272,-0.0333565803070023,4377,22574,100
"178734",0.55,"highUnequal",74,74,0.1,0.10018,-0.0853705859526581,0.510011001973796,-0.635370585952658,-0.0399889980262045,3397,22574,100
"179087",0.55,"equal",76,76,0.1,0.09866,0.566163338204254,0.603392460322018,0.0161633382042539,0.0533924603220179,7095,23283,100
"179438",0.55,"modUnequal",76,76,0.1,0.09866,0.249648975007021,0.567540248061642,-0.300351024992979,0.0175402480616419,4473,23283,100
"179789",0.55,"highUnequal",76,76,0.1,0.09866,-0.0332559938128385,0.526840381135056,-0.583255993812839,-0.0231596188649437,3554,23283,100
"180142",0.55,"equal",78,78,0.1,0.08575,0.571402248019163,0.607305063745933,0.0214022480191634,0.0573050637459325,7259,23768,100
"180493",0.55,"modUnequal",78,78,0.1,0.08575,0.220770519262982,0.543832085367937,-0.329229480737018,-0.00616791463206301,4638,23768,100
"180844",0.55,"highUnequal",78,78,0.1,0.08575,-0.109203624225084,0.479465784895381,-0.659203624225084,-0.0705342151046189,3718,23768,100
"181199",0.55,"equal",82,82,0.1,0.10339,0.548220973782771,0.588988097547793,-0.00177902621722859,0.0389880975477926,7464,24613,100
"181550",0.55,"modUnequal",82,82,0.1,0.10339,0.178023850085179,0.537131213674911,-0.371976149914821,-0.0128687863250891,4620,24613,100
"181901",0.55,"highUnequal",82,82,0.1,0.10339,-0.0592755214050495,0.516476639053113,-0.60927552140505,-0.033523360946887,3745,24613,100
"182240",0.55,"equal",70,70,0.1,0.06982,0.592715231788079,0.623071747095377,0.0427152317880795,0.073071747095377,6883,22312,100
"182591",0.55,"modUnequal",70,70,0.1,0.06982,0.227386934673367,0.556938680044179,-0.322613065326633,0.0069386800441793,4265,22312,100
"182942",0.55,"highUnequal",70,70,0.1,0.06982,-0.0770577933450087,0.516888024569879,-0.627057793345009,-0.0331119754301206,3336,22312,100
"183296",0.55,"equal",73,73,0.1,0.10862,0.556286549707602,0.597370027417913,0.00628654970760234,0.0473700274179127,6772,22389,100
"183647",0.55,"modUnequal",73,73,0.1,0.10862,0.22418200408998,0.560996998964489,-0.32581799591002,0.0109969989644894,4223,22389,100
"183998",0.55,"highUnequal",73,73,0.1,0.10862,-0.0582287308228731,0.524413886750648,-0.608228730822873,-0.0255861132493523,3354,22389,100
"184350",0.55,"equal",74,74,0.1,0.09141,0.544871794871795,0.577986130719482,-0.00512820512820511,0.0279861307194815,7073,22884,100
"184701",0.55,"modUnequal",74,74,0.1,0.09141,0.205054382597569,0.545000974622573,-0.344945617402431,-0.00499902537742725,4366,22884,100
"185052",0.55,"highUnequal",74,74,0.1,0.09141,-0.122402890695574,0.487944145304064,-0.672402890695574,-0.0620558546959356,3480,22884,100
"185404",0.55,"equal",75,75,0.1,0.10584,0.553977706520079,0.594101173393618,0.00397770652007934,0.0441011733936176,6933,22855,100
"185755",0.55,"modUnequal",75,75,0.1,0.10584,0.219192729216787,0.563185221429264,-0.330807270783213,0.0131852214292643,4262,22855,100
"186106",0.55,"highUnequal",75,75,0.1,0.10584,-0.0891126025354212,0.509506190422354,-0.639112602535421,-0.0404938095776458,3431,22855,100
"186460",0.55,"equal",78,78,0.1,0.08767,0.546780303030303,0.578093802016478,-0.00321969696969693,0.0280938020164776,7406,23867,100
"186811",0.55,"modUnequal",78,78,0.1,0.08767,0.214121510673235,0.553603105551475,-0.335878489326765,0.00360310555147447,4519,23867,100
"187162",0.55,"highUnequal",78,78,0.1,0.08767,-0.0750224618149147,0.501112465451796,-0.625022461814915,-0.0488875345482045,3692,23867,100
"187510",0.55,"equal",75,75,0.1,0.10651,0.55067920585162,0.587953416061516,0.000679205851619624,0.037953416061516,6968,22795,100
"187861",0.55,"modUnequal",75,75,0.1,0.10651,0.175568337441797,0.523894783684309,-0.374431662558203,-0.0261052163156914,4388,22795,100
"188212",0.55,"highUnequal",75,75,0.1,0.10651,-0.0280054644808743,0.527013761286448,-0.578005464480874,-0.0229862387135517,3496,22795,100
"188559",0.55,"equal",71,71,0.1,0.06715,0.539297447561284,0.56438429937162,-0.0107025524387163,0.0143842993716199,7102,22533,100
"188910",0.55,"modUnequal",71,71,0.1,0.06715,0.214900947459087,0.547713540095256,-0.335099052540913,-0.00228645990474385,4327,22533,100
"189261",0.55,"highUnequal",71,71,0.1,0.06715,-0.193844138834316,0.447503364853138,-0.743844138834316,-0.102496635146862,3476,22533,100
"189616",0.55,"equal",75,75,0.1,0.09969,0.55484818805093,0.581152085041046,0.00484818805093035,0.0311520850410461,7208,22982,100
"189967",0.55,"modUnequal",75,75,0.1,0.09969,0.146478873239437,0.507763945083783,-0.403521126760564,-0.0422360549162174,4418,22982,100
"190318",0.55,"highUnequal",75,75,0.1,0.09969,-0.125,0.479402358367418,-0.675,-0.070597641632582,3545,22982,100
"190671",0.55,"equal",77,77,0.1,0.08558,0.544886807181889,0.572913008447147,-0.00511319281811085,0.0229130084471465,7401,23660,100
"191022",0.55,"modUnequal",77,77,0.1,0.08558,0.201096265844467,0.544969284806426,-0.348903734155533,-0.0050307151935739,4492,23660,100
"191373",0.55,"highUnequal",77,77,0.1,0.08558,-0.0751498386353158,0.502550072546881,-0.625149838635316,-0.0474499274531193,3649,23660,100
"191730",0.55,"equal",83,83,0.1,0.10415,0.551615445232466,0.578470621607625,0.00161544523246637,0.0284706216076247,7686,24527,100
"192081",0.55,"modUnequal",83,83,0.1,0.10415,0.178932178932179,0.513425173106341,-0.371067821067821,-0.0365748268936592,4845,24527,100
"192432",0.55,"highUnequal",83,83,0.1,0.10415,-0.0776515151515151,0.494237102339907,-0.627651515151515,-0.0557628976600926,3837,24527,100
"192770",0.55,"equal",70,70,0.1,0.09607,0.535794765123938,0.57019206896369,-0.0142052348760617,0.0201920689636901,6785,21984,100
"193121",0.55,"modUnequal",70,70,0.1,0.09607,0.154671717171717,0.517696840815359,-0.395328282828283,-0.0323031591846412,4181,21984,100
"193472",0.55,"highUnequal",70,70,0.1,0.09607,-0.0979909799097991,0.495655344108026,-0.647990979909799,-0.0543446558919738,3366,21984,100
"193824",0.55,"equal",71,71,0.1,0.10469,0.55142900810026,0.588747388761992,0.0014290081002597,0.0387473887619916,6759,22117,100
"194175",0.55,"modUnequal",71,71,0.1,0.10469,0.181995540691193,0.538755997104484,-0.368004459308807,-0.0112440028955163,4157,22117,100
"194526",0.55,"highUnequal",71,71,0.1,0.10469,-0.118095238095238,0.491632422377098,-0.668095238095238,-0.0583675776229016,3352,22117,100
"194881",0.55,"equal",75,75,0.1,0.08519,0.54724111866969,0.576289153523105,-0.00275888133030988,0.0262891535231047,7162,22959,100
"195232",0.55,"modUnequal",75,75,0.1,0.08519,0.179170948955122,0.520995355812567,-0.370829051044878,-0.0290046441874333,4466,22959,100
"195583",0.55,"highUnequal",75,75,0.1,0.08519,-0.193821624314898,0.441385700160506,-0.743821624314898,-0.108614299839494,3581,22959,100
"195935",0.55,"equal",76,76,0.1,0.1232,0.550202376289333,0.59432884262385,0.00020237628933284,0.0443288426238502,6846,22772,100
"196286",0.55,"modUnequal",76,76,0.1,0.1232,0.205855232826187,0.547094761492785,-0.344144767173813,-0.00290523850721525,4329,22772,100
"196637",0.55,"highUnequal",76,76,0.1,0.1232,-0.0967844635466413,0.508585461023785,-0.646784463546641,-0.0414145389762155,3401,22772,100
"196981",0.55,"equal",69,69,0.1,0.08917,0.539752813134108,0.577668154070229,-0.010247186865892,0.0276681540702288,6687,21862,100
"197332",0.55,"modUnequal",69,69,0.1,0.08917,0.164993306559572,0.523333476619863,-0.385006693440428,-0.0266665233801366,4160,21862,100
"197683",0.55,"highUnequal",69,69,0.1,0.08917,-0.116331096196868,0.484829181706605,-0.666331096196868,-0.065170818293395,3363,21862,100
"198036",0.55,"equal",71,71,0.1,0.10591,0.540765130134839,0.575773692841443,-0.00923486986516153,0.025773692841443,6790,22051,100
"198387",0.55,"modUnequal",71,71,0.1,0.10591,0.144317849839322,0.510129632958669,-0.405682150160678,-0.0398703670413313,4208,22051,100
"198738",0.55,"highUnequal",71,71,0.1,0.10591,-0.0717160629345042,0.508636823896067,-0.621716062934504,-0.0413631761039335,3370,22051,100
"199088",0.55,"equal",70,70,0.1,0.08442,0.547289504036909,0.579628886487702,-0.00271049596309103,0.0296288864877019,6859,22160,100
"199439",0.55,"modUnequal",70,70,0.1,0.08442,0.175420168067227,0.524340975108455,-0.374579831932773,-0.0256590248915451,4261,22160,100
"199790",0.55,"highUnequal",70,70,0.1,0.08442,-0.105633802816901,0.490490415416688,-0.655633802816901,-0.0595095845833121,3404,22160,100
"200143",0.55,"equal",72,72,0.1,0.09056,0.542609976072152,0.568452604281758,-0.00739002392784838,0.0184526042817583,7047,22407,100
"200494",0.55,"modUnequal",72,72,0.1,0.09056,0.225856697819315,0.555559448420032,-0.324143302180685,0.00555944842003231,4288,22407,100
"200845",0.55,"highUnequal",72,72,0.1,0.09056,-0.0660660660660661,0.519421014266375,-0.616066066066066,-0.0305789857336249,3367,22407,100
"201188",0.55,"equal",64,64,0.1,0.08885,0.551768370899762,0.590483738232296,0.00176837089976178,0.0404837382322962,6269,20585,100
"201539",0.55,"modUnequal",64,64,0.1,0.08885,0.203776041666667,0.53827906773743,-0.346223958333333,-0.01172093226257,3979,20585,100
"201890",0.55,"highUnequal",64,64,0.1,0.08885,-0.107789855072464,0.500969865140299,-0.657789855072464,-0.0490301348597015,3091,20585,100
"202249",0.55,"equal",72,72,0.1,0.09184,0.574457083764219,0.603737908977651,0.0244570837642193,0.0537379089776511,6938,22352,100
"202600",0.55,"modUnequal",72,72,0.1,0.09184,0.213944603629417,0.538642593728272,-0.336055396370583,-0.0113574062717285,4373,22352,100
