"","VE_susc","Label_testingDiff","t","t_highChange","NonCovid_propSympt","Covid_cumPropSymptInfect_highChange","VE_symptRR_observed","VE_symptOR_observed","VE_symptRR_degUnderNeg_highChange_trueVeff","VE_symptOR_degUnderNeg_highChange_trueVeff","NonCovid_cumSymptInfect_tested_unvac","NonCovid_cumSymptInfect_tested_vac","totalNum_sims"
"202951",0.55,"highUnequal",72,72,0.1,0.09184,-0.0470737913486003,0.514173125891359,-0.5970737913486,-0.0358268741086407,3457,22352,100
"203300",0.55,"equal",70,70,0.1,0.08441,0.548963133640553,0.570995177793015,-0.00103686635944711,0.0209951777930146,6919,21823,100
"203651",0.55,"modUnequal",70,70,0.1,0.08441,0.211480362537764,0.540611342588331,-0.338519637462236,-0.0093886574116695,4238,21823,100
"204002",0.55,"highUnequal",70,70,0.1,0.08441,-0.1169757489301,0.482996286489349,-0.6669757489301,-0.0670037135106512,3367,21823,100
"204360",0.55,"equal",77,77,0.1,0.10132,0.552690226042662,0.585262629006553,0.00269022604266156,0.0352626290065532,7211,23332,100
"204711",0.55,"modUnequal",77,77,0.1,0.10132,0.193224231983922,0.537967691915359,-0.356775768016078,-0.0120323080846407,4454,23332,100
"205062",0.55,"highUnequal",77,77,0.1,0.10132,-0.0803537101114955,0.507700983803128,-0.630353710111496,-0.0422990161968722,3544,23332,100
"205404",0.55,"equal",68,68,0.1,0.07407,0.548568852828488,0.578209632499513,-0.00143114717151227,0.0282096324995131,6783,21779,100
"205755",0.55,"modUnequal",68,68,0.1,0.07407,0.173679867986799,0.531844248638097,-0.376320132013201,-0.0181557513619033,4113,21779,100
"206106",0.55,"highUnequal",68,68,0.1,0.07407,-0.127815315315315,0.494945462589179,-0.677815315315315,-0.055054537410821,3251,21779,100
"206452",0.55,"equal",63,63,0.1,0.08326,0.544830292328821,0.580211689827516,-0.00516970767117919,0.0302116898275157,6312,20532,100
"206803",0.55,"modUnequal",63,63,0.1,0.08326,0.209270620313565,0.550911002507134,-0.340729379686435,0.000911002507134384,3887,20532,100
"207154",0.55,"highUnequal",63,63,0.1,0.08326,-0.111111111111111,0.511007208260277,-0.661111111111111,-0.0389927917397235,3012,20532,100
"207520",0.55,"equal",78,78,0.1,0.09484,0.542425819885476,0.573733219910311,-0.00757418011452371,0.023733219910311,7307,23531,100
"207871",0.55,"modUnequal",78,78,0.1,0.09484,0.182325581395349,0.525157412339783,-0.367674418604651,-0.0248425876602167,4555,23531,100
"208222",0.55,"highUnequal",78,78,0.1,0.09484,-0.0987499999999999,0.498229250775573,-0.64875,-0.0517707492244274,3582,23531,100
"208564",0.55,"equal",69,69,0.1,0.10808,0.557795698924731,0.605746056459457,0.0077956989247312,0.0557460564594574,6416,21589,100
"208915",0.55,"modUnequal",69,69,0.1,0.10808,0.179551122194514,0.539858492173383,-0.370448877805486,-0.0101415078266167,4036,21589,100
"209266",0.55,"highUnequal",69,69,0.1,0.10808,-0.0612903225806454,0.524830596226573,-0.611290322580645,-0.0251694037734271,3222,21589,100
"209617",0.55,"equal",69,69,0.1,0.08139,0.544397674884746,0.575840065694803,-0.0056023251152536,0.0258400656948028,6790,21880,100
"209968",0.55,"modUnequal",69,69,0.1,0.08139,0.16922514619883,0.520557857452131,-0.38077485380117,-0.0294421425478688,4209,21880,100
"210319",0.55,"highUnequal",69,69,0.1,0.08139,-0.210330138445154,0.454853587094287,-0.760330138445154,-0.0951464129057129,3285,21880,100
"210671",0.55,"equal",70,70,0.15,0.08704,0.553524804177546,0.58593827137679,0.00352480417754564,0.0359382713767895,9172,29670,100
"211022",0.55,"modUnequal",70,70,0.15,0.08704,0.181818181818182,0.512151852192297,-0.368181818181818,-0.037848147807703,5897,29670,100
"211373",0.55,"highUnequal",70,70,0.15,0.08704,-0.190807799442897,0.425426206375985,-0.740807799442897,-0.124573793624015,4772,29670,100
"211732",0.55,"equal",78,78,0.15,0.09493,0.553740189011693,0.583644561548837,0.00374018901169304,0.033644561548837,9811,31547,100
"212083",0.55,"modUnequal",78,78,0.15,0.09493,0.205588822355289,0.5245166939396,-0.344411177644711,-0.0254833060603996,6294,31547,100
"212434",0.55,"highUnequal",78,78,0.15,0.09493,-0.112175648702595,0.457115008895576,-0.662175648702595,-0.0928849911044238,5133,31547,100
"212779",0.55,"equal",72,72,0.15,0.08569,0.533590308370044,0.56825703061997,-0.0164096916299561,0.0182570306199696,9407,30487,100
"213130",0.55,"modUnequal",72,72,0.15,0.08569,0.194100856327307,0.53266995896646,-0.355899143672693,-0.0173300410335401,5893,30487,100
"213481",0.55,"highUnequal",72,72,0.15,0.08569,-0.0831202046035806,0.485849194705185,-0.633120204603581,-0.0641508052948148,4824,30487,100
"213836",0.55,"equal",76,76,0.15,0.10382,0.530769230769231,0.560960941541645,-0.0192307692307693,0.0109609415416451,9646,30928,100
"214187",0.55,"modUnequal",76,76,0.15,0.10382,0.196746707978311,0.525730458949558,-0.353253292021689,-0.0242695410504417,6087,30928,100
"214538",0.55,"highUnequal",76,76,0.15,0.10382,-0.167792792792793,0.43464299384097,-0.717792792792793,-0.11535700615903,4991,30928,100
"214881",0.55,"equal",68,68,0.15,0.07217,0.55440414507772,0.576592300890552,0.00440414507772013,0.0265923008905518,9395,29662,100
"215232",0.55,"modUnequal",68,68,0.15,0.07217,0.223476297968397,0.541421155401268,-0.326523702031603,-0.00857884459873182,5839,29662,100
"215583",0.55,"highUnequal",68,68,0.15,0.07217,-0.135313531353135,0.457681295066328,-0.685313531353135,-0.0923187049336718,4723,29662,100
"215935",0.55,"equal",69,69,0.15,0.10048,0.540397150219797,0.575591750812909,-0.0096028497802032,0.0255917508129093,9008,29265,100
"216286",0.55,"modUnequal",69,69,0.15,0.10048,0.168859649122807,0.517759673401854,-0.381140350877193,-0.0322403265981459,5660,29265,100
"216637",0.55,"highUnequal",69,69,0.15,0.10048,-0.0683579985905567,0.492817438085816,-0.618357998590557,-0.0571825619141844,4631,29265,100
"216992",0.55,"equal",73,73,0.15,0.07572,0.54177005789909,0.573598990625541,-0.00822994210090988,0.0235989906255405,9592,30924,100
"217343",0.55,"modUnequal",73,73,0.15,0.07572,0.160606060606061,0.498790289389824,-0.389393939393939,-0.0512097106101763,6155,30924,100
"217694",0.55,"highUnequal",73,73,0.15,0.07572,-0.0910881339241751,0.47033323417185,-0.641088133924175,-0.0796667658281504,5004,30924,100
"218051",0.55,"equal",79,79,0.15,0.11466,0.548917401764234,0.588342279185604,-0.00108259823576584,0.0383422791856038,9561,31430,100
"218402",0.55,"modUnequal",79,79,0.15,0.11466,0.18002915451895,0.512478676757736,-0.36997084548105,-0.0375213232422645,6229,31430,100
"218753",0.55,"highUnequal",79,79,0.15,0.11466,-0.137512639029323,0.444743273687946,-0.687512639029323,-0.105256726312054,5114,31430,100
"219103",0.55,"equal",78,78,0.15,0.10726,0.560968780624387,0.596956776921695,0.0109687806243874,0.0469567769216952,9624,31450,100
"219454",0.55,"modUnequal",78,78,0.15,0.10726,0.198978288633461,0.524735607818772,-0.351021711366539,-0.0252643921812279,6220,31450,100
"219805",0.55,"highUnequal",78,78,0.15,0.10726,-0.0495314591700133,0.50393369982314,-0.599531459170013,-0.0460663001768601,4955,31450,100
"220159",0.55,"equal",81,81,0.15,0.09494,0.566777830713038,0.600322459300934,0.016777830713038,0.0503224593009342,9929,32287,100
"220510",0.55,"modUnequal",81,81,0.15,0.09494,0.186642814549791,0.516323660896212,-0.363357185450209,-0.0336763391037882,6400,32287,100
"220861",0.55,"highUnequal",81,81,0.15,0.09494,-0.0549110595514308,0.467169772380068,-0.604911059551431,-0.0828302276199318,5436,32287,100
"221206",0.55,"equal",75,75,0.15,0.09106,0.551438240270728,0.582617272100324,0.00143824027072759,0.0326172721003242,9625,31032,100
"221557",0.55,"modUnequal",75,75,0.15,0.09106,0.17568407960199,0.516598958513696,-0.37431592039801,-0.033401041486304,6066,31032,100
"221908",0.55,"highUnequal",75,75,0.15,0.09106,-0.0371674491392802,0.501570051269203,-0.58716744913928,-0.0484299487307969,4971,31032,100
"222258",0.55,"equal",74,74,0.15,0.07063,0.533465871438038,0.559608255920881,-0.0165341285619616,0.00960825592088099,9838,31266,100
"222609",0.55,"modUnequal",74,74,0.15,0.07063,0.157894736842105,0.497096223575635,-0.392105263157895,-0.0529037764243655,6224,31266,100
"222960",0.55,"highUnequal",74,74,0.15,0.07063,-0.117460317460317,0.462928542491007,-0.667460317460318,-0.0870714575089935,5009,31266,100
"223312",0.55,"equal",75,75,0.15,0.10422,0.54726148409894,0.590327784679051,-0.00273851590106011,0.0403277846790511,9316,30886,100
"223663",0.55,"modUnequal",75,75,0.15,0.10422,0.215160796324655,0.538717021811872,-0.334839203675345,-0.0112829781881283,6051,30886,100
"224014",0.55,"highUnequal",75,75,0.15,0.10422,-0.0732984293193719,0.476555907503798,-0.623298429319372,-0.0734440924962021,5021,30886,100
"224369",0.55,"equal",79,79,0.15,0.08967,0.529736467236467,0.561271580093861,-0.0202635327635328,0.0112715800938614,10003,32166,100
"224720",0.55,"modUnequal",79,79,0.15,0.08967,0.206906906906907,0.529632626470903,-0.343093093093093,-0.0203673735290971,6359,32166,100
"225071",0.55,"highUnequal",79,79,0.15,0.08967,-0.130081300813008,0.446763966800272,-0.680081300813008,-0.103236033199728,5249,32166,100
"225418",0.55,"equal",75,75,0.15,0.11698,0.548736462093863,0.587506887434662,-0.0012635379061372,0.0375068874346616,9313,30565,100
"225769",0.55,"modUnequal",75,75,0.15,0.11698,0.210526315789474,0.539721215356402,-0.339473684210526,-0.0102787846435983,5940,30565,100
"226120",0.55,"highUnequal",75,75,0.15,0.11698,-0.100782778864971,0.459890746453854,-0.650782778864971,-0.0901092535461464,4999,30565,100
"226476",0.55,"equal",80,80,0.15,0.11412,0.562491555195244,0.602847866748717,0.0124915551952438,0.0528478667487167,9664,31938,100
"226827",0.55,"modUnequal",80,80,0.15,0.11412,0.225173486480019,0.542571422367736,-0.324826513519981,-0.00742857763226379,6285,31938,100
"227178",0.55,"highUnequal",80,80,0.15,0.11412,-0.0358285348688419,0.487534389145765,-0.585828534868842,-0.0624656108542354,5267,31938,100
"227523",0.55,"equal",74,74,0.15,0.0884,0.573951434878587,0.60717826455663,0.0239514348785872,0.0571782645566299,9454,30761,100
"227874",0.55,"modUnequal",74,74,0.15,0.0884,0.222015503875969,0.540432486620404,-0.327984496124031,-0.00956751337959649,6057,30761,100
"228225",0.55,"highUnequal",74,74,0.15,0.0884,-0.0903954802259888,0.472011941160362,-0.640395480225989,-0.077988058839638,4965,30761,100
"228579",0.55,"equal",77,77,0.15,0.1106,0.5546875,0.595003444580527,0.00468749999999996,0.0450034445805265,9406,31027,100
"228930",0.55,"modUnequal",77,77,0.15,0.1106,0.21578566256336,0.535264478600976,-0.33421433743664,-0.0147355213990236,6129,31027,100
"229281",0.55,"highUnequal",77,77,0.15,0.1106,-0.113052415210688,0.463078754038148,-0.663052415210688,-0.0869212459618519,4989,31027,100
"229632",0.55,"equal",77,77,0.15,0.10571,0.563277563277563,0.601102266937678,0.0132775632775632,0.0511022669376784,9523,31278,100
"229983",0.55,"modUnequal",77,77,0.15,0.10571,0.219325153374233,0.536656824197176,-0.330674846625767,-0.0133431758028243,6188,31278,100
"230334",0.55,"highUnequal",77,77,0.15,0.10571,-0.0387755102040817,0.500339614073137,-0.588775510204082,-0.0496603859268627,5015,31278,100
"230685",0.55,"equal",77,77,0.15,0.11113,0.536405005688282,0.576124306191726,-0.013594994311718,0.0261243061917261,9505,31187,100
"231036",0.55,"modUnequal",77,77,0.15,0.11113,0.181110273800553,0.519253150447761,-0.368889726199447,-0.0307468495522392,6103,31187,100
"231387",0.55,"highUnequal",77,77,0.15,0.11113,-0.137870855148342,0.454251058091227,-0.687870855148342,-0.0957489419087729,4986,31187,100
"231740",0.55,"equal",79,79,0.15,0.1096,0.548555320648344,0.591461396107581,-0.00144467935165604,0.0414613961075805,9582,31765,100
"232091",0.55,"modUnequal",79,79,0.15,0.1096,0.197846230904082,0.516056199245894,-0.352153769095918,-0.0339438007541059,6388,31765,100
"232442",0.55,"highUnequal",79,79,0.15,0.1096,-0.116806136680613,0.454060579556853,-0.666806136680614,-0.0959394204431472,5176,31765,100
"232786",0.55,"equal",72,72,0.15,0.10113,0.56959219858156,0.606410732341981,0.0195921985815602,0.0564107323419811,9172,30090,100
"233137",0.55,"modUnequal",72,72,0.15,0.10113,0.190158465387823,0.528386400431732,-0.359841534612177,-0.0216135995682678,5841,30090,100
"233488",0.55,"highUnequal",72,72,0.15,0.10113,-0.0463362068965516,0.499991082786124,-0.596336206896552,-0.0500089172138757,4793,30090,100
"233842",0.55,"equal",75,75,0.15,0.09147,0.55052790346908,0.580419979791767,0.000527903469079938,0.0304199797917672,9615,30900,100
"234193",0.55,"modUnequal",75,75,0.15,0.09147,0.182815356489945,0.509292522319448,-0.367184643510055,-0.0407074776805525,6185,30900,100
"234544",0.55,"highUnequal",75,75,0.15,0.09147,-0.103703703703704,0.476758719884933,-0.653703703703704,-0.0732412801150666,4883,30900,100
"234896",0.55,"equal",76,76,0.15,0.10074,0.529201615408512,0.562684201545619,-0.0207983845914881,0.0126842015456186,9565,30892,100
"235247",0.55,"modUnequal",76,76,0.15,0.10074,0.153824678950307,0.493971161431049,-0.396175321049693,-0.0560288385689508,6158,30892,100
"235598",0.55,"highUnequal",76,76,0.15,0.10074,-0.184447049628761,0.416364981566457,-0.734447049628761,-0.133635018433543,5074,30892,100
"235938",0.55,"equal",65,65,0.15,0.07983,0.574095238095238,0.605321589959415,0.0240952380952381,0.0553215899594153,8818,28547,100
"236289",0.55,"modUnequal",65,65,0.15,0.07983,0.270711024135682,0.56797541349909,-0.279288975864318,0.0179754134990896,5637,28547,100
"236640",0.55,"highUnequal",65,65,0.15,0.07983,-0.000447427293064795,0.521101548535407,-0.550447427293065,-0.0288984514645929,4555,28547,100
"236994",0.55,"equal",68,68,0.15,0.07804,0.565455255959359,0.595896295915977,0.015455255959359,0.0458962959159774,9173,29592,100
"237345",0.55,"modUnequal",68,68,0.15,0.07804,0.166104236970379,0.506544042092062,-0.383895763029621,-0.0434559579079379,5837,29592,100
"237696",0.55,"highUnequal",68,68,0.15,0.07804,-0.137014314928425,0.466880453513385,-0.687014314928425,-0.0831195464866147,4625,29592,100
"238050",0.55,"equal",71,71,0.15,0.0873,0.536997509782995,0.568166022887262,-0.0130024902170046,0.0181660228872615,9352,30081,100
"238401",0.55,"modUnequal",71,71,0.15,0.0873,0.134065202927478,0.490905990950183,-0.415934797072522,-0.0590940090498171,5895,30081,100
"238752",0.55,"highUnequal",71,71,0.15,0.0873,-0.118127147766323,0.465524741274161,-0.668127147766323,-0.0844752587258389,4793,30081,100
"239103",0.55,"equal",71,71,0.15,0.09258,0.542001338688086,0.570044580441005,-0.0079986613119144,0.0200445804410048,9332,29822,100
"239454",0.55,"modUnequal",71,71,0.15,0.09258,0.148942786069652,0.496505853887294,-0.401057213930348,-0.0534941461127065,5881,29822,100
"239805",0.55,"highUnequal",71,71,0.15,0.09258,-0.174174174174174,0.435630990120964,-0.724174174174174,-0.114369009879036,4778,29822,100
"240155",0.55,"equal",70,70,0.15,0.1064,0.559474412171508,0.595658782373712,0.00947441217150757,0.0456587823737118,8988,29377,100
"240506",0.55,"modUnequal",70,70,0.15,0.1064,0.19387496836244,0.519321503925005,-0.35612503163756,-0.0306784960749955,5839,29377,100
"240857",0.55,"highUnequal",70,70,0.15,0.1064,-0.151482284887925,0.445562279343034,-0.701482284887925,-0.104437720656966,4715,29377,100
"241215",0.55,"equal",77,77,0.15,0.08893,0.535295148011911,0.568395121216604,-0.014704851988089,0.0183951212166042,9810,31687,100
"241566",0.55,"modUnequal",77,77,0.15,0.08893,0.161769352290679,0.504315148900898,-0.388230647709321,-0.0456848510991021,6246,31687,100
"241917",0.55,"highUnequal",77,77,0.15,0.08893,-0.145509499136442,0.442229745252748,-0.695509499136442,-0.107770254747252,5143,31687,100
"242254",0.55,"equal",63,63,0.15,0.07952,0.567483469467133,0.595062188592536,0.0174834694671333,0.0450621885925356,8800,28198,100
"242605",0.55,"modUnequal",63,63,0.15,0.07952,0.194202898550725,0.527717969513718,-0.355797101449275,-0.0222820304862819,5509,28198,100
"242956",0.55,"highUnequal",63,63,0.15,0.07952,-0.0666666666666667,0.502035605362082,-0.616666666666667,-0.0479643946379176,4388,28198,100
"243312",0.55,"equal",68,68,0.15,0.08151,0.547028274668206,0.576695089588746,-0.00297172533179446,0.0266950895887459,9189,29499,100
"243663",0.55,"modUnequal",68,68,0.15,0.08151,0.204660587639311,0.534831998323368,-0.345339412360689,-0.015168001676632,5751,29499,100
"244014",0.55,"highUnequal",68,68,0.15,0.08151,-0.11032531824611,0.474365467666466,-0.66032531824611,-0.0756345323335345,4655,29499,100
"244365",0.55,"equal",68,68,0.15,0.08877,0.54726368159204,0.5783023417193,-0.00273631840796029,0.0283023417192995,9062,29187,100
"244716",0.55,"modUnequal",68,68,0.15,0.08877,0.191111111111111,0.521933280798529,-0.358888888888889,-0.028066719201471,5750,29187,100
"245067",0.55,"highUnequal",68,68,0.15,0.08877,-0.1415770609319,0.461185952944878,-0.6915770609319,-0.0888140470551222,4592,29187,100
"245423",0.55,"equal",73,73,0.15,0.10508,0.55114372032801,0.588179195407935,0.00114372032801024,0.0381791954079349,9233,30190,100
"245774",0.55,"modUnequal",73,73,0.15,0.10508,0.179810725552051,0.520600863302136,-0.370189274447949,-0.0293991366978642,5882,30190,100
"246125",0.55,"highUnequal",73,73,0.15,0.10508,-0.0844629822732013,0.487690922385545,-0.634462982273201,-0.062309077614455,4754,30190,100
"246475",0.55,"equal",72,72,0.15,0.08697,0.538254310344828,0.564600572577753,-0.0117456896551724,0.0146005725777527,9519,30285,100
"246826",0.55,"modUnequal",72,72,0.15,0.08697,0.19379115710254,0.514437863812129,-0.35620884289746,-0.0355621361878711,6080,30285,100
"247177",0.55,"highUnequal",72,72,0.15,0.08697,-0.0903307888040712,0.489558860040808,-0.640330788804071,-0.0604411399591919,4726,30285,100
"247529",0.55,"equal",73,73,0.15,0.09196,0.572456813819578,0.60776561197069,0.0224568138195778,0.0577656119706896,9335,30526,100
"247880",0.55,"modUnequal",73,73,0.15,0.09196,0.227233304423244,0.549873399264551,-0.322766695576756,-0.000126600735448568,5927,30526,100
"248231",0.55,"highUnequal",73,73,0.15,0.09196,-0.0581947743467932,0.492915116322319,-0.608194774346793,-0.0570848836776812,4876,30526,100
"248578",0.55,"equal",69,69,0.15,0.1086,0.565027322404372,0.604021480404103,0.0150273224043715,0.054021480404103,8855,29181,100
"248929",0.55,"modUnequal",69,69,0.15,0.1086,0.200200954534037,0.536993068261659,-0.349799045465963,-0.0130069317383407,5631,29181,100
"249280",0.55,"highUnequal",69,69,0.15,0.1086,-0.052910052910053,0.496114290501049,-0.602910052910053,-0.053885709498951,4655,29181,100
"249639",0.55,"equal",77,77,0.15,0.11597,0.551192327630897,0.588358917405245,0.00119232763089683,0.0383589174052454,9429,30841,100
"249990",0.55,"modUnequal",77,77,0.15,0.11597,0.182483474976393,0.515708734730349,-0.367516525023607,-0.034291265269651,6090,30841,100
"250341",0.55,"highUnequal",77,77,0.15,0.11597,-0.137274220032841,0.443882088378611,-0.687274220032841,-0.10611791162139,5027,30841,100
"250690",0.55,"equal",75,75,0.15,0.09868,0.519825918762089,0.557888688532231,-0.030174081237911,0.00788868853223046,9451,30794,100
"251041",0.55,"modUnequal",75,75,0.15,0.09868,0.11180679785331,0.4715662902991,-0.43819320214669,-0.0784337097009001,6107,30794,100
"251392",0.55,"highUnequal",75,75,0.15,0.09868,-0.172373081463991,0.430755266803612,-0.722373081463991,-0.119244733196389,4984,30794,100
"251746",0.55,"equal",78,78,0.15,0.09103,0.532496950688273,0.56056037110944,-0.0175030493117267,0.0105603711094396,9959,31785,100
"252097",0.55,"modUnequal",78,78,0.15,0.09103,0.182510664229129,0.512978509921119,-0.367489335770871,-0.0370214900788808,6312,31785,100
"252448",0.55,"highUnequal",78,78,0.15,0.09103,-0.0840404040404039,0.469285740844023,-0.634040404040404,-0.080714259155977,5187,31785,100
"252789",0.55,"equal",68,68,0.15,0.07102,0.543324491600354,0.569338625409924,-0.00667550839964637,0.0193386254099239,9348,29738,100
"253140",0.55,"modUnequal",68,68,0.15,0.07102,0.221845574387947,0.543281076581049,-0.328154425612053,-0.00671892341895108,5818,29738,100
"253491",0.55,"highUnequal",68,68,0.15,0.07102,-0.0966029723991508,0.47872823936262,-0.646602972399151,-0.0712717606373796,4712,29738,100
"253848",0.55,"equal",74,74,0.15,0.08655,0.540118470651588,0.570473637832281,-0.00988152934841158,0.0204736378322807,9589,30800,100
"254199",0.55,"modUnequal",74,74,0.15,0.08655,0.19962511715089,0.516500809406152,-0.35037488284911,-0.0334991905938485,6202,30800,100
"254550",0.55,"highUnequal",74,74,0.15,0.08655,-0.149394347240915,0.449746115257555,-0.699394347240915,-0.100253884742445,4915,30800,100
"254897",0.55,"equal",70,70,0.15,0.10099,0.567170818505338,0.607347265135258,0.017170818505338,0.0573472651352576,8949,29594,100
"255248",0.55,"modUnequal",70,70,0.15,0.10099,0.179595278246206,0.515558136357114,-0.370404721753794,-0.0344418636428856,5825,29594,100
"255599",0.55,"highUnequal",70,70,0.15,0.10099,-0.0263713080168777,0.514108872564829,-0.576371308016878,-0.0358911274351712,4670,29594,100
"255957",0.55,"equal",77,77,0.15,0.07845,0.551489702059588,0.585769397812078,0.00148970205958809,0.0357693978120783,9800,31833,100
"256308",0.55,"modUnequal",77,77,0.15,0.07845,0.230003432887058,0.542907513312183,-0.319996567112942,-0.00709248668781659,6299,31833,100
"256659",0.55,"highUnequal",77,77,0.15,0.07845,-0.171891327063741,0.427031174742561,-0.721891327063741,-0.122968825257439,5188,31833,100
"257004",0.55,"equal",71,71,0.15,0.09841,0.546274692798258,0.576663151570543,-0.00372530720174213,0.026663151570543,9199,29578,100
"257355",0.55,"modUnequal",71,71,0.15,0.09841,0.154492753623188,0.486744113574425,-0.395507246376812,-0.0632558864255749,5985,29578,100
"257706",0.55,"highUnequal",71,71,0.15,0.09841,-0.146619496855346,0.436304209081967,-0.696619496855346,-0.113695790918033,4847,29578,100
"258058",0.55,"equal",72,72,0.15,0.10746,0.53963501568292,0.581382743815007,-0.0103649843170801,0.0313827438150069,9058,29884,100
"258409",0.55,"modUnequal",72,72,0.15,0.10746,0.183358624178048,0.516639249915048,-0.366641375821952,-0.0333607500849517,5896,29884,100
"258760",0.55,"highUnequal",72,72,0.15,0.10746,-0.0960624575695859,0.479990177907188,-0.646062457569586,-0.0700098220928119,4726,29884,100
"259107",0.55,"equal",68,68,0.15,0.08768,0.530692362598144,0.570450288133662,-0.0193076374018559,0.020450288133662,8899,29168,100
"259458",0.55,"modUnequal",68,68,0.15,0.08768,0.174513496547395,0.51571156585707,-0.375486503452605,-0.0342884341429299,5704,29168,100
"259809",0.55,"highUnequal",68,68,0.15,0.08768,-0.200913242009132,0.420458900352422,-0.750913242009132,-0.129541099647578,4692,29168,100
"260164",0.55,"equal",72,72,0.15,0.08292,0.55591985428051,0.591811003919793,0.0059198542805099,0.0418110039197931,9341,30487,100
"260515",0.55,"modUnequal",72,72,0.15,0.08292,0.180779569892473,0.523655309984055,-0.369220430107527,-0.0263446900159455,5909,30487,100
"260866",0.55,"highUnequal",72,72,0.15,0.08292,-0.116300366300366,0.475591109451443,-0.666300366300366,-0.0744088905485567,4774,30487,100
"261214",0.55,"equal",69,69,0.15,0.08413,0.546286132455177,0.578778442821096,-0.00371386754482261,0.0287784428210961,9174,29645,100
"261565",0.55,"modUnequal",69,69,0.15,0.08413,0.182327728321794,0.515685362847103,-0.367672271678206,-0.0343146371528968,5853,29645,100
"261916",0.55,"highUnequal",69,69,0.15,0.08413,-0.130870953032376,0.478262033239204,-0.680870953032376,-0.0717379667607962,4559,29645,100
"262271",0.55,"equal",73,73,0.15,0.0983,0.562145593869732,0.600114518386563,0.0121455938697317,0.0501145183865631,9240,30352,100
"262622",0.55,"modUnequal",73,73,0.15,0.0983,0.206388888888889,0.529983087330873,-0.343611111111111,-0.0200169126691268,5992,30352,100
"262973",0.55,"highUnequal",73,73,0.15,0.0983,-0.051140544518028,0.494031254763825,-0.601140544518028,-0.0559687452361752,4870,30352,100
"263326",0.55,"equal",75,75,0.15,0.1126,0.534639989111202,0.576203049277016,-0.0153600108887981,0.0262030492770164,9272,30544,100
"263677",0.55,"modUnequal",75,75,0.15,0.1126,0.150136713895103,0.500415947419676,-0.399863286104897,-0.0495840525803243,5985,30544,100
"264028",0.55,"highUnequal",75,75,0.15,0.1126,-0.114043662430759,0.469530807150571,-0.664043662430759,-0.0804691928494291,4848,30544,100
"264383",0.55,"equal",79,79,0.15,0.11013,0.538331215586616,0.586058578856166,-0.0116687844133843,0.0360585788561663,9523,31863,100
"264734",0.55,"modUnequal",79,79,0.15,0.11013,0.182295573893473,0.525283354545444,-0.367704426106527,-0.0247166454545564,6166,31863,100
"265085",0.55,"highUnequal",79,79,0.15,0.11013,-0.154661016949152,0.444575545090555,-0.704661016949153,-0.105424454909446,5109,31863,100
"265427",0.55,"equal",70,70,0.15,0.06879,0.551905387647832,0.578140120671947,0.00190538764783177,0.0281401206719472,9423,30027,100
"265778",0.55,"modUnequal",70,70,0.15,0.06879,0.165238678090575,0.502596011203136,-0.384761321909425,-0.0474039887968638,5964,30027,100
"266129",0.55,"highUnequal",70,70,0.15,0.06879,-0.0808240887480189,0.472276219231535,-0.630824088748019,-0.0777237807684652,4887,30027,100
"266483",0.55,"equal",73,73,0.15,0.10464,0.543774747030356,0.583232473083266,-0.00622525296964371,0.0332324730832663,9228,30305,100
"266834",0.55,"modUnequal",73,73,0.15,0.10464,0.171063149480416,0.512731197652009,-0.378936850519584,-0.0372688023479912,5938,30305,100
"267185",0.55,"highUnequal",73,73,0.15,0.10464,-0.137061403508772,0.462292460858465,-0.687061403508772,-0.0877075391415347,4777,30305,100
"267543",0.55,"equal",80,80,0.15,0.11057,0.540103947183593,0.575766205221317,-0.00989605281640682,0.0257662052213166,9711,31582,100
"267894",0.55,"modUnequal",80,80,0.15,0.11057,0.175107079868985,0.504625447305274,-0.374892920131015,-0.045374552694726,6322,31582,100
"268245",0.55,"highUnequal",80,80,0.15,0.11057,-0.139178844815588,0.452774293752856,-0.689178844815588,-0.0972257062471436,5057,31582,100
"268591",0.55,"equal",75,75,0.15,0.0957,0.564715066354411,0.59722726353975,0.0147150663544106,0.0472272635397495,9506,30820,100
"268942",0.55,"modUnequal",75,75,0.15,0.0957,0.192586156964958,0.512643746853313,-0.357413843035042,-0.0373562531466868,6201,30820,100
"269293",0.55,"highUnequal",75,75,0.15,0.0957,-0.0985027580772262,0.465255130453192,-0.648502758077226,-0.084744869546808,5001,30820,100
"269643",0.55,"equal",74,74,0.15,0.08831,0.562595032944754,0.595017003930213,0.0125950329447542,0.0450170039302127,9489,30746,100
"269994",0.55,"modUnequal",74,74,0.15,0.08831,0.203874538745387,0.520398237385093,-0.346125461254613,-0.0296017626149072,6174,30746,100
"270345",0.55,"highUnequal",74,74,0.15,0.08831,-0.0896464646464648,0.475625802025984,-0.639646464646465,-0.0743741979740159,4932,30746,100
"270701",0.55,"equal",79,79,0.15,0.11092,0.544688492885758,0.584722368677395,-0.00531150711424244,0.0347223686773948,9609,31606,100
"271052",0.55,"modUnequal",79,79,0.15,0.11092,0.184360306854739,0.517367159994853,-0.365639693145261,-0.032632840005147,6234,31606,100
"271403",0.55,"highUnequal",79,79,0.15,0.11092,-0.129153819801302,0.456072679033259,-0.679153819801302,-0.0939273209667412,5075,31606,100
"271748",0.55,"equal",73,73,0.15,0.09755,0.527991042866283,0.563911035147085,-0.0220089571337172,0.013911035147085,9328,30289,100
