VE_susc,Label_testingDiff,Test_sens,Label_epiPhase,VE_symptRR_degUnderNeg_testSens,FalseNeg_withTestSens_unvac,FalseNeg_withTestSens_vac,NonCovid_cumSymptInfect_tested_withTestSens_unvac,NonCovid_cumSymptInfect_tested_withTestSens_vac,VE_symptOR_degUnderNeg_testSens,totalNum_sims
0.55,equal,0.7,Highest Growth,-0.013421123,751.8,1045.2,9913.8,31506.2,0.01253712,100
0.55,equal,0.7,Peak,-0.001083913,1250.1,1691.7,9914.1,32546.7,0.037783921,100
0.55,modUnequal,0.7,Highest Growth,-0.367840376,426,1045.2,6285,31506.2,-0.039439548,100
0.55,modUnequal,0.7,Peak,-0.358458781,697.5,1691.7,6490.5,32546.7,-0.033671314,100
0.55,highUnequal,0.7,Highest Growth,-0.651834282,316.2,1045.2,5160.2,31506.2,-0.091387276,100
0.55,highUnequal,0.7,Peak,-0.654386996,510.6,1691.7,5411.6,32546.7,-0.100885405,100
0.55,equal,0.7,Highest Growth,0.020275822,681.6,878.7,10765.6,33737.7,0.038628868,100
0.55,equal,0.7,Peak,0.015939279,1264.8,1647,10599.8,34865,0.054105249,100
0.55,modUnequal,0.7,Highest Growth,-0.325483188,377.7,878.7,7021.7,33737.7,-0.034195155,100
0.55,modUnequal,0.7,Peak,-0.326081425,707.4,1647,7161.4,34865,-0.028229989,100
0.55,highUnequal,0.7,Highest Growth,-0.610079624,276.3,878.7,5752.3,33737.7,-0.092232815,100
0.55,highUnequal,0.7,Peak,-0.621428571,512.4,1647,6043.4,34865,-0.107155149,100
0.55,equal,0.7,Highest Growth,0.005094705,723.3,965.4,10174.3,32090.4,0.02682672,100
0.55,equal,0.7,Peak,0.003750597,1255.8,1681.2,10143.8,33269.2,0.041814829,100
0.55,modUnequal,0.7,Highest Growth,-0.293874249,432.6,965.4,6406.6,32090.4,0.00447379,100
0.55,modUnequal,0.7,Peak,-0.320309278,727.5,1681.2,6623.5,33269.2,-0.010078106,100
0.55,highUnequal,0.7,Highest Growth,-0.686299435,283.2,965.4,5304.2,32090.4,-0.113454441,100
0.55,highUnequal,0.7,Peak,-0.610760931,528.3,1681.2,5595.3,33269.2,-0.085204541,100
0.55,equal,0.7,Highest Growth,0.011498065,723.6,951.9,9907.6,31369.9,0.034521936,100
0.55,equal,0.7,Peak,0.007818406,1296.3,1719.6,9908.3,32700.6,0.048056193,100
0.55,modUnequal,0.7,Highest Growth,-0.328268335,407.7,951.9,6398.7,31369.9,-0.026243685,100
0.55,modUnequal,0.7,Peak,-0.331778505,733.2,1719.6,6671.2,32700.6,-0.028468355,100
0.55,highUnequal,0.7,Highest Growth,-0.69095649,278.1,951.9,5163.1,31369.9,-0.113362248,100
0.55,highUnequal,0.7,Peak,-0.656991116,517.8,1719.6,5515.8,32700.6,-0.11016785,100
0.55,equal,0.7,Highest Growth,0.012540297,620.4,814.2,9741.4,30724.2,0.033897714,100
0.55,equal,0.7,Peak,0.017548249,1259.1,1633.5,9821.1,32486.5,0.057792293,100
0.55,modUnequal,0.7,Highest Growth,-0.307677275,358.2,814.2,6205.2,30724.2,-0.009071907,100
0.55,modUnequal,0.7,Peak,-0.305620316,720.6,1633.5,6486.6,32486.5,-0.002625559,100
0.55,highUnequal,0.7,Highest Growth,-0.561931394,268.2,814.2,4932.2,30724.2,-0.037340405,100
0.55,highUnequal,0.7,Peak,-0.568518519,534.6,1633.5,5302.6,32486.5,-0.048742213,100
0.55,equal,0.7,Highest Growth,0.010891089,606,798.3,9776,30541.3,0.028335364,100
0.55,equal,0.7,Peak,0.002806851,1261.2,1692,9885.2,32403,0.040723663,100
0.55,modUnequal,0.7,Highest Growth,-0.316637857,347.1,798.3,6137.1,30541.3,-0.012154511,100
0.55,modUnequal,0.7,Peak,-0.335296575,718.2,1692,6493.2,32403,-0.022094039,100
0.55,highUnequal,0.7,Highest Growth,-0.609737157,251.1,798.3,4960.1,30541.3,-0.066324021,100
0.55,highUnequal,0.7,Peak,-0.627981651,523.2,1692,5402.2,32403,-0.089160492,100
0.55,equal,0.7,Highest Growth,-0.009873087,535.8,739.2,10024.8,31158.2,0.006123038,100
0.55,equal,0.7,Peak,-0.009181287,1282.5,1766.7,10108.5,33158.7,0.030052834,100
0.55,modUnequal,0.7,Highest Growth,-0.391530055,292.8,739.2,6343.8,31158.2,-0.064005786,100
0.55,modUnequal,0.7,Peak,-0.370995399,717.3,1766.7,6713.3,33158.7,-0.048655413,100
0.55,highUnequal,0.7,Highest Growth,-0.684438306,217.2,739.2,5013.2,31158.2,-0.097576508,100
0.55,highUnequal,0.7,Peak,-0.64298441,538.8,1766.7,5531.8,33158.7,-0.097021249,100
0.55,equal,0.7,Highest Growth,-0.002092511,544.8,738.9,10099.8,31430.9,0.014182641,100
0.55,equal,0.7,Peak,-0.008972486,1232.1,1696.5,10157.1,33253.5,0.029428081,100
0.55,modUnequal,0.7,Highest Growth,-0.351757813,307.2,738.9,6309.2,31430.9,-0.03281631,100
0.55,modUnequal,0.7,Peak,-0.348728814,708,1696.5,6716,33253.5,-0.033942687,100
0.55,highUnequal,0.7,Highest Growth,-0.637417219,226.5,738.9,5081.5,31430.9,-0.077415117,100
0.55,highUnequal,0.7,Peak,-0.611373874,532.8,1696.5,5560.8,33253.5,-0.082463155,100
0.55,equal,0.7,Highest Growth,-0.009069021,560.7,772.2,10288.7,32347.2,0.011950639,100
0.55,equal,0.7,Peak,-0.001515853,1296.3,1755.9,10227.3,34037.9,0.043001794,100
0.55,modUnequal,0.7,Highest Growth,-0.455063291,284.4,772.2,6680.4,32347.2,-0.110745735,100
0.55,modUnequal,0.7,Peak,-0.367343946,716.1,1755.9,6915.1,34037.9,-0.048151924,100
0.55,highUnequal,0.7,Highest Growth,-0.692476698,225.3,772.2,5386.3,32347.2,-0.120719157,100
0.55,highUnequal,0.7,Peak,-0.612636166,550.8,1755.9,5767.8,34037.9,-0.090198386,100
0.55,equal,0.7,Highest Growth,0.024655146,659.7,841.8,10083.7,31906.8,0.046727039,100
0.55,equal,0.7,Peak,0.011646901,1340.7,1763.1,10026.7,33533.1,0.056785383,100
0.55,modUnequal,0.7,Highest Growth,-0.304909874,371.7,841.8,6381.7,31906.8,-0.002970057,100
0.55,modUnequal,0.7,Peak,-0.32614897,757.2,1763.1,6697.2,33533.1,-0.015035283,100
0.55,highUnequal,0.7,Highest Growth,-0.610468632,264.6,841.8,5140.6,31906.8,-0.062565821,100
0.55,highUnequal,0.7,Peak,-0.625782537,546.3,1763.1,5532.3,33533.1,-0.082448691,100
0.55,equal,0.7,Highest Growth,-0.008828349,732.3,1008,9668.3,31199,0.023439201,100
0.55,equal,0.7,Peak,-0.006385542,1245,1704.6,9700,32454.6,0.040787769,100
0.55,modUnequal,0.7,Highest Growth,-0.394645551,397.8,1008,6260.8,31199,-0.058492919,100
0.55,modUnequal,0.7,Peak,-0.365325011,696.9,1704.6,6481.9,32454.6,-0.038515205,100
0.55,highUnequal,0.7,Highest Growth,-0.680171544,297.3,1008,4950.3,31199,-0.08796803,100
0.55,highUnequal,0.7,Peak,-0.659548916,512.1,1704.6,5278.1,32454.6,-0.091338682,100
0.55,equal,0.7,Highest Growth,0.024508864,626.1,799.2,10248.1,31772.2,0.038274431,100
0.55,equal,0.7,Peak,0.010461123,1223.1,1612.8,10203.1,33322.8,0.046253096,100
0.55,modUnequal,0.7,Highest Growth,-0.32486911,343.8,799.2,6402.8,31772.2,-0.018459717,100
0.55,modUnequal,0.7,Peak,-0.332874618,686.7,1612.8,6712.7,33322.8,-0.023117725,100
0.55,highUnequal,0.7,Highest Growth,-0.577777778,259.2,799.2,5254.2,31772.2,-0.059893869,100
0.55,highUnequal,0.7,Peak,-0.594289044,514.8,1612.8,5635.8,33322.8,-0.079853811,100
0.55,equal,0.7,Highest Growth,0.001701354,605.4,814.2,10124.4,31537.2,0.018247517,100
0.55,equal,0.7,Peak,-0.00137586,1279.2,1732.2,10094.2,33184.2,0.038092086,100
0.55,modUnequal,0.7,Highest Growth,-0.372424242,330,814.2,6430,31537.2,-0.053042871,100
0.55,modUnequal,0.7,Peak,-0.35294813,719.1,1732.2,6744.1,33184.2,-0.039554892,100
0.55,highUnequal,0.7,Highest Growth,-0.686515913,238.8,814.2,5189.8,31537.2,-0.111079324,100
0.55,highUnequal,0.7,Peak,-0.639845225,529.8,1732.2,5574.8,33184.2,-0.099267648,100
0.55,equal,0.7,Highest Growth,0.012085454,648.3,851.7,9993.3,31312.7,0.030724936,100
0.55,equal,0.7,Peak,0.011086327,1277.7,1682.4,9995.7,32781.4,0.048499509,100
0.55,modUnequal,0.7,Highest Growth,-0.339927657,359.4,851.7,6302.4,31312.7,-0.026973247,100
0.55,modUnequal,0.7,Peak,-0.333459067,715.8,1682.4,6605.8,32781.4,-0.02362595,100
0.55,highUnequal,0.7,Highest Growth,-0.673911322,252.6,851.7,5080.6,31312.7,-0.097076157,100
0.55,highUnequal,0.7,Peak,-0.643817047,512.7,1682.4,5444.7,32781.4,-0.095019951,100
0.55,equal,0.7,Highest Growth,0.008525507,572.4,758.1,10386.4,32228.1,0.023167762,100
0.55,equal,0.7,Peak,-0.006286099,1263.9,1730.1,10400.9,33799.1,0.028765167,100
0.55,modUnequal,0.7,Highest Growth,-0.367006143,309.3,758.1,6609.3,32228.1,-0.052651912,100
0.55,modUnequal,0.7,Peak,-0.378591954,696,1730.1,6919,33799.1,-0.058862165,100
0.55,highUnequal,0.7,Highest Growth,-0.656876916,228.3,758.1,5286.3,32228.1,-0.094675309,100
0.55,highUnequal,0.7,Peak,-0.661175337,519,1730.1,5709,33799.1,-0.113065289,100
0.55,equal,0.7,Highest Growth,0.016367002,567.3,738,10086.3,31638,0.035269058,100
0.55,equal,0.7,Peak,0.006051005,1278.3,1702.5,10086.3,33496.5,0.04896084,100
0.55,modUnequal,0.7,Highest Growth,-0.339220404,311.7,738,6475.7,31638,-0.034615453,100
0.55,modUnequal,0.7,Peak,-0.356337028,703.8,1702.5,6795.8,33496.5,-0.040771141,100
0.55,highUnequal,0.7,Highest Growth,-0.561097411,243.3,738,5230.3,31638,-0.051454844,100
0.55,highUnequal,0.7,Peak,-0.597434478,541.8,1702.5,5634.8,33496.5,-0.078600044,100
0.55,equal,0.7,Highest Growth,-0.006976744,774,1061.1,10178,32400.1,0.01934306,100
0.55,equal,0.7,Peak,-0.010741103,1225.2,1693.5,10121.2,33481.5,0.032164522,100
0.55,modUnequal,0.7,Highest Growth,-0.38145275,425.4,1061.1,6574.4,32400.1,-0.056137601,100
0.55,modUnequal,0.7,Peak,-0.383702555,677.1,1693.5,6787.1,33481.5,-0.0570044,100
0.55,highUnequal,0.7,Highest Growth,-0.647765363,322.2,1061.1,5306.2,32400.1,-0.089346721,100
0.55,highUnequal,0.7,Peak,-0.648462736,513.9,1693.5,5558.9,33481.5,-0.097130012,100
0.55,equal,0.7,Highest Growth,-0.01580534,580.5,811.2,10596.5,33259.2,0.004778261,100
0.55,equal,0.7,Peak,-0.016775472,1286.7,1801.8,10445.7,34731.8,0.028847349,100
0.55,modUnequal,0.7,Highest Growth,-0.363477738,332.4,811.2,6908.4,33259.2,-0.056912037,100
0.55,modUnequal,0.7,Peak,-0.345391339,755.1,1801.8,7124.1,34731.8,-0.03944605,100
0.55,highUnequal,0.7,Highest Growth,-0.657289107,244.2,811.2,5548.2,33259.2,-0.104143944,100
0.55,highUnequal,0.7,Peak,-0.670940649,535.8,1801.8,5972.8,34731.8,-0.128301814,100
0.55,equal,0.7,Highest Growth,0.014043916,655.8,857.7,9799.8,30744.7,0.033120105,100
0.55,equal,0.7,Peak,0.00615942,1269.6,1690.5,9816.6,32335.5,0.045768851,100
0.55,modUnequal,0.7,Highest Growth,-0.343505412,360.3,857.7,6237.3,30744.7,-0.03294483,100
0.55,modUnequal,0.7,Peak,-0.343550204,710.1,1690.5,6583.1,32335.5,-0.034670441,100
0.55,highUnequal,0.7,Highest Growth,-0.632954545,264,857.7,5029,30744.7,-0.081426074,100
0.55,highUnequal,0.7,Peak,-0.602287582,535.5,1690.5,5443.5,32335.5,-0.081440131,100
0.55,equal,0.7,Highest Growth,0.014206269,593.4,775.8,10046.4,31299.8,0.030365548,100
0.55,equal,0.7,Peak,0.008719397,1327.5,1757.4,9994.5,33099.4,0.05026052,100
0.55,modUnequal,0.7,Highest Growth,-0.378846154,312,775.8,6383,31299.8,-0.057082314,100
0.55,modUnequal,0.7,Peak,-0.354559813,728.1,1757.4,6700.1,33099.4,-0.038585703,100
0.55,highUnequal,0.7,Highest Growth,-0.65230179,234.6,775.8,5205.6,31299.8,-0.099985195,100
0.55,highUnequal,0.7,Peak,-0.633009798,540.9,1757.4,5657.9,33099.4,-0.105378146,100
0.55,equal,0.7,Highest Growth,-0.015473527,670.5,936.3,10426.5,32595.3,0.003316607,100
0.55,equal,0.7,Peak,-0.003081073,1316.1,1788.9,10299.1,33896.9,0.037012918,100
0.55,modUnequal,0.7,Highest Growth,-0.360859964,384.9,936.3,6695.9,32595.3,-0.049713508,100
0.55,modUnequal,0.7,Peak,-0.351155448,744.3,1788.9,6979.3,33896.9,-0.044868636,100
0.55,highUnequal,0.7,Highest Growth,-0.650881834,283.5,936.3,5471.5,32595.3,-0.104387438,100
0.55,highUnequal,0.7,Peak,-0.614631316,560.1,1788.9,5790.1,33896.9,-0.095565091,100
0.55,equal,0.7,Highest Growth,0.021230262,576.3,741.3,10179.3,31569.3,0.03523859,100
0.55,equal,0.7,Peak,0.015628816,1310.4,1707.6,10247.4,33347.6,0.049565611,100
0.55,modUnequal,0.7,Highest Growth,-0.364704913,303.3,741.3,6459.3,31569.3,-0.050083002,100
0.55,modUnequal,0.7,Peak,-0.345194188,715.8,1707.6,6748.8,33347.6,-0.032787955,100
0.55,highUnequal,0.7,Highest Growth,-0.558159935,245.1,741.3,5120.1,31569.3,-0.040528426,100
0.55,highUnequal,0.7,Peak,-0.552818887,567.6,1707.6,5582.6,33347.6,-0.053634749,100
0.55,equal,0.7,Highest Growth,0.005193394,460.2,614.1,9738.2,30221.1,0.020007476,100
0.55,equal,0.7,Peak,0.000306212,1257.3,1696.2,9880.3,32677.2,0.042090858,100
0.55,modUnequal,0.7,Highest Growth,-0.348985168,256.2,614.1,6086.2,30221.1,-0.032720701,100
0.55,modUnequal,0.7,Peak,-0.349943407,706.8,1696.2,6532.8,32677.2,-0.029772161,100
0.55,highUnequal,0.7,Highest Growth,-0.674107633,182.1,614.1,4908.1,30221.1,-0.097686816,100
0.55,highUnequal,0.7,Peak,-0.620833333,528,1696.2,5451,32677.2,-0.085888555,100
0.55,equal,0.7,Highest Growth,-0.025250952,577.8,823.8,10127.8,31545.8,-0.007738899,100
0.55,equal,0.7,Peak,-0.016925127,1238.1,1734.3,10130.1,33238.3,0.023083019,100
0.55,modUnequal,0.7,Highest Growth,-0.383636916,329.4,823.8,6526.4,31545.8,-0.067404659,100
0.55,modUnequal,0.7,Peak,-0.379173838,697.2,1734.3,6831.2,33238.3,-0.061240255,100
0.55,highUnequal,0.7,Highest Growth,-0.662191171,246.9,823.8,5184.9,31545.8,-0.09840264,100
0.55,highUnequal,0.7,Peak,-0.629551821,535.5,1734.3,5579.5,33238.3,-0.093652297,100
0.55,equal,0.7,Highest Growth,0.017205703,575.1,746.7,9731.1,30379.7,0.034107357,100
0.55,equal,0.7,Peak,-0.002008223,1264.8,1715.1,9813.8,32467.1,0.04011569,100
0.55,modUnequal,0.7,Highest Growth,-0.309072888,327.9,746.7,6190.9,30379.7,-0.014060969,100
0.55,modUnequal,0.7,Peak,-0.324976278,737.7,1715.1,6538.7,32467.1,-0.018228211,100
0.55,highUnequal,0.7,Highest Growth,-0.628890334,230.7,746.7,4956.7,30379.7,-0.078089716,100
0.55,highUnequal,0.7,Peak,-0.630309902,529.2,1715.1,5409.2,32467.1,-0.089956971,100
0.55,equal,0.7,Highest Growth,-0.012725269,771.3,1070.7,9944.3,31323.7,0.009297379,100
0.55,equal,0.7,Peak,-0.003612381,1247.1,1697.1,9975.1,32464.1,0.031861608,100
0.55,modUnequal,0.7,Highest Growth,-0.371593002,434.4,1070.7,6217.4,31323.7,-0.039230742,100
0.55,modUnequal,0.7,Peak,-0.361737696,696.9,1697.1,6427.9,32464.1,-0.032172806,100
0.55,highUnequal,0.7,Highest Growth,-0.68734863,313.8,1070.7,5136.8,31323.7,-0.109544285,100
0.55,highUnequal,0.7,Peak,-0.66380193,507.9,1697.1,5409.9,32464.1,-0.106820339,100
0.55,equal,0.7,Highest Growth,-0.001132951,732.6,991.5,10354.6,32632.5,0.02055378,100
0.55,equal,0.7,Peak,0.002526702,1254.6,1684.2,10305.6,33776.2,0.040408558,100
0.55,modUnequal,0.7,Highest Growth,-0.361839843,407.1,991.5,6614.1,32632.5,-0.043641913,100
0.55,modUnequal,0.7,Peak,-0.354182782,698.1,1684.2,6832.1,33776.2,-0.037999584,100
0.55,highUnequal,0.7,Highest Growth,-0.646185738,301.5,991.5,5414.5,32632.5,-0.095649063,100
0.55,highUnequal,0.7,Peak,-0.6120507,528.6,1684.2,5741.6,33776.2,-0.091612464,100
0.55,equal,0.7,Highest Growth,-0.014285714,655.2,912.6,9903.2,31673.6,0.014503471,100
0.55,equal,0.7,Peak,-0.002697798,1239.9,1683.9,9918.9,33006.9,0.041879499,100
0.55,modUnequal,0.7,Highest Growth,-0.398535565,358.5,912.6,6330.5,31673.6,-0.058782178,100
0.55,modUnequal,0.7,Peak,-0.344817332,706.2,1683.9,6547.2,33006.9,-0.022976381,100
0.55,highUnequal,0.7,Highest Growth,-0.654575163,275.4,912.6,5001.4,31673.6,-0.073251751,100
0.55,highUnequal,0.7,Peak,-0.594667783,537.3,1683.9,5307.3,33006.9,-0.053927845,100
0.55,equal,0.7,Highest Growth,0.010863698,741,976.2,10163,32213.2,0.034368311,100
0.55,equal,0.7,Peak,0.010435165,1250.1,1648.5,10104.1,33452.5,0.051697298,100
0.55,modUnequal,0.7,Highest Growth,-0.357644577,402.9,976.2,6592.9,32213.2,-0.045888635,100
0.55,modUnequal,0.7,Peak,-0.344304712,691.8,1648.5,6790.8,33452.5,-0.033727474,100
0.55,highUnequal,0.7,Highest Growth,-0.65342489,294.9,976.2,5304.9,32213.2,-0.095139138,100
0.55,highUnequal,0.7,Peak,-0.613068292,516.9,1648.5,5618.9,33452.5,-0.085679643,100
0.55,equal,0.7,Highest Growth,-0.001659452,762.3,1032.9,10065.3,31742.9,0.020352311,100
0.55,equal,0.7,Peak,-0.007842675,1273.8,1749.6,9975.8,32876.6,0.033228166,100
0.55,modUnequal,0.7,Highest Growth,-0.342040488,434.7,1032.9,6417.7,31742.9,-0.030398285,100
0.55,modUnequal,0.7,Peak,-0.345417349,733.2,1749.6,6663.2,32876.6,-0.033628922,100
0.55,highUnequal,0.7,Highest Growth,-0.644057833,314.7,1032.9,5256.7,31742.9,-0.093535765,100
0.55,highUnequal,0.7,Peak,-0.667883841,521.7,1749.6,5526.7,32876.6,-0.113763463,100
0.55,equal,0.7,Highest Growth,-0.009364841,799.8,1102.2,10347.8,33002.2,0.017900124,100
0.55,equal,0.7,Peak,-0.004027201,1227.9,1672.5,10221.9,33813.5,0.038239551,100
0.55,modUnequal,0.7,Highest Growth,-0.350959233,458.7,1102.2,6624.7,33002.2,-0.032341901,100
0.55,modUnequal,0.7,Peak,-0.345179004,701.1,1672.5,6757.1,33813.5,-0.026712324,100
0.55,highUnequal,0.7,Highest Growth,-0.647371565,334.8,1102.2,5361.8,33002.2,-0.084863148,100
0.55,highUnequal,0.7,Peak,-0.643780655,509.7,1672.5,5563.7,33813.5,-0.089914599,100
0.55,equal,0.7,Highest Growth,-0.00059657,536.4,725.1,9804.4,30680.1,0.018010306,100
0.55,equal,0.7,Peak,0.005027174,1324.8,1768.5,9841.8,32905.5,0.050735419,100
0.55,modUnequal,0.7,Highest Growth,-0.350861498,301.8,725.1,6126.8,30680.1,-0.029794873,100
0.55,modUnequal,0.7,Peak,-0.346513985,740.1,1768.5,6471.1,32905.5,-0.019920376,100
0.55,highUnequal,0.7,Highest Growth,-0.668981481,216,725.1,4996,30680.1,-0.09665058,100
0.55,highUnequal,0.7,Peak,-0.62907743,546.3,1768.5,5497.3,32905.5,-0.09082257,100
0.55,equal,0.7,Highest Growth,-0.025618251,574.2,819.3,10084.2,31623.3,-0.005002758,100
0.55,equal,0.7,Peak,0.001411369,1278.9,1721.1,10074.9,33269.1,0.042460969,100
0.55,modUnequal,0.7,Highest Growth,-0.357033097,338.4,819.3,6307.4,31623.3,-0.032898422,100
0.55,modUnequal,0.7,Peak,-0.341528698,724.8,1721.1,6575.8,33269.1,-0.019348531,100
0.55,highUnequal,0.7,Highest Growth,-0.696515533,238.2,819.3,5225.2,31623.3,-0.118325219,100
0.55,highUnequal,0.7,Peak,-0.640891805,525.9,1721.1,5653.9,33269.1,-0.106173131,100
0.55,equal,0.7,Highest Growth,-0.014196101,518.1,721.5,10243.1,31926.5,0.003210617,100
0.55,equal,0.7,Peak,-0.007635009,1288.8,1769.4,10154.8,33749.4,0.036908923,100
0.55,modUnequal,0.7,Highest Growth,-0.35976431,297,721.5,6518,31926.5,-0.045955752,100
0.55,modUnequal,0.7,Peak,-0.343061718,743.7,1769.4,6852.7,33749.4,-0.033085392,100
0.55,highUnequal,0.7,Highest Growth,-0.695238095,210,721.5,5320,31926.5,-0.122502467,100
0.55,highUnequal,0.7,Peak,-0.654494382,534,1769.4,5789,33749.4,-0.118358369,100
0.55,equal,0.7,Highest Growth,-0.011580087,554.4,767.7,10222.4,31690.7,0.003327354,100
0.55,equal,0.7,Peak,0.003177258,1345.5,1803.6,10207.5,33560.6,0.042294851,100
0.55,modUnequal,0.7,Highest Growth,-0.361607992,315.3,767.7,6522.3,31690.7,-0.051113968,100
0.55,modUnequal,0.7,Peak,-0.328857365,771.9,1803.6,6841.9,33560.6,-0.026350024,100
0.55,highUnequal,0.7,Highest Growth,-0.644993582,233.7,767.7,5215.7,31690.7,-0.090646753,100
0.55,highUnequal,0.7,Peak,-0.576113671,585.9,1803.6,5668.9,33560.6,-0.069979004,100
0.55,equal,0.7,Highest Growth,-0.004747055,721.5,984.3,10024.5,31617.3,0.017457197,100
0.55,equal,0.7,Peak,-0.007439896,1231.2,1689.6,9975.2,32851.6,0.033302994,100
0.55,modUnequal,0.7,Highest Growth,-0.358327174,405.9,984.3,6405.9,31617.3,-0.041319282,100
0.55,modUnequal,0.7,Peak,-0.354686384,699.9,1689.6,6609.9,32851.6,-0.035720318,100
0.55,highUnequal,0.7,Highest Growth,-0.644761428,299.7,984.3,5006.7,31617.3,-0.070076861,100
0.55,highUnequal,0.7,Peak,-0.635163776,519,1689.6,5354,32851.6,-0.080564739,100
0.55,equal,0.7,Highest Growth,0.002317655,586.8,788.1,9695.8,30498.1,0.023025354,100
0.55,equal,0.7,Peak,0.00495112,1268.4,1693.5,9730.4,32257.5,0.047256115,100
0.55,modUnequal,0.7,Highest Growth,-0.340312876,332.4,788.1,6095.4,30498.1,-0.023859661,100
0.55,modUnequal,0.7,Peak,-0.324986271,728.4,1693.5,6395.4,32257.5,-0.010948356,100
0.55,highUnequal,0.7,Highest Growth,-0.650083752,238.8,788.1,4911.8,30498.1,-0.081514229,100
0.55,highUnequal,0.7,Peak,-0.594210137,540.6,1693.5,5354.6,32257.5,-0.070002567,100
0.55,equal,0.7,Highest Growth,-0.013677639,528.6,735.3,10158.6,31702.3,0.004261142,100
0.55,equal,0.7,Peak,-0.015479678,1331.1,1858.8,10186.1,33722.8,0.028200278,100
0.55,modUnequal,0.7,Highest Growth,-0.41,285,735.3,6364,31702.3,-0.067915735,100
0.55,modUnequal,0.7,Peak,-0.357401616,767.4,1858.8,6767.4,33722.8,-0.036081496,100
0.55,highUnequal,0.7,Highest Growth,-0.681578947,216.6,735.3,5130.6,31702.3,-0.099393478,100
0.55,highUnequal,0.7,Peak,-0.677365357,549.6,1858.8,5654.6,33722.8,-0.117105947,100
0.55,equal,0.7,Highest Growth,-0.009497013,719.7,992.1,9892.7,30844.1,0.00787336,100
0.55,equal,0.7,Peak,-0.002765541,1225.8,1665,9900.8,32178,0.032067773,100
0.55,modUnequal,0.7,Highest Growth,-0.384468837,396.3,992.1,6211.3,30844.1,-0.054129116,100
0.55,modUnequal,0.7,Peak,-0.346383986,696.9,1665,6460.9,32178,-0.029708866,100
0.55,highUnequal,0.7,Highest Growth,-0.722695035,282,992.1,5074,30844.1,-0.128741601,100
0.55,highUnequal,0.7,Peak,-0.680806846,490.8,1665,5336.8,32178,-0.112641243,100
0.55,equal,0.7,Highest Growth,-0.004085322,553.2,753.6,9668.2,30055.6,0.011793372,100
0.55,equal,0.7,Peak,0.004559043,1271.1,1698.6,9741.1,32175.6,0.045430863,100
0.55,modUnequal,0.7,Highest Growth,-0.367708333,307.2,753.6,6159.2,30055.6,-0.052711225,100
0.55,modUnequal,0.7,Peak,-0.338030619,718.5,1698.6,6549.5,32175.6,-0.031222405,100
0.55,highUnequal,0.7,Highest Growth,-0.698605396,218.7,753.6,4816.7,30055.6,-0.102225303,100
0.55,highUnequal,0.7,Peak,-0.654349522,512.7,1698.6,5315.7,32175.6,-0.097345574,100
0.55,equal,0.7,Highest Growth,0.006168647,706.8,941.1,9909.8,31421.1,0.030064358,100
0.55,equal,0.7,Peak,0.00094546,1279.8,1724.1,9914.8,32844.1,0.043325503,100
0.55,modUnequal,0.7,Highest Growth,-0.370774464,382.2,941.1,6219.2,31421.1,-0.037369367,100
0.55,modUnequal,0.7,Peak,-0.365177305,705,1724.1,6497,32844.1,-0.033758753,100
0.55,highUnequal,0.7,Highest Growth,-0.633592401,289.5,941.1,5121.5,31421.1,-0.079862272,100
0.55,highUnequal,0.7,Peak,-0.637828885,528.3,1724.1,5462.3,32844.1,-0.09275024,100
0.55,equal,0.7,Highest Growth,-0.004753199,656.4,895.5,10325.4,32462.5,0.016067738,100
0.55,equal,0.7,Peak,0.007776768,1320.6,1752,10273.6,33797,0.046719419,100
0.55,modUnequal,0.7,Highest Growth,-0.32734375,384,895.5,6635,32462.5,-0.026643122,100
0.55,modUnequal,0.7,Peak,-0.339722786,739.5,1752,6851.5,33797,-0.030289878,100
0.55,highUnequal,0.7,Highest Growth,-0.645814978,272.4,895.5,5340.4,32462.5,-0.090816971,100
0.55,highUnequal,0.7,Peak,-0.61491612,548.4,1752,5706.4,33797,-0.089412138,100
0.55,equal,0.7,Highest Growth,0.001064992,549.3,739.8,10286.3,32294.8,0.02102566,100
0.55,equal,0.7,Peak,-0.009723965,1195.5,1648.8,10303.5,33819.8,0.029823133,100
0.55,modUnequal,0.7,Highest Growth,-0.389632278,293.7,739.8,6542.7,32294.8,-0.060310834,100
0.55,modUnequal,0.7,Peak,-0.3895967,654.6,1648.8,6818.6,33819.8,-0.057827432,100
0.55,highUnequal,0.7,Highest Growth,-0.628740157,228.6,739.8,5361.6,32294.8,-0.087279057,100
0.55,highUnequal,0.7,Peak,-0.656280193,496.8,1648.8,5777.8,33819.8,-0.116993214,100
0.55,equal,0.7,Highest Growth,0.013046835,582.9,764.1,9967.9,31616.1,0.036713214,100
0.55,equal,0.7,Peak,0.010884198,1307.4,1722.3,10005.4,33384.3,0.055186038,100
0.55,modUnequal,0.7,Highest Growth,-0.362440191,313.5,764.1,6465.5,31616.1,-0.048432639,100
0.55,modUnequal,0.7,Peak,-0.344712071,722.4,1722.3,6803.4,33384.3,-0.035864083,100
