VE_susc,Label_testingDiff,Test_sens,Label_epiPhase,VE_symptRR_degUnderNeg_testSens,FalseNeg_withTestSens_unvac,FalseNeg_withTestSens_vac,NonCovid_cumSymptInfect_tested_withTestSens_unvac,NonCovid_cumSymptInfect_tested_withTestSens_vac,VE_symptOR_degUnderNeg_testSens,totalNum_sims
0.55,modUnequal,0.7,Peak,-0.332522903,709.5,1665.6,6838.5,33652.6,-0.027046309,100
0.55,highUnequal,0.7,Highest Growth,-0.539559165,258.6,767.7,5229.6,32152.7,-0.03285201,100
0.55,highUnequal,0.7,Peak,-0.581586771,538.2,1665.6,5604.2,33652.6,-0.065373426,100
0.55,equal,0.7,Highest Growth,0.000204197,710.1,958.2,10013.1,31601.2,0.022435506,100
0.55,equal,0.7,Peak,-0.008757597,1266.9,1743.6,9986.9,32938.6,0.032717579,100
0.55,modUnequal,0.7,Highest Growth,-0.351103587,398.7,958.2,6440.7,31601.2,-0.039823286,100
0.55,modUnequal,0.7,Peak,-0.350550964,726,1743.6,6679,32938.6,-0.036986079,100
0.55,highUnequal,0.7,Highest Growth,-0.645336077,291.6,958.2,5151.6,31601.2,-0.085682189,100
0.55,highUnequal,0.7,Peak,-0.632309125,537,1743.6,5503,32938.6,-0.09245904,100
0.55,equal,0.7,Highest Growth,-0.002402402,666,903.9,10259,32086.9,0.016066253,100
0.55,equal,0.7,Peak,-0.003797775,1240.2,1688.4,10223.2,33365.4,0.032867395,100
0.55,modUnequal,0.7,Highest Growth,-0.382780542,361.8,903.9,6606.8,32086.9,-0.064416894,100
0.55,modUnequal,0.7,Peak,-0.361418685,693.6,1688.4,6853.6,33365.4,-0.050021498,100
0.55,highUnequal,0.7,Highest Growth,-0.574829932,294,903.9,5384,32086.9,-0.065881966,100
0.55,highUnequal,0.7,Peak,-0.602749719,534.6,1688.4,5727.6,33365.4,-0.092154084,100
0.55,equal,0.7,Highest Growth,-0.001665756,549.3,744.3,9612.3,29784.3,0.012701146,100
0.55,equal,0.7,Peak,0.00019349,1317.9,1778.4,9759.9,32074.4,0.039385938,100
0.55,modUnequal,0.7,Highest Growth,-0.436387996,279.9,744.3,6064.9,29784.3,-0.091478687,100
0.55,modUnequal,0.7,Peak,-0.35620155,735.3,1778.4,6481.3,32074.4,-0.038729402,100
0.55,highUnequal,0.7,Highest Growth,-0.692265193,217.2,744.3,4821.2,29784.3,-0.104697168,100
0.55,highUnequal,0.7,Peak,-0.631554461,548.1,1778.4,5316.1,32074.4,-0.087779507,100
0.55,equal,0.9,Highest Growth,0.02287292,214.3,274.6,9873.3,31508.6,0.048475927,100
0.55,equal,0.9,Peak,0.003490991,414.4,555.1,9452.4,32319.1,0.05822717,100
0.55,modUnequal,0.9,Highest Growth,-0.350816565,114.3,274.6,6343.3,31508.6,-0.033660307,100
0.55,modUnequal,0.9,Peak,-0.344475454,232.9,555.1,6384.9,32319.1,-0.020865185,100
0.55,highUnequal,0.9,Highest Growth,-0.552555677,91.3,274.6,5159.3,31508.6,-0.042483211,100
0.55,highUnequal,0.9,Peak,-0.607937869,174.9,555.1,5346.9,32319.1,-0.075078482,100
0.55,equal,0.9,Highest Growth,-0.013147884,210.3,292.2,9430.3,30871.2,0.025563293,100
0.55,equal,0.9,Peak,-0.007338427,418.8,574.6,9073.8,31746.6,0.057851163,100
0.55,modUnequal,0.9,Highest Growth,-0.354293972,121.1,292.2,5965.1,30871.2,-0.016230076,100
0.55,modUnequal,0.9,Peak,-0.336584531,243.5,574.6,5987.5,31746.6,0.00494369,100
0.55,highUnequal,0.9,Highest Growth,-0.640705487,89.3,292.2,4951.3,30871.2,-0.074800793,100
0.55,highUnequal,0.9,Peak,-0.62181496,178.7,574.6,5178.7,31746.6,-0.07452308,100
0.55,equal,0.9,Highest Growth,0.023806881,180.2,230.4,9171.2,29301.4,0.049810692,100
0.55,equal,0.9,Peak,0.005148555,409.5,546.5,8900.5,30806.5,0.064425499,100
0.55,modUnequal,0.9,Highest Growth,-0.308144126,101.3,230.4,5810.3,29301.4,-0.00100693,100
0.55,modUnequal,0.9,Peak,-0.332839135,232.7,546.5,5966.7,30806.5,-0.004868252,100
0.55,highUnequal,0.9,Highest Growth,-0.674450952,68.3,230.4,4634.3,29301.4,-0.083528403,100
0.55,highUnequal,0.9,Peak,-0.637562189,167.5,546.5,4903.5,30806.5,-0.069324934,100
0.55,equal,0.9,Highest Growth,0.006832695,182.7,242.9,9556.7,30492.9,0.033324283,100
0.55,equal,0.9,Peak,0.006791039,404.7,538.1,9162.7,31684.1,0.065486245,100
0.55,modUnequal,0.9,Highest Growth,-0.341463017,102.3,242.9,6052.3,30492.9,-0.021274128,100
0.55,modUnequal,0.9,Peak,-0.328163413,230.5,538.1,6195.5,31684.1,-0.006485564,100
0.55,highUnequal,0.9,Highest Growth,-0.598791019,77.2,242.9,4835.2,30492.9,-0.048914272,100
0.55,highUnequal,0.9,Peak,-0.613228611,168.7,538.1,5055.7,31684.1,-0.058964896,100
0.55,equal,0.9,Highest Growth,-0.026657584,183.5,262.4,10296.5,32672.4,-0.000646859,100
0.55,equal,0.9,Peak,-0.008945341,415.3,571.8,9794.3,33603.8,0.048701782,100
0.55,modUnequal,0.9,Highest Growth,-0.420315091,100.5,262.4,6679.5,32672.4,-0.083778019,100
0.55,modUnequal,0.9,Peak,-0.379056111,229.9,571.8,6711.9,33603.8,-0.046777898,100
0.55,highUnequal,0.9,Highest Growth,-0.797741322,70.1,262.4,5484.1,32672.4,-0.178304457,100
0.55,highUnequal,0.9,Peak,-0.677143702,169.1,571.8,5707.1,33603.8,-0.124285214,100
0.55,equal,0.9,Highest Growth,0.007743332,238.7,316.7,9656.7,31010.7,0.036845189,100
0.55,equal,0.9,Peak,0.003418308,431.5,578.1,9225.5,31772.1,0.060985166,100
0.55,modUnequal,0.9,Highest Growth,-0.395886752,124.8,316.7,6136.8,31010.7,-0.052185164,100
0.55,modUnequal,0.9,Peak,-0.376329331,233.2,578.1,6171.2,31772.1,-0.031502032,100
0.55,highUnequal,0.9,Highest Growth,-0.656568833,95.4,316.7,5067.4,31010.7,-0.092466978,100
0.55,highUnequal,0.9,Peak,-0.624136009,179.4,578.1,5186.4,31772.1,-0.076018015,100
0.55,equal,0.9,Highest Growth,-0.009168523,179.6,247.4,9604.6,30410.4,0.01493864,100
0.55,equal,0.9,Peak,0.003204827,425.4,570.2,9221.4,31686.2,0.059917534,100
0.55,modUnequal,0.9,Highest Growth,-0.36408358,101.3,247.4,6101.3,30410.4,-0.039993701,100
0.55,modUnequal,0.9,Peak,-0.342274559,239.9,570.2,6204.9,31686.2,-0.015437737,100
0.55,highUnequal,0.9,Highest Growth,-0.656935123,74.5,247.4,4928.5,30410.4,-0.088190529,100
0.55,highUnequal,0.9,Peak,-0.628698449,176.2,570.2,5199.2,31686.2,-0.080991628,100
0.55,equal,0.9,Highest Growth,0.013253524,196.3,257.2,9303.3,30115.2,0.045235945,100
0.55,equal,0.9,Peak,0.014558788,415.9,543.3,8974.9,31479.3,0.077560842,100
0.55,modUnequal,0.9,Highest Growth,-0.348261949,107.4,257.2,5924.4,30115.2,-0.021113234,100
0.55,modUnequal,0.9,Peak,-0.325588865,233.5,543.3,6019.5,31479.3,0.005073603,100
0.55,highUnequal,0.9,Highest Growth,-0.672164049,76.4,257.2,4877.4,30115.2,-0.095230608,100
0.55,highUnequal,0.9,Peak,-0.647575758,165,543.3,5145,31479.3,-0.088165773,100
0.55,equal,0.9,Highest Growth,-0.000707492,143.7,194.3,8869.7,27877.3,0.019796188,100
0.55,equal,0.9,Peak,-0.005456659,415.7,568,8667.7,30087,0.056365372,100
0.55,modUnequal,0.9,Highest Growth,-0.354554865,80.5,194.3,5527.5,27877.3,-0.02858046,100
0.55,modUnequal,0.9,Peak,-0.35430473,235.4,568,5756.4,30087,-0.011651186,100
0.55,highUnequal,0.9,Highest Growth,-0.598004315,61.8,194.3,4303.8,27877.3,-0.03538427,100
0.55,highUnequal,0.9,Peak,-0.569565608,185.7,568,4710.7,30087,-0.028897967,100
0.55,equal,0.9,Highest Growth,0.002491742,232.1,311.6,9957.1,32171.6,0.034489008,100
0.55,equal,0.9,Peak,0.003091081,423.8,568.2,9520.8,32919.2,0.062238714,100
0.55,modUnequal,0.9,Highest Growth,-0.342270531,131.1,311.6,6442.1,32171.6,-0.025937099,100
0.55,modUnequal,0.9,Peak,-0.329744751,242.9,568.2,6414.9,32919.2,-0.005841995,100
0.55,highUnequal,0.9,Highest Growth,-0.683915575,91.6,311.6,5273.6,32171.6,-0.107617636,100
0.55,highUnequal,0.9,Peak,-0.636009174,174.4,568.2,5369.4,32919.2,-0.08141185,100
0.55,equal,0.9,Highest Growth,0.006396033,198.3,263.9,10282.3,32854.9,0.033507872,100
0.55,equal,0.9,Peak,0.00114806,421,566.9,9696,33595.9,0.061375042,100
0.55,modUnequal,0.9,Highest Growth,-0.318939394,114.4,263.9,6640.4,32854.9,-0.016237774,100
0.55,modUnequal,0.9,Peak,-0.339334447,239.4,566.9,6644.4,33595.9,-0.018329808,100
0.55,highUnequal,0.9,Highest Growth,-0.612399356,82.8,263.9,5423.8,32854.9,-0.076153629,100
0.55,highUnequal,0.9,Peak,-0.637891,173.7,566.9,5655.7,33595.9,-0.099422858,100
0.55,equal,0.9,Highest Growth,0.004239697,211.1,282.3,9883.1,31932.3,0.036109333,100
0.55,equal,0.9,Peak,0.000959781,437.6,589.5,9383.6,32712.5,0.063577641,100
0.55,modUnequal,0.9,Highest Growth,-0.395462713,111.3,282.3,6445.3,31932.3,-0.061951299,100
0.55,modUnequal,0.9,Peak,-0.36231914,241.9,589.5,6401.9,32712.5,-0.026917316,100
0.55,highUnequal,0.9,Highest Growth,-0.631609195,87,282.3,5267,31932.3,-0.085210646,100
0.55,highUnequal,0.9,Peak,-0.617354699,184.1,589.5,5486.1,32712.5,-0.087007072,100
0.55,equal,0.9,Highest Growth,-0.002803067,208.7,283.5,8857.7,28861.5,0.033099244,100
0.55,equal,0.9,Peak,-0.00213459,434.9,589.9,8532.9,30160.9,0.066256221,100
0.55,modUnequal,0.9,Highest Growth,-0.32970297,121.2,283.5,5526.2,28861.5,0.002123637,100
0.55,modUnequal,0.9,Peak,-0.33905832,249.2,589.9,5629.2,30160.9,0.00819285,100
0.55,highUnequal,0.9,Highest Growth,-0.619004525,88.4,283.5,4486.4,28861.5,-0.048516907,100
0.55,highUnequal,0.9,Peak,-0.629216978,182.2,589.9,4758.2,30160.9,-0.060773573,100
0.55,equal,0.9,Highest Growth,0.014804869,186.2,243.1,9469.2,30437.1,0.043823025,100
0.55,equal,0.9,Peak,0.007809984,414,549.2,9127,31799.2,0.069248131,100
0.55,modUnequal,0.9,Highest Growth,-0.363587684,99.6,243.1,6027.6,30437.1,-0.033355621,100
0.55,modUnequal,0.9,Peak,-0.361465721,225.6,549.2,6163.6,31799.2,-0.021856221,100
0.55,highUnequal,0.9,Highest Growth,-0.605121528,76.8,243.1,4860.8,30437.1,-0.055508217,100
0.55,highUnequal,0.9,Peak,-0.603924391,173.7,549.2,5128.7,31799.2,-0.059943208,100
0.55,equal,0.9,Highest Growth,0.005841482,194.3,258.9,9391.3,29908.9,0.031606891,100
0.55,equal,0.9,Peak,-0.002427028,413.4,561.1,8991.4,31192.1,0.058751667,100
0.55,modUnequal,0.9,Highest Growth,-0.307017544,114,258.9,5882,29908.9,0.003366002,100
0.55,modUnequal,0.9,Peak,-0.353062831,232.9,561.1,5978.9,31192.1,-0.011793117,100
0.55,highUnequal,0.9,Highest Growth,-0.673697917,76.8,258.9,4821.8,29908.9,-0.093475014,100
0.55,highUnequal,0.9,Peak,-0.643762183,171,561.1,5066,31192.1,-0.082923325,100
0.55,equal,0.9,Highest Growth,-0.014920205,221.4,308.8,10017.4,32414.8,0.018966183,100
0.55,equal,0.9,Peak,-0.005318491,431.2,589,9458.2,33175,0.060565786,100
0.55,modUnequal,0.9,Highest Growth,-0.390272109,122.5,308.8,6556.5,32414.8,-0.059882284,100
0.55,modUnequal,0.9,Peak,-0.360959659,242.1,589,6553.1,33175,-0.030569682,100
0.55,highUnequal,0.9,Highest Growth,-0.692434332,90.1,308.8,5319.1,32414.8,-0.112402587,100
0.55,highUnequal,0.9,Peak,-0.625799087,182.5,589,5474.5,33175,-0.08258135,100
0.55,equal,0.9,Highest Growth,-0.004545455,213.4,291,9751.4,31057,0.021840048,100
0.55,equal,0.9,Peak,-0.004663015,438.2,597.7,9220.2,31982.7,0.056779546,100
0.55,modUnequal,0.9,Highest Growth,-0.388375108,115.7,291,6168.7,31057,-0.049567041,100
0.55,modUnequal,0.9,Peak,-0.360220957,245.9,597.7,6135.9,31982.7,-0.016324116,100
0.55,highUnequal,0.9,Highest Growth,-0.672685185,86.4,291,4999.4,31057,-0.092172681,100
0.55,highUnequal,0.9,Peak,-0.655623381,180.2,597.7,5228.2,31982.7,-0.092207521,100
0.55,equal,0.9,Highest Growth,0.004621849,130.9,174.9,9338.9,29424.9,0.025936501,100
0.55,equal,0.9,Peak,-0.000222646,419.2,566.2,9039.2,31494.2,0.062342665,100
0.55,modUnequal,0.9,Highest Growth,-0.343197279,73.5,174.9,5896.5,29424.9,-0.02684999,100
0.55,modUnequal,0.9,Peak,-0.335080422,240.4,566.2,6068.4,31494.2,-0.003815182,100
0.55,highUnequal,0.9,Highest Growth,-0.60615942,55.2,174.9,4722.2,29424.9,-0.058487303,100
0.55,highUnequal,0.9,Peak,-0.60851561,178.3,566.2,5107.3,31494.2,-0.064966893,100
0.55,equal,0.9,Highest Growth,-0.007724426,191.6,263.1,9600.6,30797.1,0.021930884,100
0.55,equal,0.9,Peak,0.00057311,430.4,580.3,9138.4,32019.3,0.065196832,100
0.55,modUnequal,0.9,Highest Growth,-0.365055762,107.6,263.1,6199.6,30797.1,-0.042223589,100
0.55,modUnequal,0.9,Peak,-0.350634658,241.6,580.3,6317.6,32019.3,-0.023910065,100
0.55,highUnequal,0.9,Highest Growth,-0.680154639,77.6,263.1,5014.6,30797.1,-0.102059134,100
0.55,highUnequal,0.9,Peak,-0.645939566,176.5,580.3,5330.5,32019.3,-0.097348554,100
0.55,equal,0.9,Highest Growth,-0.000311111,187.5,253.3,9195.5,29223.3,0.02491086,100
0.55,equal,0.9,Peak,-0.002497952,407,552.5,8870,30586.5,0.056330554,100
0.55,modUnequal,0.9,Highest Growth,-0.358748404,104.4,253.3,5822.4,29223.3,-0.03340092,100
0.55,modUnequal,0.9,Peak,-0.358457711,227.8,552.5,5917.8,30586.5,-0.019255166,100
0.55,highUnequal,0.9,Highest Growth,-0.700317893,73.4,253.3,4596.4,29223.3,-0.092784815,100
0.55,highUnequal,0.9,Peak,-0.652794411,167,552.5,4850,30586.5,-0.074599372,100
0.55,equal,0.9,Highest Growth,0.01703738,215.8,280.3,10045.8,32822.3,0.052454196,100
0.55,equal,0.9,Peak,0.006878622,419.9,558.2,9584.9,33480.2,0.069422157,100
0.55,modUnequal,0.9,Highest Growth,-0.349942922,116.8,280.3,6516.8,32822.3,-0.026481054,100
0.55,modUnequal,0.9,Peak,-0.34481703,234.1,558.2,6525.1,33480.2,-0.014715916,100
0.55,highUnequal,0.9,Highest Growth,-0.62148318,87.2,280.3,5351.2,32822.3,-0.074069379,100
0.55,highUnequal,0.9,Peak,-0.633673073,171.7,558.2,5538.7,33480.2,-0.087822957,100
0.55,equal,0.9,Highest Growth,-0.009048747,168.9,232.6,10178.9,32360.6,0.016824043,100
0.55,equal,0.9,Peak,-0.016763825,411.7,576.5,9693.7,33469.5,0.044436563,100
0.55,modUnequal,0.9,Highest Growth,-0.411481481,90,232.6,6552,32360.6,-0.073268419,100
0.55,modUnequal,0.9,Peak,-0.385870668,229.9,576.5,6613.9,33469.5,-0.045528617,100
0.55,highUnequal,0.9,Highest Growth,-0.739161554,65.2,232.6,5275.2,32360.6,-0.131546544,100
0.55,highUnequal,0.9,Peak,-0.68842812,168.8,576.5,5533.8,33469.5,-0.114678307,100
0.55,equal,0.9,Highest Growth,0.015729104,167.1,217.7,9559.1,30519.7,0.041944981,100
0.55,equal,0.9,Peak,0.00152361,429.9,578.4,9122.9,32009.4,0.066543398,100
0.55,modUnequal,0.9,Highest Growth,-0.342212518,91.6,217.7,6010.6,30519.7,-0.018058916,100
0.55,modUnequal,0.9,Peak,-0.344069193,242.8,578.4,6202.8,32009.4,-0.011625559,100
0.55,highUnequal,0.9,Highest Growth,-0.604748062,68.8,217.7,4825.8,30519.7,-0.050332886,100
0.55,highUnequal,0.9,Peak,-0.621111111,180,578.4,5157,32009.4,-0.067696677,100
0.55,equal,0.9,Highest Growth,-0.003799442,203.1,276.5,9711.1,31187.5,0.026090572,100
0.55,equal,0.9,Peak,0.00221331,448.8,602.9,9193.8,32297.9,0.067604122,100
0.55,modUnequal,0.9,Highest Growth,-0.375126828,111.7,276.5,6241.7,31187.5,-0.045409455,100
0.55,modUnequal,0.9,Peak,-0.360676348,247.9,602.9,6351.9,32297.9,-0.028297514,100
0.55,highUnequal,0.9,Highest Growth,-0.651154918,83.7,276.5,5076.7,31187.5,-0.08773786,100
0.55,highUnequal,0.9,Peak,-0.627569258,186.5,602.9,5329.5,32297.9,-0.083431464,100
0.55,equal,0.9,Highest Growth,0.002525782,190.7,256,10220.7,32648,0.029744572,100
0.55,equal,0.9,Peak,-0.009031199,406,559.1,9710,33511.1,0.050980606,100
0.55,modUnequal,0.9,Highest Growth,-0.383333333,102.4,256,6591.4,32648,-0.054732296,100
0.55,modUnequal,0.9,Peak,-0.38310982,223.7,559.1,6576.7,33511.1,-0.040504342,100
0.55,highUnequal,0.9,Highest Growth,-0.693878463,74.6,256,5265.6,32648,-0.103467879,100
0.55,highUnequal,0.9,Peak,-0.67336749,165.9,559.1,5454.9,33511.1,-0.098581574,100
0.55,equal,0.9,Highest Growth,-0.009893048,205.7,283.8,9264.7,30229.8,0.027161828,100
0.55,equal,0.9,Peak,-0.005529595,428,584.9,8904,31506.9,0.063795501,100
0.55,modUnequal,0.9,Highest Growth,-0.395397676,111.9,283.8,5944.9,30229.8,-0.048759963,100
0.55,modUnequal,0.9,Peak,-0.357984528,241.3,584.9,5999.3,31506.9,-0.011550478,100
0.55,highUnequal,0.9,Highest Growth,-0.660328638,85.2,283.8,4875.2,30229.8,-0.087192523,100
0.55,highUnequal,0.9,Peak,-0.650263356,177.2,584.9,5098.2,31506.9,-0.084108018,100
0.55,equal,0.9,Highest Growth,-0.011836409,146.3,202.7,9887.3,31197.7,0.010898868,100
0.55,equal,0.9,Peak,-0.007680492,434,595.9,9386,32565.9,0.054268045,100
0.55,modUnequal,0.9,Highest Growth,-0.366022544,82.8,202.7,6148.8,31197.7,-0.032493205,100
0.55,modUnequal,0.9,Peak,-0.375231962,240.7,595.9,6268.7,32565.9,-0.026553536,100
0.55,highUnequal,0.9,Highest Growth,-0.68557423,59.5,202.7,5028.5,31197.7,-0.099101538,100
0.55,highUnequal,0.9,Peak,-0.650461681,180.5,595.9,5390.5,32565.9,-0.09646474,100
0.55,equal,0.9,Highest Growth,0.013448391,199.9,261.8,9342.9,30084.8,0.043283848,100
0.55,equal,0.9,Peak,-0.000267209,417.9,564.5,8947.9,31276.5,0.063548898,100
0.55,modUnequal,0.9,Highest Growth,-0.325703704,112.5,261.8,5849.5,30084.8,-0.002468903,100
0.55,modUnequal,0.9,Peak,-0.348670062,235.6,564.5,5963.6,31276.5,-0.00685567,100
0.55,highUnequal,0.9,Highest Growth,-0.614227642,82,261.8,4760,30084.8,-0.055144483,100
0.55,highUnequal,0.9,Peak,-0.637668593,173,564.5,5054,31276.5,-0.077272272,100
0.55,equal,0.9,Highest Growth,0.026274196,187.7,238.6,9777.7,31092.6,0.050252428,100
0.55,equal,0.9,Peak,0.014078208,421.1,550.7,9365.1,32279.7,0.070586513,100
0.55,modUnequal,0.9,Highest Growth,-0.338239181,100.9,238.6,6225.9,31092.6,-0.023504787,100
0.55,modUnequal,0.9,Peak,-0.346384671,230.5,550.7,6293.5,32279.7,-0.015807947,100
0.55,highUnequal,0.9,Highest Growth,-0.600638485,75.7,238.6,5015.7,31092.6,-0.058450961,100
0.55,highUnequal,0.9,Peak,-0.615389824,172.3,550.7,5315.3,32279.7,-0.076293602,100
0.55,equal,0.9,Highest Growth,-0.009400306,152.3,209.9,9335.3,29445.9,0.013065858,100
0.55,equal,0.9,Peak,0.003278689,414.8,555.9,8952.8,31259.9,0.066178565,100
0.55,modUnequal,0.9,Highest Growth,-0.379972321,84.3,209.9,5828.3,29445.9,-0.042835438,100
0.55,modUnequal,0.9,Peak,-0.337505312,235.3,555.9,6029.3,31259.9,-0.005673797,100
0.55,highUnequal,0.9,Highest Growth,-0.698877942,60.9,209.9,4639.9,29445.9,-0.093098913,100
0.55,highUnequal,0.9,Peak,-0.620479492,173.1,555.9,4944.1,31259.9,-0.057924624,100
0.55,equal,0.9,Highest Growth,0.005437666,188.5,251.4,9854.5,31292.4,0.029999662,100
0.55,equal,0.9,Peak,-0.003035644,425.5,578.3,9381.5,32389.3,0.056337226,100
0.55,modUnequal,0.9,Highest Growth,-0.336116323,106.6,251.4,6272.6,31292.4,-0.022733946,100
0.55,modUnequal,0.9,Peak,-0.334561118,245.7,578.3,6280.7,32389.3,-0.00640934,100
0.55,highUnequal,0.9,Highest Growth,-0.627120823,77.8,251.4,5046.8,31292.4,-0.071150187,100
0.55,highUnequal,0.9,Peak,-0.649011783,175.4,578.3,5266.4,32389.3,-0.08608775,100
0.55,equal,0.9,Highest Growth,0.001777674,214.7,288.7,9147.7,29656.7,0.03523335,100
0.55,equal,0.9,Peak,0.00625879,426.6,567.9,8803.6,30741.9,0.068775667,100
0.55,modUnequal,0.9,Highest Growth,-0.342696321,121.4,288.7,5855.4,29656.7,-0.019528373,100
0.55,modUnequal,0.9,Peak,-0.351439458,236.2,567.9,5917.2,30741.9,-0.012783129,100
0.55,highUnequal,0.9,Highest Growth,-0.615706903,90.3,288.7,4710.3,29656.7,-0.057790741,100
0.55,highUnequal,0.9,Peak,-0.620701357,176.8,567.9,4983.8,30741.9,-0.070738285,100
0.55,equal,0.9,Highest Growth,-0.00544783,144.4,197.3,10340.4,32305.3,0.012655718,100
0.55,equal,0.9,Peak,0.000642758,407.1,548.8,9744.1,33625.8,0.059355147,100
0.55,modUnequal,0.9,Highest Growth,-0.307680492,86.8,197.3,6446.8,32305.3,-0.003604943,100
0.55,modUnequal,0.9,Peak,-0.334448256,233.2,548.8,6476.2,33625.8,-0.003245169,100
0.55,highUnequal,0.9,Highest Growth,-0.609044552,62.1,197.3,5321.1,32305.3,-0.073314933,100
0.55,highUnequal,0.9,Peak,-0.606197075,173.2,548.8,5567.2,33625.8,-0.074602569,100
0.55,equal,0.9,Highest Growth,0.002294337,241.9,324.9,9627.9,31983.9,0.045690454,100
0.55,equal,0.9,Peak,0.000811601,433.3,583.9,9196.3,32621.9,0.070113671,100
0.55,modUnequal,0.9,Highest Growth,-0.337063953,137.6,324.9,6272.6,31983.9,-0.01307086,100
0.55,modUnequal,0.9,Peak,-0.325431607,251,583.9,6254,32621.9,0.004022059,100
0.55,highUnequal,0.9,Highest Growth,-0.605555556,102.6,324.9,5197.6,31983.9,-0.064604744,100
0.55,highUnequal,0.9,Peak,-0.608365053,183.9,583.9,5342.9,32621.9,-0.07002538,100
0.55,equal,0.9,Highest Growth,-0.004794991,194.3,265.1,9768.3,31733.1,0.030005681,100
0.55,equal,0.9,Peak,-0.007126633,410.9,563.5,9334.9,32717.5,0.058720281,100
0.55,modUnequal,0.9,Highest Growth,-0.358478195,109.3,265.1,6226.3,31733.1,-0.02589058,100
0.55,modUnequal,0.9,Peak,-0.358929084,232.2,563.5,6289.2,32717.5,-0.016495007,100
0.55,highUnequal,0.9,Highest Growth,-0.734539768,74.6,265.1,5134.6,31733.1,-0.124996255,100
0.55,highUnequal,0.9,Peak,-0.681526104,166,563.5,5348,32717.5,-0.104877507,100
0.55,equal,0.9,Highest Growth,-0.013421123,250.6,348.4,9412.6,30809.4,0.025259727,100
0.55,equal,0.9,Peak,-0.001083913,416.7,563.9,9080.7,31418.9,0.058882772,100
0.55,modUnequal,0.9,Highest Growth,-0.367840376,142,348.4,6001,30809.4,-0.027892471,100
0.55,modUnequal,0.9,Peak,-0.358458781,232.5,563.9,6025.5,31418.9,-0.015137391,100
0.55,highUnequal,0.9,Highest Growth,-0.651834282,105.4,348.4,4949.4,30809.4,-0.081015073,100
0.55,highUnequal,0.9,Peak,-0.654386996,170.2,563.9,5071.2,31418.9,-0.084764171,100
0.55,equal,0.9,Highest Growth,0.020275822,227.2,292.9,10311.2,33151.9,0.049030045,100
0.55,equal,0.9,Peak,0.015939279,421.6,549,9756.6,33767,0.073748912,100
0.55,modUnequal,0.9,Highest Growth,-0.325483188,125.9,292.9,6769.9,33151.9,-0.025080792,100
0.55,modUnequal,0.9,Peak,-0.326081425,235.8,549,6689.8,33767,-0.011263617,100
0.55,highUnequal,0.9,Highest Growth,-0.610079624,92.1,292.9,5568.1,33151.9,-0.084143987,100
0.55,highUnequal,0.9,Peak,-0.621428571,170.8,549,5701.8,33767,-0.092755184,100
0.55,equal,0.9,Highest Growth,0.005094705,241.1,321.8,9692.1,31446.8,0.038632235,100
0.55,equal,0.9,Peak,0.003750597,418.6,560.4,9306.6,32148.4,0.06244746,100
0.55,modUnequal,0.9,Highest Growth,-0.293874249,144.2,321.8,6118.2,31446.8,0.015821823,100
0.55,modUnequal,0.9,Peak,-0.320309278,242.5,560.4,6138.5,32148.4,0.008745365,100
0.55,highUnequal,0.9,Highest Growth,-0.686299435,94.4,321.8,5115.4,31446.8,-0.104519964,100
0.55,highUnequal,0.9,Peak,-0.610760931,176.1,560.4,5243.1,32148.4,-0.069000228,100
0.55,equal,0.9,Highest Growth,0.011498065,241.2,317.3,9425.2,30735.3,0.046590718,100
0.55,equal,0.9,Peak,0.007818406,432.1,573.2,9044.1,31554.2,0.069784255,100
0.55,modUnequal,0.9,Highest Growth,-0.328268335,135.9,317.3,6126.9,30735.3,-0.015429548,100
0.55,modUnequal,0.9,Peak,-0.331778505,244.4,573.2,6182.4,31554.2,-0.009520517,100
0.55,highUnequal,0.9,Highest Growth,-0.69095649,92.7,317.3,4977.7,30735.3,-0.10434687,100
0.55,highUnequal,0.9,Peak,-0.656991116,172.6,573.2,5170.6,31554.2,-0.094188247,100
0.55,equal,0.9,Highest Growth,0.012540297,206.8,271.4,9327.8,30181.4,0.044398873,100
0.55,equal,0.9,Peak,0.017548249,419.7,544.5,8981.7,31397.5,0.078873137,100
0.55,modUnequal,0.9,Highest Growth,-0.307677275,119.4,271.4,5966.4,30181.4,0.000656461,100
0.55,modUnequal,0.9,Peak,-0.305620316,240.2,544.5,6006.2,31397.5,0.016359735,100
0.55,highUnequal,0.9,Highest Growth,-0.561931394,89.4,271.4,4753.4,30181.4,-0.028120434,100
0.55,highUnequal,0.9,Peak,-0.568518519,178.2,544.5,4946.2,31397.5,-0.031356442,100
0.55,equal,0.9,Highest Growth,0.010891089,202,266.1,9372,30009.1,0.038591922,100
0.55,equal,0.9,Peak,0.002806851,420.4,564,9044.4,31275,0.062029379,100
0.55,modUnequal,0.9,Highest Growth,-0.316637857,115.7,266.1,5905.7,30009.1,-0.002616025,100
0.55,modUnequal,0.9,Peak,-0.335296575,239.4,564,6014.4,31275,-0.003053978,100
0.55,highUnequal,0.9,Highest Growth,-0.609737157,83.7,266.1,4792.7,30009.1,-0.057746211,100
0.55,highUnequal,0.9,Peak,-0.627981651,174.4,564,5053.4,31275,-0.072539326,100
0.55,equal,0.9,Highest Growth,-0.009873087,178.6,246.4,9667.6,30665.4,0.015060062,100
0.55,equal,0.9,Peak,-0.009181287,427.5,588.9,9253.5,31980.9,0.051415154,100
