"","t","Label_testingDiff","Covid_propInfect.2.5.","Covid_propInfect.50.","Covid_propInfect.97.5.","NonCovid_cumSymptInfect_unvac.2.5.","NonCovid_cumSymptInfect_unvac.50.","NonCovid_cumSymptInfect_unvac.97.5.","NonCovid_cumSymptInfect_vac.2.5.","NonCovid_cumSymptInfect_vac.50.","NonCovid_cumSymptInfect_vac.97.5.","NonCovid_cumSymptInfect_tested_unvac.2.5.","NonCovid_cumSymptInfect_tested_unvac.50.","NonCovid_cumSymptInfect_tested_unvac.97.5.","NonCovid_cumSymptInfect_tested_vac.2.5.","NonCovid_cumSymptInfect_tested_vac.50.","NonCovid_cumSymptInfect_tested_vac.97.5.","VE_symptOR_observed.2.5.","VE_symptOR_observed.50.","VE_symptOR_observed.97.5.","VE_symptOR.2.5.","VE_symptOR.50.","VE_symptOR.97.5.","VE_symptRR_observed.2.5.","VE_symptRR_observed.50.","VE_symptRR_observed.97.5.","VE_symptRR.2.5.","VE_symptRR.50.","VE_symptRR.97.5.","VE_symptRR_timeDep.2.5.","VE_symptRR_timeDep.50.","VE_symptRR_timeDep.97.5.","VE_symptOR_timeDep.2.5.","VE_symptOR_timeDep.50.","VE_symptOR_timeDep.97.5.","VacStatus_coef_timeDep_VeRR.2.5.","VacStatus_coef_timeDep_VeRR.50.","VacStatus_coef_timeDep_VeRR.97.5.","Intercept_coef_timeDep_VeOR.2.5.","Intercept_coef_timeDep_VeOR.50.","Intercept_coef_timeDep_VeOR.97.5.","VacStatus_coef_timeDep_VeOR.2.5.","VacStatus_coef_timeDep_VeOR.50.","VacStatus_coef_timeDep_VeOR.97.5.","TimeStep_coef_timeDep_VeOR.2.5.","TimeStep_coef_timeDep_VeOR.50.","TimeStep_coef_timeDep_VeOR.97.5.","Stats_sampleSizeCovid_unvac.2.5.","Stats_sampleSizeCovid_unvac.50.","Stats_sampleSizeCovid_unvac.97.5.","Stats_sampleSizeCovid_vac.2.5.","Stats_sampleSizeCovid_vac.50.","Stats_sampleSizeCovid_vac.97.5.","Stats_sampleSizeNonCovid_unvac.2.5.","Stats_sampleSizeNonCovid_unvac.50.","Stats_sampleSizeNonCovid_unvac.97.5.","Stats_sampleSizeNonCovid_vac.2.5.","Stats_sampleSizeNonCovid_vac.50.","Stats_sampleSizeNonCovid_vac.97.5.","t_highChange.2.5.","t_highChange.50.","t_highChange.97.5.","totalNum_sims"
"21",40,"equal",0.0037375,0.00793,0.01456125,13514.85,13698.5,13833.675,41090.075,41308.5,41536.625,7106.75,7250,7365.8,21631.8,21815,21974.575,0.388161676505025,0.558003593899798,0.641936650136681,0.461176110622027,0.552947888240572,0.629438618998412,0.390997474747474,0.558569704745758,0.638100358422939,0.462291666666667,0.550981304270778,0.627153633071854,0.39129887043833,0.559316523353983,0.638806306180123,0.394687870955237,0.563229352712377,0.644574853054651,-1.01834284295125,-0.819428453641459,-0.496561323267361,-7.64018206468712,-6.7909245600417,-6.20677523501546,-1.03444343511089,-0.828347330456252,-0.502053653204567,0.0755630088023867,0.0945759109646452,0.110537636329376,43.475,101.5,181.625,68.95,134,229.525,7106.75,7250,7365.8,21631.8,21815,21974.575,65,73,80.525,100
"22",41,"equal",0.00419875,0.00862,0.016057,13690.9,13887,14020.525,41675.85,41879.5,42093.675,7228.65,7371,7499.975,21997.65,22203,22345.15,0.399062905252012,0.55722715482448,0.639589501048692,0.469646938126784,0.554006847362922,0.620741968280766,0.397964943553178,0.558523915536666,0.638182841568906,0.470310448639594,0.55356871182978,0.617737788097695,0.398385543057725,0.559084895457528,0.638838285960637,0.400551706691948,0.555869602602061,0.646998051459172,-1.01845546616122,-0.818908226918946,-0.508139189405826,-7.70725284134805,-6.76616699592681,-6.16195126967366,-1.04129956319082,-0.81163876633742,-0.511754637691,0.0755867402665194,0.0946517222205006,0.110130598693789,51,112,200.15,77.475,151,254,7228.65,7371,7499.975,21997.65,22203,22345.15,65,73,80.525,100
"23",42,"equal",0.004558,0.009605,0.017685,13840.5,14059.5,14212.625,42214.675,42443.5,42671.775,7356.7,7496.5,7620.775,22376.8,22584.5,22727.1,0.41483945325719,0.548572039816716,0.641046448255997,0.47198393600477,0.552604372258048,0.617829073206497,0.419911504424779,0.548830396760436,0.637619047619048,0.473446178000196,0.550224741501962,0.611572277062071,0.420448324315599,0.549623553830681,0.638249806430071,0.414445875245855,0.551636983925805,0.647685783607727,-1.01681338882347,-0.797682476112342,-0.545501940967949,-7.73159550899226,-6.77514421701084,-6.16293175010141,-1.04327559507793,-0.802152323197701,-0.535201143780702,0.078141592296177,0.0950738594356905,0.108904181066849,56.95,124.5,217.625,82.475,165,281.775,7356.7,7496.5,7620.775,22376.8,22584.5,22727.1,65,73,80.525,100
"24",43,"equal",0.00490475,0.010495,0.01946375,14002.375,14235,14398.625,42755.975,42996.5,43222.3,7465.125,7616,7745.1,22751.275,22952.5,23114.65,0.421325425296637,0.558440129737771,0.646951418971494,0.47101705856462,0.553748285697907,0.617700292913368,0.420487215741722,0.554399289800749,0.640960591133005,0.473005148005148,0.548912705809258,0.613642136395268,0.421063491438086,0.554929429372432,0.641733068119297,0.425954191493424,0.559118867940074,0.643260911900479,-1.02652377124832,-0.80952312761942,-0.546685274681427,-7.69007756898151,-6.76826152941006,-6.14300239032719,-1.03076821937369,-0.818979998947662,-0.555227997631696,0.0807800502706031,0.0952932296859861,0.107326061314308,64.475,136,234.775,90.475,183.5,315.3,7465.125,7616,7745.1,22751.275,22952.5,23114.65,65,73,80.525,100
"25",44,"equal",0.005435,0.011665,0.02146625,14162.15,14407,14573.525,43288.475,43520.5,43753.05,7576.7,7733,7856.525,23116.95,23310,23482.775,0.438242356303951,0.553567620638457,0.639449964786879,0.482065924593731,0.553986105908761,0.622261156212685,0.432720588235294,0.550822890559733,0.637540370559238,0.480044241165797,0.550148883119024,0.615778714251901,0.43317322201831,0.551871923125572,0.638022463094262,0.436506765262275,0.558121243239029,0.63722966201291,-1.01619230387482,-0.802676775880713,-0.56770420232209,-7.63583974895505,-6.74023940977018,-6.12482803222128,-1.01402024765132,-0.816719843138504,-0.57364102193377,0.0787549681619954,0.0948645346335396,0.105798706866684,70.85,148,262.625,99.95,203.5,348.525,7576.7,7733,7856.525,23116.95,23310,23482.775,65,73,80.525,100
"26",45,"equal",0.005987,0.01278,0.02348425,14305.4,14567.5,14755.15,43797.375,44046,44290.525,7688.9,7845,7962.675,23464.475,23672,23830.825,0.43267081066898,0.561180686261278,0.627081201423335,0.483246755330277,0.55530646514021,0.612244901208805,0.423966109728641,0.555479788010384,0.623820364238411,0.481838235294118,0.551269233450084,0.606990731490731,0.424502213440109,0.556243395920323,0.624326788731437,0.43961581813215,0.560369787584982,0.632237033428617,-0.979039127739812,-0.812480493661225,-0.552748038585078,-7.60940589735696,-6.74808526920103,-6.15598511552562,-1.00031668753502,-0.821821485005253,-0.579463813333895,0.0796957814382902,0.0950592989074613,0.106021646403472,78.475,164,290.625,109.325,221,386.525,7688.9,7845,7962.675,23464.475,23672,23830.825,65,73,80.525,100
"27",46,"equal",0.00666825,0.013985,0.0257615,14461.225,14726.5,14911.3,44270.125,44564.5,44800.875,7796,7962,8076.05,23810.475,24021,24186.25,0.444109622109694,0.559107920949199,0.632681125150568,0.491092467903121,0.554258584228835,0.60778746591432,0.444467658960125,0.555923473142017,0.63070397666206,0.491484585424078,0.551852930006742,0.604808567258992,0.445027828928769,0.556719947550507,0.631466804872429,0.449971365540089,0.559348890266395,0.633409988875798,-0.998236602311103,-0.813553934835278,-0.588840321771195,-7.53986551782787,-6.70454614294855,-6.14062669650303,-1.00351194864169,-0.819504762084729,-0.59782752752451,0.0813805682215478,0.0943606104845148,0.105296806657868,86.95,179.5,321.675,122.425,243,426.575,7796,7962,8076.05,23810.475,24021,24186.25,65,73,80.525,100
"28",47,"equal",0.0073425,0.01541,0.0282775,14578,14877,15063.225,44725.65,45064,45326.55,7891.85,8073,8182.575,24158.475,24371,24536.1,0.44976475749175,0.553579936308185,0.633362505393421,0.498147036599079,0.556490121232755,0.603901691713066,0.448036649214659,0.551846815508191,0.62751554001554,0.495315221579961,0.553139817895477,0.594811916080726,0.448839093383266,0.553119279533729,0.62860566123866,0.455285884420141,0.55504885076035,0.635811918187255,-0.990490989369681,-0.805464308550869,-0.595752071519855,-7.60103694817908,-6.68445446476998,-6.10780169707521,-1.01008543552866,-0.809822608424935,-0.607539272093576,0.0808125302856234,0.0941235795423339,0.105539272196133,96.375,196,353.525,133.475,270,468.15,7891.85,8073,8182.575,24158.475,24371,24536.1,65,73,80.525,100
"29",48,"equal",0.00823625,0.01702,0.03087375,14703.7,15030.5,15207.4,45166.1,45530.5,45823.05,7984.8,8173.5,8298.3,24491.025,24721.5,24894.775,0.472749115581401,0.558433745543037,0.629659192762045,0.508842602641276,0.55590353950233,0.599571246912203,0.473160173160173,0.55225779565762,0.626236113697015,0.50516002719112,0.550765927577521,0.593932250742099,0.473956053567804,0.554189091861449,0.62733834831153,0.480142666618475,0.558262934541572,0.631496719667554,-0.987091097056438,-0.807861298950829,-0.642382705448422,-7.52858589451089,-6.6643513284981,-6.10868903853778,-0.998317490935894,-0.817068669435965,-0.65420117238102,0.0814655370708968,0.0942772526309134,0.105378774680795,106.375,216.5,396.625,145.95,298.5,534.65,7984.8,8173.5,8298.3,24491.025,24721.5,24894.775,65,73,80.525,100
"30",49,"equal",0.00920875,0.018735,0.0337895,14805.55,15170,15344.925,45585.9,45997,46303.2,8076.475,8284.5,8412.5,24790.4,25057,25229.525,0.485635174450169,0.55793588261753,0.627405198420427,0.505371672635578,0.554860818204359,0.601110714837085,0.482513425393172,0.552630636033274,0.622826086956522,0.500927734375,0.552439560956277,0.595221400278062,0.48386624126123,0.554287810430264,0.623622665659175,0.48793474726274,0.556704895207565,0.630452345918566,-0.977165181240303,-0.808081921381963,-0.661391124569629,-7.55069168938554,-6.63154493173315,-6.08061140631526,-0.995876621863077,-0.813534017360972,-0.669335854280804,0.0824059934847495,0.093830388295787,0.104016341549039,118.95,235.5,439.675,161.8,326.5,592.575,8076.475,8284.5,8412.5,24790.4,25057,25229.525,65,73,80.525,100
"31",50,"equal",0.01009075,0.02053,0.03664175,14912.95,15307.5,15487.125,46018.8,46452.5,46767.025,8153.175,8389.5,8518.775,25122.575,25385,25565.05,0.487576271712591,0.556203575777645,0.630222050872257,0.504263656913165,0.556039549636854,0.601204993096017,0.482835467045993,0.552053012943581,0.627219498910675,0.499419434353918,0.548785695474857,0.593833554333413,0.484143815928509,0.552963907573138,0.628019470077449,0.496981077000636,0.560936081275157,0.630329531875901,-0.988974397627638,-0.805115953745449,-0.661942449821897,-7.51780121896709,-6.61004103840625,-6.06252762237526,-0.995225651786998,-0.823110289057988,-0.687127785282041,0.0834410282445122,0.0938257414117091,0.105913779988868,127.475,259.5,479.525,176.325,360,663.6,8153.175,8389.5,8518.775,25122.575,25385,25565.05,65,73,80.525,100
"32",51,"equal",0.0110445,0.022475,0.0401745,15024,15438.5,15617.4,46421.775,46888,47234.675,8242.7,8479,8619.4,25441.575,25709.5,25878.275,0.497342024204932,0.559977924717639,0.62618397311158,0.504960180923799,0.558521853601398,0.604720172695642,0.495925925925926,0.553476283300845,0.618200549450549,0.498810998257765,0.550777453838678,0.596892827826801,0.497559725593202,0.554583470912106,0.619478951534782,0.499151246444792,0.563771775756885,0.62840976308111,-0.966598336838879,-0.808748063981274,-0.68827850338621,-7.50760218378955,-6.59038182203981,-6.00754512708962,-0.990465261071191,-0.8295898150401,-0.691452869093484,0.0841650748049087,0.0935971946383571,0.104924663602084,139.475,287,520.2,196.95,398,728.75,8242.7,8479,8619.4,25441.575,25709.5,25878.275,65,73,80.525,100
"33",52,"equal",0.012091,0.02455,0.04388575,15116.05,15562,15743.25,46812.075,47331,47704.625,8315.875,8577,8722.25,25723.075,26027,26209.875,0.498917955569661,0.561124559931477,0.62093942575648,0.509520164935701,0.557353637280327,0.599097847069546,0.497351046206906,0.555426656354731,0.612576890062889,0.502181406381393,0.549954709272072,0.59412172917152,0.498840646613506,0.556729437018273,0.614393756201209,0.502929603430896,0.564387630076693,0.624534252885957,-0.952948208510079,-0.813575122869172,-0.690831408615841,-7.44987225154549,-6.56322416261948,-5.98303780485125,-0.97959561997126,-0.831003715215205,-0.699023768116287,0.0836406658189031,0.0937103236701756,0.104864297869039,153.8,319.5,576.925,217.275,444,791.05,8315.875,8577,8722.25,25723.075,26027,26209.875,65,73,80.525,100
"34",53,"equal",0.0132885,0.026865,0.04789225,15212.2,15667,15871,47198.6,47739,48130.875,8377.45,8666,8830.675,26030.825,26336,26537.2,0.48848733911321,0.561288431973908,0.624300307180085,0.515998367997021,0.55734339252246,0.597490269891975,0.487562298446203,0.556042889523508,0.616560758516443,0.508753465003465,0.549043978116365,0.591900228407414,0.488937749000715,0.55836214758494,0.618708562444938,0.495411912822701,0.564524432554637,0.631221906910051,-0.964213154714596,-0.817265392100124,-0.67135586312963,-7.42514855457095,-6.56013933650153,-5.98653825804454,-0.997571337294622,-0.831316746275042,-0.684238339524691,0.0847048161857932,0.0934057441639295,0.102826504394277,170.125,349,632.725,239.325,481.5,869,8377.45,8666,8830.675,26030.825,26336,26537.2,65,73,80.525,100
"35",54,"equal",0.014474,0.029655,0.05219325,15277.05,15780.5,16018.8,47504.65,48161.5,48552.2,8446.375,8752.5,8918.575,26305.675,26636.5,26860.775,0.505064885252909,0.561185211403944,0.617123044878587,0.517569050974575,0.560624214345337,0.598807856722658,0.499181395734794,0.553920027937838,0.608821509983247,0.513288161477174,0.550032275255387,0.5917182924082,0.50090100127029,0.555398057200342,0.610780957542953,0.509586012595172,0.566073760869734,0.616308099733401,-0.943613177502155,-0.810575991648048,-0.695058551136561,-7.37700017556016,-6.53816387431103,-5.95043007227487,-0.957915520007205,-0.834882476256875,-0.712506557183556,0.0844081379747719,0.0927522489431387,0.101455702558241,185.7,387,696.725,264.75,530.5,957.775,8446.375,8752.5,8918.575,26305.675,26636.5,26860.775,65,73,80.525,100
"36",55,"equal",0.01584825,0.03216,0.05661975,15326.35,15871.5,16147.15,47826,48524,48974.025,8520.075,8844.5,9013.3,26565.1,26934.5,27163.225,0.494049016383112,0.561931310073574,0.615777207979352,0.521824759207386,0.559123028069727,0.59695689033736,0.488211759049385,0.55412592211357,0.606667697685608,0.511243292196108,0.549643596995121,0.583567538284506,0.489953827119806,0.555749616299457,0.608646935258524,0.498505527425336,0.568200767010098,0.61288379118288,-0.938221348253106,-0.811367167503427,-0.673487623441,-7.35062330663357,-6.52431029288353,-5.93792116875381,-0.949030349965013,-0.839794850820611,-0.69042439133905,0.0843735798958515,0.0925965971894477,0.101692012129644,206.75,423.5,758.15,296.5,583,1049,8520.075,8844.5,9013.3,26565.1,26934.5,27163.225,65,73,80.525,100
"37",56,"equal",0.01738875,0.03495,0.06155575,15367.25,15970,16258.9,48119.825,48921,49391.3,8573.8,8924,9115.575,26795.525,27225.5,27477.625,0.507787490440688,0.563314508480519,0.61840093522785,0.523728838117724,0.560797999529437,0.593421693077594,0.500684210526316,0.552775200989487,0.609387965893108,0.513705365874861,0.550113415901794,0.584443506706898,0.502571960031248,0.556267722685757,0.612412575134839,0.514594583266056,0.566979882012607,0.624702001910069,-0.94783304677312,-0.812534001972423,-0.698368414869632,-7.31495354343754,-6.51090530089001,-5.92658267205271,-0.980066632002773,-0.83697109980319,-0.72278752357878,0.0846873024757692,0.0926876420269028,0.101689115437966,226.125,468.5,831.1,325.875,647,1144.325,8573.8,8924,9115.575,26795.525,27225.5,27477.625,65,73,80.525,100
"38",57,"equal",0.01910825,0.038165,0.066977,15403.2,16046.5,16380.05,48376.45,49256.5,49795.4,8624.9,9000.5,9198.975,27047.75,27501,27783.975,0.517283426664199,0.563185272273311,0.615275783842361,0.51838037132684,0.561893697354489,0.591782662515979,0.510317151780967,0.552224222599758,0.605680244261033,0.509824702530585,0.550068347119391,0.583896477081408,0.513758345651218,0.555847316950005,0.608639746663663,0.520002891061525,0.568797450233099,0.618183663990746,-0.938127124868407,-0.81158693397998,-0.721049997645894,-7.31821158655166,-6.48839439127075,-5.91478594260633,-0.962862096455165,-0.841177543511678,-0.733982840010708,0.0853126182980225,0.0925967940865026,0.100614485355468,251.175,522,910.05,355.475,704.5,1261.725,8624.9,9000.5,9198.975,27047.75,27501,27783.975,65,73,80.525,100
"39",58,"equal",0.020909,0.04171,0.071966,15411.55,16095.5,16499.875,48687.025,49592,50176.45,8675.45,9072,9284.725,27316.15,27759.5,28064.15,0.514441842023207,0.559365591042478,0.604178498292073,0.522510870440845,0.561047191403643,0.592922364041296,0.507787385853914,0.550041681094738,0.597112075350045,0.511519136346469,0.548973435528058,0.577709113329492,0.510594733035743,0.55296092697545,0.600890427768502,0.514584883413801,0.565443009218712,0.613239622385552,-0.91854843717358,-0.805109739313797,-0.714568341117246,-7.31781204153706,-6.49031633640252,-5.91842346387918,-0.949996072548158,-0.833428343181495,-0.722780069217069,0.0864352718678094,0.0925895366007811,0.101197969501717,274.275,571,1000.525,387.05,773.5,1383.475,8675.45,9072,9284.725,27316.15,27759.5,28064.15,65,73,80.525,100
