VE_susc,t,Label_testingDiff,Covid_cumPropSymptInfect_unvac.2.5.,Covid_cumPropSymptInfect_unvac.50.,Covid_cumPropSymptInfect_unvac.97.5.,Covid_cumPropSymptInfect_vac.2.5.,Covid_cumPropSymptInfect_vac.50.,Covid_cumPropSymptInfect_vac.97.5.,NonCovid_cumPropSymptInfect_unvac.2.5.,NonCovid_cumPropSymptInfect_unvac.50.,NonCovid_cumPropSymptInfect_unvac.97.5.,NonCovid_cumPropSymptInfect_vac.2.5.,NonCovid_cumPropSymptInfect_vac.50.,NonCovid_cumPropSymptInfect_vac.97.5.,CumProp_falseNeg_vac.2.5.,CumProp_falseNeg_vac.50.,CumProp_falseNeg_vac.97.5.,CumProp_falseNeg_unvac.2.5.,CumProp_falseNeg_unvac.50.,CumProp_falseNeg_unvac.97.5.,VE_symptOR_observed.2.5.,VE_symptOR_observed.50.,VE_symptOR_observed.97.5.,VE_symptOR.2.5.,VE_symptOR.50.,VE_symptOR.97.5.,VE_symptRR_observed.2.5.,VE_symptRR_observed.50.,VE_symptRR_observed.97.5.,VE_symptRR.2.5.,VE_symptRR.50.,VE_symptRR.97.5.,t_highChange.2.5.,t_highChange.50.,t_highChange.97.5.,totalNum_sims
0.55,31,highUnequal,0.001379,0.00316,0.005585,0.000645667,0.001453333,0.002414667,0.467059,0.47394,0.479348,0.471877333,0.474126667,0.476808,0,5.50E-05,0.000165276,0,0,0.000761585,0.054042714,0.498911594,0.701543108,0.368235166,0.534647404,0.656662656,-1.148958333,-0.126602564,0.32251634,0.365488215,0.536141939,0.660035211,65,73,80,100
0.55,32,highUnequal,0.001535,0.00356,0.006155,0.000679333,0.001613333,0.002767667,0.476302,0.48314,0.488033,0.481304,0.483573333,0.48572,0,5.38E-05,0.000162113,0,0,0.000741513,0.066952551,0.492770245,0.675156141,0.367581851,0.533350768,0.664109276,-1.063636364,-0.141544118,0.265735294,0.368169935,0.532773109,0.661941721,65,73,80,100
0.55,33,highUnequal,0.001754,0.00392,0.006951,0.000771333,0.001773333,0.003137333,0.485356,0.49174,0.497004,0.49,0.4928,0.494781667,0,5.26E-05,0.000185125,0,0.000169722,0.000735191,0.115604138,0.502044878,0.676369771,0.372313213,0.530243837,0.6530204,-0.987777778,-0.125,0.271180556,0.372578985,0.533050252,0.650735628,65,73,80,100
0.55,34,highUnequal,0.001998,0.00434,0.007553,0.000905333,0.001986667,0.003455,0.493514,0.50018,0.505465,0.498858667,0.50144,0.503695667,0,5.15E-05,0.000205292,0,0.000339221,0.001038205,0.085973494,0.49216107,0.674559252,0.36513341,0.536253197,0.646254082,-1.058712121,-0.128618693,0.26874063,0.365205314,0.535218254,0.648344646,65,73,80,100
0.55,35,highUnequal,0.002213,0.00478,0.008492,0.000958667,0.0022,0.003684333,0.501784,0.5085,0.514141,0.507593,0.51014,0.512483333,0,5.06E-05,0.000202236,0,0.000333556,0.001018128,0.084487468,0.480663805,0.6551479,0.395904478,0.551936902,0.64203489,-1.071611722,-0.148674242,0.236004274,0.394891026,0.549652325,0.644105505,65,73,80,100
0.55,36,highUnequal,0.002476,0.00534,0.00944,0.001085667,0.002453333,0.004156667,0.510375,0.51702,0.522924,0.516016667,0.518473333,0.520828,0,9.76E-05,0.000197978,0,0.000325999,0.000995239,0.107380984,0.472101472,0.666122515,0.398257933,0.547897342,0.627915123,-1.001111111,-0.175602176,0.254351852,0.401233766,0.547344633,0.626491347,65,73,80,100
0.55,37,highUnequal,0.002695,0.00586,0.010406,0.001191667,0.002726667,0.004537,0.518072,0.5253,0.53104,0.52417,0.526753333,0.529489667,0,9.59E-05,0.000239606,0,0.000319591,0.000990472,0.167645825,0.482635171,0.65238762,0.413912946,0.553501724,0.628795265,-0.85962963,-0.145444256,0.219342105,0.411985931,0.550516443,0.625254186,65,73,80,100
0.55,38,highUnequal,0.003015,0.00652,0.011625,0.001279333,0.002986667,0.004998,0.525615,0.53324,0.538707,0.531985333,0.534806667,0.537792,0,9.44E-05,0.000260499,0,0.000313234,0.00096937,0.179156881,0.492804138,0.632782474,0.420165446,0.550086942,0.623552028,-0.844270833,-0.129885057,0.17989899,0.417952272,0.547111262,0.624015129,65,73,80,100
0.55,39,highUnequal,0.003297,0.0072,0.012625,0.001397333,0.003306667,0.005535667,0.533122,0.5406,0.546071,0.539835667,0.542773333,0.545692333,0,9.29E-05,0.000257168,0,0.00030722,0.00126298,0.1921462,0.499707369,0.624445653,0.418170369,0.552530043,0.623090805,-0.810666667,-0.123397436,0.164404762,0.419261977,0.551169266,0.61802545,65,73,80,100
0.55,40,highUnequal,0.003579,0.00786,0.013791,0.001556667,0.003633333,0.006219333,0.540126,0.54808,0.554466,0.547433,0.550366667,0.553447667,0,9.18E-05,0.00025259,0,0.000304414,0.00137299,0.231926134,0.477430538,0.614939641,0.418446302,0.546746865,0.613095815,-0.724358974,-0.14021164,0.1525,0.42026464,0.547403577,0.609724717,65,73,80,100
0.55,41,highUnequal,0.004,0.00874,0.015429,0.001704,0.004013333,0.006857333,0.547013,0.55512,0.562512,0.555259,0.558106667,0.561172333,0,0.000133657,0.000291168,0,0.000581058,0.001466073,0.224257464,0.477443759,0.622005004,0.413154688,0.551219307,0.617774015,-0.701221149,-0.145820304,0.159092478,0.414902146,0.548145422,0.61273751,65,73,80,100
0.55,42,highUnequal,0.004377,0.00962,0.017067,0.001885,0.00444,0.007572333,0.553757,0.56232,0.569479,0.562631333,0.565826667,0.568627333,0,0.000131761,0.000286237,0,0.000572738,0.001450509,0.301742681,0.479881119,0.616868097,0.435187267,0.552895735,0.615280918,-0.542357911,-0.145790021,0.148731884,0.43437513,0.549524558,0.609405456,65,73,80,100
0.55,43,highUnequal,0.004878,0.01062,0.018802,0.002091333,0.004853333,0.008275333,0.560983,0.56926,0.576242,0.569783333,0.573066667,0.576043,0,0.000130626,0.000324479,0,0.000564972,0.00145433,0.296343785,0.486843466,0.616258289,0.440029572,0.549486157,0.60976744,-0.55245098,-0.131519274,0.15545098,0.4407734,0.546801861,0.606267427,65,73,80,100
0.55,44,highUnequal,0.005518,0.01178,0.020882,0.002390333,0.005373333,0.009125667,0.567363,0.57608,0.584205,0.577059,0.580033333,0.582796333,2.01E-05,0.000169657,0.000363563,0,0.000556406,0.001540633,0.335291759,0.481534411,0.605017701,0.44902586,0.55160314,0.608679127,-0.464767157,-0.128685897,0.137563649,0.449890639,0.547981938,0.60487485,65,73,80,100
0.55,45,highUnequal,0.006139,0.01316,0.022829,0.002643,0.0059,0.010080667,0.573294,0.58264,0.590573,0.583712333,0.586893333,0.589807667,4.18E-05,0.000168503,0.000399173,0,0.000803322,0.001613484,0.332404014,0.484944683,0.6068008,0.472807415,0.552567848,0.60749646,-0.463240495,-0.131230336,0.143661836,0.473013874,0.548845918,0.601442611,65,73,80,100
0.55,46,highUnequal,0.00664,0.0147,0.025064,0.00294,0.006553333,0.011069,0.57952,0.5887,0.596839,0.590238667,0.593793333,0.596984333,4.12E-05,0.000206062,0.000393115,0,0.000798086,0.001860473,0.354013481,0.480142408,0.596756565,0.474849718,0.551686973,0.602980633,-0.402121212,-0.131635802,0.123045323,0.474274834,0.546833734,0.598543918,65,73,80,100
0.55,47,highUnequal,0.00736,0.01626,0.027694,0.003265667,0.00722,0.012041333,0.584625,0.59486,0.602863,0.596577,0.60042,0.603815667,4.07E-05,0.000203322,0.000468789,0,0.000813968,0.001984673,0.340432522,0.484428063,0.608298974,0.481514227,0.554559712,0.60301453,-0.439738787,-0.119309032,0.148104457,0.480464995,0.54865397,0.597541134,65,73,80,100
0.55,48,highUnequal,0.008076,0.01796,0.030525,0.003675333,0.007973333,0.013167333,0.590014,0.60072,0.609467,0.602724,0.606946667,0.610544333,4.01E-05,0.000239411,0.000479243,0,0.001018986,0.00204806,0.341862304,0.487852145,0.592696576,0.492303764,0.553759285,0.60595179,-0.433673469,-0.11914796,0.117779356,0.488915094,0.548649291,0.601584573,65,73,80,100
0.55,49,highUnequal,0.008899,0.01998,0.033699,0.004044333,0.00882,0.014670667,0.594863,0.60624,0.615465,0.608486333,0.613346667,0.617094667,5.81E-05,0.000255657,0.000510349,0,0.001014972,0.002155766,0.335183803,0.481911365,0.592773796,0.496743769,0.552925821,0.603731392,-0.42420977,-0.118258427,0.117166667,0.493815327,0.549064682,0.595525984,65,73,80,100
0.55,50,highUnequal,0.01008,0.02184,0.036671,0.004510333,0.009773333,0.016192,0.599847,0.61204,0.621229,0.614710333,0.619366667,0.623290333,7.77E-05,0.000272793,0.000545784,0,0.001112584,0.002489644,0.361537434,0.478282329,0.578103437,0.496286909,0.556949999,0.597990546,-0.375673401,-0.131111111,0.087883436,0.495983112,0.549328236,0.591823942,65,73,80,100
0.55,51,highUnequal,0.011095,0.02386,0.040402,0.004912667,0.01068,0.017908,0.603639,0.61756,0.627164,0.620178,0.62534,0.629414667,9.50E-05,0.000307226,0.000612369,0.000115152,0.001215806,0.002701894,0.335806143,0.484142631,0.57257227,0.498629755,0.557278636,0.59345418,-0.412206736,-0.110401517,0.075747863,0.496575588,0.5503787,0.58786433,65,73,80,100
0.55,52,highUnequal,0.012238,0.0264,0.044271,0.005502,0.011766667,0.019621,0.607702,0.62188,0.632753,0.625711333,0.63094,0.635468667,0.000113787,0.000340832,0.00065907,0.00011323,0.001418607,0.002677091,0.360520961,0.479762922,0.568855003,0.497219762,0.554326254,0.593284021,-0.370899471,-0.121800119,0.066474474,0.496265216,0.547405303,0.587469876,65,73,80,100
0.55,53,highUnequal,0.013535,0.02916,0.048738,0.006048,0.012806667,0.02151,0.61146,0.6262,0.637661,0.630887,0.636606667,0.64164,0.000112636,0.000373706,0.000709392,0.000235698,0.001419279,0.003018825,0.355248731,0.475320712,0.557219203,0.503893715,0.560098657,0.590089321,-0.372440794,-0.122479295,0.04692532,0.500738247,0.551659116,0.582759662,65,73,80,100
0.55,54,highUnequal,0.015053,0.03174,0.053243,0.006737,0.014053333,0.023522667,0.615057,0.63006,0.642368,0.635591333,0.641693333,0.647254,0.0001475,0.000405739,0.00073756,0.000231798,0.001622816,0.003225136,0.360352819,0.484894129,0.549403269,0.51319339,0.560007591,0.59232506,-0.349775921,-0.10235732,0.035933408,0.509716144,0.551606603,0.582779285,65,73,80,100
0.55,55,highUnequal,0.0166,0.03474,0.058313,0.007455667,0.01544,0.025693333,0.617708,0.63422,0.647006,0.640057333,0.646986667,0.652647,0.000163021,0.00043767,0.00081446,0.00033662,0.001821702,0.003612143,0.37088381,0.482756219,0.548047912,0.514305075,0.559592691,0.593089677,-0.340603583,-0.113615665,0.029013653,0.507680087,0.551586421,0.585293394,65,73,80,100
0.55,56,highUnequal,0.018238,0.03802,0.063681,0.008221333,0.01706,0.028041,0.62024,0.63778,0.652107,0.644484333,0.65186,0.658101,0.00018138,0.000499688,0.000875982,0.000448363,0.001996263,0.003777851,0.373863042,0.482468171,0.553834866,0.515782996,0.562274889,0.594873401,-0.332942962,-0.111616162,0.045132975,0.51040462,0.551904952,0.584990427,65,73,80,100
0.55,57,highUnequal,0.019834,0.042,0.06966,0.009203667,0.018826667,0.030720667,0.622199,0.64126,0.656623,0.648356667,0.656246667,0.663375333,0.000195726,0.000565523,0.000969453,0.000548254,0.002025692,0.004215826,0.378186423,0.481932883,0.555914185,0.51688251,0.561418881,0.598433418,-0.307554945,-0.108462593,0.051392514,0.510535953,0.550761094,0.587249469,65,73,80,100
0.55,58,highUnequal,0.021798,0.04618,0.075263,0.010088,0.020753333,0.033855333,0.622778,0.64378,0.661302,0.652082,0.660686667,0.668448333,0.000211309,0.000595332,0.001083432,0.000540171,0.002390008,0.004545839,0.383662859,0.476724013,0.550127999,0.519123797,0.565626576,0.593066114,-0.294113726,-0.11665535,0.046740774,0.511074592,0.550883452,0.582131464,65,73,80,100
0.55,59,highUnequal,0.024523,0.05066,0.082264,0.011223333,0.02278,0.036999,0.623573,0.6461,0.665181,0.655550667,0.66498,0.673547667,0.000259461,0.000655355,0.001191667,0.00064012,0.002570695,0.004956364,0.382695499,0.477922348,0.545426973,0.516267192,0.563154476,0.594456502,-0.294789877,-0.111100567,0.036331875,0.507714128,0.550661158,0.582221578,65,73,80,100
0.55,60,highUnequal,0.026834,0.05522,0.09032,0.012372667,0.02496,0.040276333,0.623185,0.64806,0.669403,0.658813667,0.66876,0.678351333,0.000274604,0.000749883,0.00137887,0.000736479,0.002720544,0.005313916,0.397754693,0.474142787,0.541185952,0.520739715,0.566361406,0.594317839,-0.261498562,-0.113596024,0.027700034,0.511238069,0.551115361,0.579360988,65,73,80,100
0.55,61,highUnequal,0.029843,0.06054,0.098676,0.013716667,0.027293333,0.043800333,0.622685,0.65014,0.672827,0.661608667,0.672513333,0.682989667,0.000305466,0.000809131,0.001513716,0.000829785,0.002712572,0.005941941,0.402273788,0.475426378,0.541229901,0.522550131,0.56845019,0.593674715,-0.244661664,-0.113902626,0.031550824,0.511293292,0.55021059,0.576859889,65,73,80,100
0.55,62,highUnequal,0.032822,0.06654,0.107095,0.015224333,0.029693333,0.047765667,0.622026,0.6511,0.675788,0.663702667,0.676093333,0.687555667,0.000353401,0.000869131,0.00161036,0.000824783,0.002869738,0.00659433,0.407319444,0.469145193,0.540494377,0.529770788,0.571741914,0.594932778,-0.241048684,-0.117627792,0.018373365,0.520359995,0.550531826,0.57312855,65,73,80,100
0.55,63,highUnequal,0.036306,0.07204,0.115387,0.016832,0.032433333,0.051826667,0.621138,0.6521,0.678491,0.665744333,0.6793,0.691691333,0.000384824,0.000894129,0.001768106,0.001006517,0.003209635,0.007079534,0.407724101,0.471340594,0.535635967,0.533662024,0.570260759,0.59605842,-0.241700581,-0.114001623,0.01075263,0.520484251,0.550426091,0.574511479,65,73,80,100
0.55,64,highUnequal,0.040215,0.07884,0.125632,0.018467,0.035126667,0.055896333,0.618339,0.65242,0.681061,0.667964333,0.682586667,0.696197667,0.000425517,0.000966914,0.001955788,0.001406857,0.003571122,0.00745712,0.390257826,0.470649603,0.531186723,0.534703462,0.573915523,0.599810913,-0.273967156,-0.109451403,0.010173738,0.518818578,0.55157614,0.576355184,65,73,80,100
0.55,65,highUnequal,0.043918,0.08564,0.135875,0.020083,0.038533333,0.060355667,0.615339,0.65196,0.68327,0.669764667,0.684846667,0.699964667,0.000456798,0.001095398,0.002061912,0.001569228,0.003832597,0.008045286,0.410457566,0.472261973,0.534350776,0.538800938,0.575801614,0.59932953,-0.232072524,-0.11257128,0.003514353,0.521424271,0.550494889,0.574872421,65,73,80,100
0.55,66,highUnequal,0.048193,0.09286,0.146117,0.022042333,0.04198,0.065326,0.61266,0.65078,0.685101,0.670989667,0.6873,0.703193333,0.000485356,0.001164949,0.002212712,0.00177683,0.004246712,0.008444382,0.398544785,0.470062083,0.532793474,0.542222915,0.577221893,0.599754435,-0.2484989,-0.109139931,0.00121102,0.52327184,0.549068258,0.574790429,65,73,80,100
0.55,67,highUnequal,0.05301,0.10162,0.157249,0.024134667,0.045686667,0.070343,0.608442,0.64932,0.686222,0.672189,0.689326667,0.706188333,0.0005592,0.001324404,0.002408306,0.002007945,0.004552372,0.008871791,0.409690968,0.473339352,0.535735623,0.54249414,0.579681524,0.603250896,-0.218094007,-0.106614889,0.010574693,0.523734334,0.550242294,0.57444806,65,73,80,100
0.55,68,highUnequal,0.058135,0.11006,0.168983,0.026395,0.049693333,0.075482667,0.604029,0.64814,0.686936,0.672963333,0.691166667,0.709439333,0.000632602,0.001390307,0.002557426,0.002315634,0.005078553,0.009522557,0.414262921,0.470565281,0.529238567,0.544287568,0.583010067,0.60804517,-0.211613475,-0.110206265,0.007854258,0.523886294,0.5505146,0.576537246,65,73,80,100
0.55,69,highUnequal,0.063524,0.11868,0.18091,0.028751667,0.053733333,0.080936667,0.599261,0.6458,0.686585,0.673307667,0.693086667,0.712452333,0.000671678,0.001469638,0.002697557,0.002544507,0.005400472,0.010038768,0.412377695,0.472310261,0.531874275,0.548489228,0.584685771,0.610925743,-0.208151173,-0.100299006,0.009695455,0.526153763,0.550152166,0.572494584,65,73,80,100
0.55,70,highUnequal,0.069543,0.1286,0.193935,0.031572333,0.057846667,0.086537667,0.593625,0.6426,0.686406,0.673193,0.694266667,0.714804667,0.000762695,0.00162362,0.002943156,0.002794204,0.005830365,0.011003476,0.409810832,0.473517816,0.525511707,0.551990721,0.5873028,0.613428185,-0.213459234,-0.103686697,0.000344433,0.529222218,0.549436343,0.570521402,65,73,80,100
0.55,71,highUnequal,0.076218,0.13928,0.206587,0.034449,0.062446667,0.092236333,0.588042,0.63876,0.685751,0.673298333,0.69532,0.717032,0.000877391,0.001807064,0.003151881,0.003011097,0.006533861,0.011618839,0.420351061,0.473902687,0.51968234,0.557141152,0.589412592,0.617713522,-0.192349493,-0.103705238,-0.004621688,0.530120833,0.550610953,0.569252069,65,73,80,100
0.55,72,highUnequal,0.082976,0.14934,0.220238,0.037546333,0.067113333,0.098200333,0.581583,0.6348,0.68515,0.672821667,0.6961,0.718688333,0.00093035,0.001998941,0.003359957,0.003267751,0.007196595,0.012230906,0.418965154,0.476713321,0.521162814,0.558285418,0.591703717,0.622042531,-0.202188458,-0.100722759,-0.008740562,0.530624903,0.549748914,0.568004341,65,73,80,100
0.55,73,highUnequal,0.090897,0.16084,0.234189,0.040814667,0.072126667,0.104502667,0.574885,0.63,0.684112,0.671738,0.6963,0.720434667,0.00111345,0.002238808,0.003561873,0.003602676,0.007688748,0.013016057,0.421218954,0.475263636,0.520043812,0.5636954,0.594722152,0.62577215,-0.195710048,-0.10082325,-0.009555236,0.533463792,0.550291598,0.568023358,65,73,80,100
0.55,74,highUnequal,0.099032,0.17282,0.246996,0.044373667,0.0774,0.110907333,0.568188,0.62474,0.681674,0.670959667,0.695973333,0.721964,0.00116789,0.002381823,0.00389934,0.004130081,0.008156782,0.014009412,0.424942005,0.474712314,0.521755868,0.565294738,0.597366473,0.628067858,-0.186420873,-0.096703019,-0.016368034,0.531861969,0.55005784,0.567782202,65,73,80,100
0.55,75,highUnequal,0.107078,0.18412,0.261151,0.048216667,0.082953333,0.117575,0.560417,0.61904,0.678869,0.670092,0.69576,0.723126,0.001287515,0.002604635,0.004247932,0.00428991,0.008772673,0.014862176,0.419936634,0.473946181,0.524290639,0.569919719,0.600435477,0.632866801,-0.193720958,-0.095380116,-0.008753078,0.531825473,0.549346631,0.566933703,65,73,80,100
0.55,76,highUnequal,0.116539,0.19662,0.274423,0.052113,0.08854,0.123981,0.554099,0.61304,0.675567,0.669058333,0.695233333,0.724207667,0.001406724,0.002756665,0.004588219,0.004647601,0.009367933,0.015668389,0.427855434,0.475188365,0.525215736,0.57140996,0.605129233,0.635665457,-0.18000285,-0.095912615,-0.006552199,0.533428262,0.548903487,0.566023413,65,73,80,100
0.55,77,highUnequal,0.12632,0.20882,0.288504,0.056156333,0.094586667,0.130159333,0.546293,0.60654,0.671465,0.667709667,0.694926667,0.725118,0.001496862,0.003001072,0.004857635,0.005012017,0.010194371,0.016839876,0.424071798,0.475199591,0.5214109,0.574659179,0.609180206,0.640541759,-0.183564315,-0.096367294,-0.011878191,0.533771443,0.550044926,0.565983479,65,73,80,100
0.55,78,highUnequal,0.136384,0.22114,0.30276,0.060732333,0.100806667,0.136023667,0.537733,0.59948,0.667017,0.666696667,0.694053333,0.725807333,0.001611323,0.003257499,0.005175171,0.005655799,0.01084278,0.018167694,0.432358809,0.478997539,0.523107214,0.578730662,0.612228754,0.644120025,-0.167604902,-0.089528399,-0.009583333,0.533494836,0.549371716,0.564217329,65,73,80,100
0.55,79,highUnequal,0.14636,0.23482,0.316448,0.065808,0.106706667,0.141857667,0.529455,0.59174,0.662572,0.665433333,0.692746667,0.725783333,0.001838228,0.003453064,0.00551248,0.006238844,0.011660869,0.01936673,0.43746279,0.47812532,0.521519289,0.581226166,0.616108545,0.647349409,-0.156850508,-0.088667068,-0.017378428,0.533434072,0.549758695,0.562020163,65,73,80,100
0.55,80,highUnequal,0.157486,0.24804,0.3298,0.070610333,0.112693333,0.147900667,0.522099,0.5838,0.657828,0.664192667,0.691613333,0.72553,0.001979172,0.003704289,0.005899532,0.006873116,0.012450318,0.020422955,0.431899453,0.479144898,0.519774898,0.581877563,0.619769804,0.651668802,-0.161236997,-0.088830294,-0.024342552,0.53453141,0.549785871,0.561672925,65,73,80,100
0.55,81,highUnequal,0.168427,0.26148,0.343412,0.075878,0.118993333,0.154075667,0.51404,0.5766,0.653027,0.662543,0.6901,0.725471333,0.002169861,0.003954987,0.006259985,0.007551347,0.013832338,0.021593921,0.436473744,0.481514313,0.520875501,0.586065928,0.624714491,0.656012026,-0.159809436,-0.087095552,-0.021714448,0.533150676,0.550671884,0.560219977,65,73,80,100
0.55,82,highUnequal,0.180238,0.2759,0.35524,0.081348333,0.12482,0.159980667,0.506453,0.56892,0.646347,0.661199,0.688466667,0.724857667,0.002368173,0.004303662,0.006588978,0.008101786,0.014907716,0.02281661,0.441020163,0.480218863,0.523884629,0.588965698,0.627989798,0.659764146,-0.150197823,-0.084236881,-0.020607943,0.535455205,0.549975525,0.559304086,65,73,80,100
0.55,83,highUnequal,0.192771,0.2902,0.367062,0.086798333,0.131173333,0.165847333,0.500205,0.56094,0.639678,0.659916667,0.686946667,0.724001,0.002634425,0.00464967,0.007127679,0.008892242,0.015713269,0.025137162,0.438235473,0.481574155,0.52555404,0.594582733,0.633610007,0.663294478,-0.14946805,-0.08242231,-0.023298815,0.53692164,0.55013986,0.558810854,65,73,80,100
0.55,84,highUnequal,0.205535,0.30368,0.379189,0.093011667,0.137453333,0.171029333,0.493396,0.55248,0.632679,0.659207,0.685406667,0.722856,0.002712002,0.004984023,0.007509531,0.009326257,0.016856575,0.026935015,0.441261385,0.481830755,0.522908831,0.597882943,0.636985992,0.667140341,-0.151131786,-0.080822459,-0.025080617,0.535967514,0.550191097,0.559405247,65,73,80,100
0.55,85,highUnequal,0.219231,0.3167,0.390593,0.098947667,0.14342,0.176508,0.486096,0.54436,0.624622,0.65758,0.683453333,0.721339,0.002950721,0.005338021,0.0079847,0.009889202,0.018062363,0.028069626,0.440355141,0.481516966,0.522235005,0.602934728,0.64183133,0.668742243,-0.141786079,-0.079557382,-0.023686225,0.536079931,0.550566364,0.559215955,65,73,80,100
0.55,86,highUnequal,0.233211,0.33042,0.401286,0.104947,0.149426667,0.181415667,0.479964,0.53614,0.616558,0.656724,0.682066667,0.719792333,0.003199258,0.005701405,0.00852183,0.010630092,0.019127771,0.030104464,0.436797958,0.482374666,0.523052994,0.608405986,0.646017838,0.672573429,-0.147631483,-0.076431603,-0.021439273,0.535505808,0.550391262,0.558542491,65,73,80,100
0.55,87,highUnequal,0.24705,0.34324,0.411759,0.111012667,0.155286667,0.186070333,0.473583,0.52848,0.607315,0.656078333,0.6801,0.718024,0.003493531,0.006188047,0.009010265,0.011627485,0.020495353,0.031614254,0.440826629,0.483805345,0.520758072,0.613078017,0.650298642,0.676699804,-0.141334443,-0.076148669,-0.021774912,0.536726777,0.550855314,0.558114589,65,73,80,100
0.55,88,highUnequal,0.260911,0.35514,0.421288,0.116844,0.161173333,0.190479,0.467896,0.52084,0.59858,0.655488333,0.678413333,0.716147,0.003699129,0.006633694,0.009473548,0.012504419,0.021937504,0.033834341,0.44169349,0.484743799,0.519868668,0.618337012,0.65500612,0.68083443,-0.140183578,-0.07190438,-0.016588331,0.537101559,0.550160698,0.55773023,65,73,80,100
0.55,89,highUnequal,0.274842,0.3677,0.43066,0.123120333,0.16684,0.194522667,0.461856,0.51274,0.590036,0.655059,0.67668,0.713895667,0.004010233,0.007035447,0.009994279,0.013390189,0.02309556,0.036292064,0.444425281,0.485507764,0.519186432,0.624455643,0.659102561,0.685065798,-0.134564343,-0.069728579,-0.022301657,0.53707844,0.550299608,0.559342479,65,73,80,100
0.55,90,highUnequal,0.288665,0.3802,0.438795,0.129240333,0.171953333,0.198167,0.457377,0.50478,0.58104,0.654675,0.675273333,0.711916667,0.004340896,0.007459019,0.010629822,0.015105526,0.024942933,0.037971518,0.44643457,0.486561563,0.519939258,0.630153851,0.662929776,0.687737282,-0.127093254,-0.069426218,-0.022886222,0.537627998,0.550314823,0.557546808,65,73,80,100
0.55,91,highUnequal,0.302707,0.39124,0.446736,0.135172333,0.17704,0.201389333,0.453014,0.49806,0.572355,0.654654667,0.67368,0.709862333,0.004673129,0.007908217,0.011240338,0.015934269,0.026655651,0.039568324,0.448551698,0.487071624,0.518728225,0.635229566,0.667485551,0.690850739,-0.122259119,-0.067087087,-0.018608633,0.539459229,0.550364105,0.557651603,65,73,80,100
0.55,92,highUnequal,0.316101,0.40268,0.45464,0.141531,0.18184,0.204465333,0.448226,0.4917,0.563245,0.654562667,0.6724,0.707261333,0.004953246,0.008389224,0.011869596,0.016766661,0.02811487,0.041889059,0.45066198,0.487655382,0.517821799,0.639087534,0.671387048,0.693666225,-0.118343726,-0.062299696,-0.022389715,0.538893565,0.550272408,0.558015952,65,73,80,100
0.55,93,highUnequal,0.329109,0.41314,0.462295,0.148035667,0.186453333,0.207393667,0.443645,0.48474,0.555093,0.654406333,0.67104,0.704427333,0.005362844,0.008878134,0.012402067,0.018263363,0.029645771,0.044221682,0.455006131,0.488567543,0.516806007,0.642976464,0.675339803,0.696706435,-0.115918952,-0.061564849,-0.023599026,0.540745908,0.550160773,0.558236312,65,73,80,100
0.55,94,highUnequal,0.342292,0.42234,0.46805,0.154310667,0.19088,0.210117667,0.440383,0.47888,0.545872,0.654617333,0.670066667,0.701852667,0.005698958,0.009284768,0.012988807,0.019600668,0.031416503,0.046063532,0.453795419,0.490286526,0.516251338,0.647270009,0.678492553,0.700015036,-0.112033683,-0.061443181,-0.024945168,0.5413966,0.550317044,0.558618536,65,73,80,100
0.55,95,highUnequal,0.354754,0.43192,0.473748,0.159555,0.19478,0.212827,0.437602,0.4727,0.53734,0.654621333,0.669106667,0.699802667,0.006144325,0.009839343,0.013655029,0.020735075,0.033636637,0.048309732,0.454047948,0.490777318,0.515856364,0.65330881,0.682730117,0.702163481,-0.112385694,-0.058529095,-0.022688655,0.541217665,0.550172903,0.558827645,65,73,80,100
0.55,96,highUnequal,0.366842,0.44014,0.479528,0.16513,0.19822,0.215358333,0.434116,0.46758,0.52901,0.654945333,0.66842,0.697690667,0.006645605,0.010401976,0.014093524,0.022424335,0.035223546,0.050464401,0.455183562,0.49206242,0.516317879,0.656634647,0.685870983,0.704203199,-0.113303822,-0.058266211,-0.020279143,0.54093493,0.550464179,0.557877056,65,73,80,100
0.55,97,highUnequal,0.378887,0.44796,0.484505,0.170277667,0.201646667,0.217584,0.432265,0.46246,0.520908,0.655470667,0.6678,0.695745667,0.006977224,0.010966094,0.014741006,0.023732881,0.03741839,0.051971586,0.457808092,0.490894761,0.517550908,0.660526066,0.6887321,0.70607573,-0.109192999,-0.055113995,-0.018092417,0.541294788,0.550284328,0.557368528,65,73,80,100
0.55,98,highUnequal,0.389478,0.45508,0.489303,0.175512,0.204933333,0.219614,0.42977,0.45832,0.513245,0.655938667,0.667486667,0.693888667,0.007544424,0.011527924,0.015308881,0.024962255,0.039153057,0.053727015,0.45790913,0.49011419,0.51777625,0.665254611,0.691921476,0.707847731,-0.103633666,-0.053651048,-0.0180143,0.541646087,0.550206755,0.557271159,65,73,80,100
0.55,99,highUnequal,0.400796,0.46194,0.493536,0.180182333,0.208006667,0.221461333,0.427667,0.45398,0.505157,0.656249,0.66732,0.692031667,0.008040098,0.012070135,0.015953205,0.026609374,0.041024853,0.055695275,0.460995221,0.491045151,0.516723686,0.669734422,0.694582688,0.7088773,-0.093611117,-0.051606339,-0.018141032,0.541954686,0.55015494,0.556864065,65,73,80,100
