,t,Label_testingDiff,VE_symptOR_observed.5.,VE_symptOR_observed.25.,VE_symptOR_observed.50.,VE_symptOR_observed.75.,VE_symptOR_observed.95.,VE_symptRR_observed.5.,VE_symptRR_observed.25.,VE_symptRR_observed.50.,VE_symptRR_observed.75.,VE_symptRR_observed.95.,VE_symptRR_timeDep.5.,VE_symptRR_timeDep.25.,VE_symptRR_timeDep.50.,VE_symptRR_timeDep.75.,VE_symptRR_timeDep.95.,VE_symptOR_timeDep.5.,VE_symptOR_timeDep.25.,VE_symptOR_timeDep.50.,VE_symptOR_timeDep.75.,VE_symptOR_timeDep.95.,VacStatus_coef_timeDep_VeRR.5.,VacStatus_coef_timeDep_VeRR.25.,VacStatus_coef_timeDep_VeRR.50.,VacStatus_coef_timeDep_VeRR.75.,VacStatus_coef_timeDep_VeRR.95.,Intercept_coef_timeDep_VeOR.5.,Intercept_coef_timeDep_VeOR.25.,Intercept_coef_timeDep_VeOR.50.,Intercept_coef_timeDep_VeOR.75.,Intercept_coef_timeDep_VeOR.95.,VacStatus_coef_timeDep_VeOR.5.,VacStatus_coef_timeDep_VeOR.25.,VacStatus_coef_timeDep_VeOR.50.,VacStatus_coef_timeDep_VeOR.75.,VacStatus_coef_timeDep_VeOR.95.,TimeStep_coef_timeDep_VeOR.5.,TimeStep_coef_timeDep_VeOR.25.,TimeStep_coef_timeDep_VeOR.50.,TimeStep_coef_timeDep_VeOR.75.,TimeStep_coef_timeDep_VeOR.95.,t_highChange.5.,t_highChange.25.,t_highChange.50.,t_highChange.75.,t_highChange.95.
131,69,highUnequal,-0.323087482,-0.282329895,-0.264480831,-0.233701352,-0.209225066,-1.167733526,-1.13407038,-1.105653947,-1.08252232,-1.060222726,-1.394530341,-1.354997783,-1.319807097,-1.298344377,-1.267003096,-0.30557661,-0.272984603,-0.242212396,-0.207835934,-0.156266841,0.818458737,0.832189025,0.841483871,0.856539335,0.87318711,-5.308197352,-4.82087168,-4.47364534,-4.228578032,-3.725401602,0.145196223,0.188829833,0.216893974,0.241363844,0.266644789,0.088314126,0.096417674,0.100535999,0.105366511,0.112502864,47,49,50,52,54
132,70,highUnequal,-0.331083714,-0.292356614,-0.271636365,-0.241123988,-0.215505924,-1.164322764,-1.129567004,-1.102171795,-1.078367264,-1.056208772,-1.394295694,-1.354280748,-1.321334674,-1.296478158,-1.26803402,-0.332118782,-0.285046112,-0.250482629,-0.220877041,-0.173793554,0.818913379,0.831376641,0.842142311,0.856235177,0.873089092,-5.143887798,-4.599017919,-4.285418595,-4.062154116,-3.555396806,0.160240052,0.199569482,0.223529413,0.250794336,0.286770697,0.084089445,0.092291064,0.096299231,0.101178929,0.108825914,47,49,50,52,54
133,71,highUnequal,-0.338392504,-0.298465295,-0.27860318,-0.250016359,-0.223794095,-1.153698647,-1.124347114,-1.095230392,-1.072185922,-1.053166999,-1.391183987,-1.353757567,-1.319179264,-1.293027593,-1.269468857,-0.336841194,-0.289704399,-0.258886233,-0.226198783,-0.184439348,0.819545725,0.829873035,0.841213311,0.856013005,0.871788623,-4.928770533,-4.419342656,-4.122902277,-3.900761443,-3.4049043,0.169269357,0.203918805,0.230227124,0.254412858,0.290309503,0.07996113,0.088496399,0.092071449,0.096453911,0.103952431,47,49,50,52,54
134,72,highUnequal,-0.341907963,-0.302135622,-0.283553364,-0.256758818,-0.229239639,-1.149229311,-1.115548923,-1.089589983,-1.067002471,-1.047241347,-1.387283704,-1.348894882,-1.314877012,-1.293199271,-1.26341428,-0.340669275,-0.301013611,-0.263625915,-0.233523126,-0.198922998,0.81687441,0.829947704,0.839356555,0.853944675,0.870156194,-4.736418975,-4.249089636,-3.950931371,-3.732774195,-3.253502688,0.181423488,0.209873822,0.233985297,0.263143656,0.293168948,0.076452668,0.083787366,0.088068658,0.093160482,0.099871386,47,49,50,52,54
135,73,highUnequal,-0.34575716,-0.31045401,-0.289752311,-0.265330216,-0.236401584,-1.146353326,-1.111286159,-1.085642052,-1.062434902,-1.044241219,-1.390906327,-1.346982589,-1.3133634,-1.290588132,-1.265839062,-0.351346829,-0.308545755,-0.27021309,-0.247810058,-0.217423313,0.817945137,0.828808605,0.838702355,0.85313047,0.871672507,-4.530511532,-4.082111563,-3.776973732,-3.567990473,-3.115319796,0.196735797,0.221389654,0.239184413,0.26891641,0.301101607,0.072812539,0.079997708,0.083948567,0.088700166,0.094763383,47,49,50,52,54
136,74,highUnequal,-0.351590377,-0.312194496,-0.294279668,-0.271178072,-0.239942311,-1.140673591,-1.105204301,-1.081820868,-1.061673987,-1.040528391,-1.387530742,-1.342912364,-1.312887715,-1.289082028,-1.260365473,-0.359806962,-0.313793888,-0.280981587,-0.258691979,-0.219792651,0.815526504,0.828150812,0.838496837,0.851394734,0.870259653,-4.323059844,-3.908296958,-3.61708304,-3.3939127,-2.966107768,0.1986808,0.230073067,0.247626639,0.27291894,0.307342594,0.068915872,0.076142275,0.080062373,0.084684857,0.091210481,47,49,50,52,54
137,75,highUnequal,-0.354794419,-0.319794039,-0.300076563,-0.274479174,-0.245250357,-1.134637249,-1.104724972,-1.076528916,-1.057743941,-1.036614191,-1.383159,-1.342991957,-1.309818105,-1.287786674,-1.260181356,-0.372147522,-0.322289422,-0.289793712,-0.266969113,-0.221792858,0.815445054,0.827584832,0.837168776,0.851428725,0.868426918,-4.150988105,-3.762937203,-3.469273892,-3.249580388,-2.816261128,0.200318919,0.236627402,0.25448229,0.279364566,0.316377046,0.065144961,0.072389129,0.076296608,0.080754306,0.087173137,47,49,50,52,54
138,76,highUnequal,-0.362450868,-0.324305834,-0.303322466,-0.279172788,-0.249910448,-1.132001585,-1.102184276,-1.073847206,-1.055375422,-1.033214034,-1.382203525,-1.341634552,-1.307775963,-1.284786488,-1.257556941,-0.371407328,-0.333049554,-0.29837234,-0.2728695,-0.230934285,0.814283228,0.826272579,0.836284256,0.850849086,0.868025888,-4.003990329,-3.588386182,-3.322666166,-3.091313917,-2.685325332,0.207773459,0.241273722,0.261111364,0.287469149,0.315837303,0.06181413,0.069047669,0.072721735,0.077083933,0.083560565,47,49,50,52,54
139,77,highUnequal,-0.367088873,-0.327806367,-0.308131672,-0.284505107,-0.255901513,-1.128373986,-1.097732854,-1.072610596,-1.054328343,-1.030289584,-1.380819856,-1.340850919,-1.309141013,-1.285808952,-1.257803365,-0.374459625,-0.337797038,-0.301901218,-0.280324841,-0.238416599,0.81439235,0.826719988,0.836875471,0.850514491,0.867444897,-3.819655563,-3.440653214,-3.176111432,-2.965486843,-2.56077692,0.213833625,0.247113761,0.263824874,0.291024254,0.318060653,0.058744562,0.065479883,0.069002707,0.073087957,0.079328678,47,49,50,52,54
140,78,highUnequal,-0.370094941,-0.334191146,-0.313355472,-0.289014574,-0.25805983,-1.127472889,-1.097658459,-1.069457433,-1.052300908,-1.028864717,-1.380946243,-1.339385901,-1.306396876,-1.284827344,-1.25458964,-0.379518414,-0.342181619,-0.31296074,-0.284155443,-0.246010298,0.812967978,0.826290458,0.835686503,0.8498884,0.867497987,-3.661790208,-3.284627159,-3.030469945,-2.818108242,-2.442409378,0.219946685,0.250101183,0.272284693,0.294296274,0.321734395,0.055496977,0.062352842,0.065503022,0.06996121,0.075854722,47,49,50,52,54
141,79,highUnequal,-0.37409481,-0.34068329,-0.320618105,-0.293314151,-0.262228253,-1.126755053,-1.091311149,-1.067938428,-1.05184976,-1.028633465,-1.379601476,-1.335579364,-1.306799381,-1.285645116,-1.254121336,-0.386592531,-0.350764147,-0.318796611,-0.295680069,-0.262877067,0.812760237,0.826648311,0.835861007,0.848259877,0.866932856,-3.518696203,-3.162906743,-2.895943642,-2.693325786,-2.313379867,0.233392322,0.25903483,0.276719351,0.30067021,0.326849311,0.05235043,0.059126066,0.062192604,0.06631673,0.072526577,47,49,50,52,54
142,80,highUnequal,-0.382553104,-0.34454559,-0.325891946,-0.296681743,-0.26387188,-1.124000678,-1.090689,-1.067256429,-1.049499496,-1.027301527,-1.380499005,-1.334942747,-1.307166786,-1.28453284,-1.25428982,-0.391521919,-0.35685911,-0.323007084,-0.299295648,-0.260850692,0.812834985,0.826161555,0.836020263,0.847987371,0.867310131,-3.366525355,-3.001671471,-2.760217655,-2.555046858,-2.197033977,0.231786641,0.261822144,0.279907169,0.305172228,0.330398053,0.049243916,0.055743734,0.059122066,0.062926081,0.069343017,47,49,50,52,54
143,81,highUnequal,-0.385187901,-0.34911253,-0.330505077,-0.302379923,-0.270623134,-1.122150407,-1.089533315,-1.066750255,-1.049869066,-1.026680739,-1.379927994,-1.334432304,-1.305766421,-1.285581741,-1.254030145,-0.392541522,-0.361258381,-0.332418025,-0.305445394,-0.270487706,0.812719789,0.826620528,0.835413101,0.847768718,0.867070188,-3.210109608,-2.893688719,-2.627077553,-2.442857168,-2.092955777,0.23940067,0.266543662,0.286995352,0.30840949,0.331130443,0.046480866,0.053055388,0.055947946,0.060030767,0.065418477,47,49,50,52,54
144,82,highUnequal,-0.390899277,-0.353432894,-0.333884998,-0.30684096,-0.271324398,-1.122373125,-1.089326249,-1.066310471,-1.048355969,-1.024322441,-1.380553196,-1.334181246,-1.305321329,-1.285228413,-1.255215463,-0.397940304,-0.365002623,-0.33673529,-0.303677541,-0.274428709,0.813245493,0.82646598,0.835220071,0.847661129,0.867332859,-3.091925921,-2.762705476,-2.505684437,-2.32119824,-1.981099354,0.242498004,0.265189128,0.290230052,0.311156348,0.33499976,0.043632969,0.04997673,0.052782709,0.056861058,0.062915592,47,49,50,52,54
145,83,highUnequal,-0.394194335,-0.357737409,-0.338718649,-0.311628619,-0.275217366,-1.121583671,-1.087082221,-1.065181716,-1.046630193,-1.022375128,-1.376914014,-1.333738351,-1.304825681,-1.28257462,-1.254990994,-0.406356696,-0.373615043,-0.34313006,-0.314241257,-0.279193961,0.813145969,0.825304025,0.835005044,0.84747142,0.865802796,-2.950657692,-2.618363276,-2.39471141,-2.216679078,-1.87588282,0.246230126,0.273259146,0.295002577,0.3174455,0.341002456,0.041159911,0.047495002,0.049972651,0.053831342,0.059406146,47,49,50,52,54
146,84,highUnequal,-0.398439539,-0.362119302,-0.345155521,-0.316374676,-0.27838248,-1.123007265,-1.087085413,-1.064041856,-1.046297521,-1.023598618,-1.3772863,-1.334533168,-1.304738265,-1.28411707,-1.253063221,-0.415854752,-0.376708999,-0.34627935,-0.317006502,-0.284396727,0.812290717,0.825979539,0.834967119,0.84781194,0.865959433,-2.803289057,-2.498182829,-2.261752958,-2.108577389,-1.782971219,0.25028837,0.27536122,0.297344715,0.319695861,0.347733378,0.038440393,0.044605146,0.047168468,0.051095726,0.056176647,47,49,50,52,54
147,85,highUnequal,-0.401015883,-0.366187023,-0.346721006,-0.320442942,-0.283909866,-1.122489563,-1.086869358,-1.062369259,-1.045874396,-1.021173956,-1.376177281,-1.333562262,-1.30364223,-1.284095603,-1.25335336,-0.423149042,-0.382742898,-0.351727605,-0.325554537,-0.299376348,0.812419489,0.825970139,0.834491448,0.847395944,0.8654929,-2.704000845,-2.384104693,-2.17502916,-2.007893606,-1.692277705,0.261884112,0.281830879,0.301383338,0.324069069,0.352872045,0.036083546,0.042109702,0.044722119,0.048061432,0.053895538,47,49,50,52,54
148,86,highUnequal,-0.404611674,-0.373051874,-0.35242819,-0.324731666,-0.287774064,-1.12246562,-1.085149412,-1.062835375,-1.046782052,-1.019227994,-1.377005151,-1.332538749,-1.304661219,-1.284107179,-1.25378352,-0.424849024,-0.387271237,-0.358549139,-0.326548374,-0.298143059,0.812610361,0.825975215,0.834933688,0.846957253,0.865841319,-2.558074111,-2.282677595,-2.054429002,-1.897952607,-1.593380363,0.260933226,0.282580362,0.306416521,0.327338679,0.354065768,0.03379583,0.039534773,0.042126563,0.045521504,0.050686749,47,49,50,52,54
149,87,highUnequal,-0.412651589,-0.37616266,-0.355968519,-0.328087596,-0.295022145,-1.120020569,-1.083819131,-1.062643396,-1.04609248,-1.020323563,-1.377483162,-1.332877732,-1.304721294,-1.283680696,-1.253114812,-0.42717962,-0.391187631,-0.361817947,-0.331714399,-0.304336985,0.812313615,0.825788365,0.834959751,0.847102583,0.866042385,-2.431987505,-2.168767238,-1.956510714,-1.810694308,-1.492192911,0.265694721,0.28646711,0.308820112,0.330157653,0.355699404,0.031649365,0.037270551,0.039554701,0.043118174,0.047790207,47,49,50,52,54
150,88,highUnequal,-0.41702364,-0.38030066,-0.359826325,-0.335784533,-0.297979024,-1.119014238,-1.0849365,-1.062707746,-1.044601715,-1.021148487,-1.376303926,-1.333278613,-1.304158744,-1.283143881,-1.253476608,-0.435704534,-0.397985095,-0.363606463,-0.338291118,-0.308442537,0.812474182,0.825553384,0.834715612,0.847274397,0.865546224,-2.340175262,-2.056064806,-1.865314698,-1.704478729,-1.413115691,0.268837402,0.291393426,0.310133,0.335031979,0.361655565,0.029419628,0.034949582,0.037257713,0.040493808,0.045508236,47,49,50,52,54
151,89,highUnequal,-0.41827689,-0.384310535,-0.365414755,-0.339207039,-0.303148296,-1.118583544,-1.084465824,-1.062084096,-1.045006026,-1.02100364,-1.377399802,-1.332520805,-1.303392836,-1.283576164,-1.253533447,-0.42917364,-0.397912859,-0.369147133,-0.340765508,-0.315556149,0.812499395,0.825742618,0.834383153,0.84694957,0.86600732,-2.246037915,-1.97142463,-1.77343752,-1.622270915,-1.342933969,0.27425944,0.293240717,0.314187791,0.334980067,0.357095306,0.027681397,0.032852063,0.035144756,0.038460074,0.043207145,47,49,50,52,54
152,90,highUnequal,-0.423946289,-0.386708417,-0.368223999,-0.34314999,-0.309793362,-1.118796595,-1.084827465,-1.061418547,-1.043936341,-1.020993816,-1.377665784,-1.332693226,-1.302854077,-1.282818942,-1.253285542,-0.433304865,-0.402786123,-0.375200864,-0.349359977,-0.31978156,0.812389388,0.825411057,0.834149239,0.847023489,0.866119154,-2.144820635,-1.873673675,-1.688189506,-1.535305539,-1.247270175,0.27746614,0.299630375,0.318599341,0.338460215,0.359982338,0.025414608,0.030693869,0.032912431,0.036063672,0.04116272,47,49,50,52,54
153,91,highUnequal,-0.429934206,-0.389940032,-0.373089273,-0.34643321,-0.309609278,-1.118177008,-1.084652049,-1.061471201,-1.043858328,-1.020628985,-1.376527171,-1.332156007,-1.303018095,-1.28254983,-1.253542572,-0.437120833,-0.406609466,-0.380678373,-0.350083799,-0.319727984,0.81250344,0.825293165,0.834220476,0.846793143,0.865640135,-2.049000348,-1.777201942,-1.600165029,-1.431495603,-1.17649958,0.277425337,0.30016663,0.322574857,0.341181234,0.362641637,0.023694707,0.028427453,0.031007942,0.034060862,0.038687732,47,49,50,52,54
154,92,highUnequal,-0.433848458,-0.392494091,-0.3766414,-0.350995359,-0.313795447,-1.118294793,-1.085096576,-1.061328064,-1.044411582,-1.020517361,-1.376078103,-1.332190531,-1.303181854,-1.282219486,-1.253885566,-0.44758696,-0.406085667,-0.383857548,-0.357264474,-0.325783015,0.812655625,0.825148403,0.834291582,0.846807967,0.865451128,-1.947319252,-1.696367722,-1.514800172,-1.354201021,-1.104029277,0.282003065,0.30547064,0.324874923,0.340809643,0.369897832,0.021800089,0.026564573,0.02890294,0.031812892,0.036416485,47,49,50,52,54
155,93,highUnequal,-0.438623284,-0.398352253,-0.380666244,-0.354841097,-0.318766803,-1.117721392,-1.085195986,-1.061687486,-1.043617739,-1.019518097,-1.375791494,-1.332529187,-1.302904965,-1.282214626,-1.252739826,-0.448679107,-0.409012317,-0.38651781,-0.359197419,-0.332531999,0.812147171,0.825146295,0.834171347,0.846953164,0.865330512,-1.847768322,-1.599051377,-1.431984894,-1.292026785,-1.037205432,0.287078724,0.306894391,0.326794408,0.342887904,0.370651696,0.020014619,0.024689462,0.02697082,0.029797168,0.034060695,47,49,50,52,54
156,94,highUnequal,-0.443103091,-0.402940029,-0.383678372,-0.360320722,-0.319924815,-1.118145444,-1.084614518,-1.061598115,-1.043250005,-1.019958094,-1.375910198,-1.332086087,-1.30324017,-1.28167119,-1.252410476,-0.448256508,-0.41270767,-0.388733478,-0.363179035,-0.335441831,0.812000962,0.824908138,0.834316901,0.84676318,0.865380461,-1.767971205,-1.511694268,-1.352613647,-1.210615108,-0.962006205,0.289261981,0.309819498,0.328392028,0.345508104,0.370360183,0.018264107,0.022919651,0.025047652,0.027745792,0.032451399,47,49,50,52,54
157,95,highUnequal,-0.445964124,-0.4068915,-0.386194052,-0.363122823,-0.32793302,-1.118378962,-1.083787903,-1.061821787,-1.043258582,-1.019522664,-1.375995371,-1.331648989,-1.303622198,-1.281631089,-1.25229412,-0.455166234,-0.420101254,-0.393963843,-0.369198405,-0.334949575,0.811949305,0.824890576,0.834482752,0.846575736,0.865416327,-1.676419299,-1.435133198,-1.275755073,-1.124868773,-0.878460521,0.288893512,0.314225426,0.332151316,0.350728035,0.375120111,0.016474579,0.021122959,0.023248099,0.026045911,0.030373786,47,49,50,52,54
158,96,highUnequal,-0.451700265,-0.411443514,-0.389783555,-0.365246365,-0.332016361,-1.118014582,-1.084055694,-1.061903617,-1.043264545,-1.019550608,-1.376264625,-1.331849554,-1.303691123,-1.282145634,-1.2525998,-0.457907087,-0.423086769,-0.394882079,-0.373452137,-0.337666815,0.812085015,0.82511606,0.834512673,0.846661752,0.865529679,-1.582157889,-1.360397769,-1.199827155,-1.062389558,-0.820295741,0.290926877,0.3173273,0.332809762,0.352828076,0.377001905,0.015017873,0.019568932,0.021556646,0.024253087,0.028080046,47,49,50,52,54
159,97,highUnequal,-0.455598543,-0.416224204,-0.391317827,-0.369826655,-0.335289768,-1.118193862,-1.084337438,-1.061615094,-1.043352679,-1.01930085,-1.375741138,-1.332011808,-1.303835895,-1.281750789,-1.252801954,-0.460609972,-0.424778999,-0.396647599,-0.37806166,-0.339889056,0.812174754,0.824943035,0.834575508,0.846731329,0.865309304,-1.511688012,-1.282641451,-1.132237825,-0.992580058,-0.749390069,0.292586814,0.320677917,0.334074788,0.354016589,0.378854137,0.013374911,0.017912547,0.01997964,0.022579829,0.026676373,47,49,50,52,54
160,98,highUnequal,-0.459808492,-0.423278564,-0.395107281,-0.376831469,-0.338411724,-1.11716687,-1.084337438,-1.061809832,-1.043316481,-1.018838361,-1.375722224,-1.332028795,-1.303840675,-1.28181615,-1.25287902,-0.460349958,-0.432474394,-0.401637621,-0.381781728,-0.344836663,0.812208961,0.824971666,0.834577586,0.846738612,0.865301361,-1.42942463,-1.21163376,-1.063269335,-0.93216482,-0.696105952,0.296272545,0.323373622,0.337641065,0.359403277,0.378675918,0.012099394,0.01651713,0.018520376,0.020934653,0.024707279,47,49,50,52,54
161,99,highUnequal,-0.46328969,-0.425831986,-0.398921981,-0.381975346,-0.343511368,-1.117383416,-1.084394179,-1.061756918,-1.043519867,-1.019228054,-1.375827206,-1.331757474,-1.303714806,-1.282066853,-1.253071333,-0.46633672,-0.433552113,-0.406293665,-0.386373284,-0.349569304,0.81229432,0.825081522,0.83452293,0.846622237,0.865345548,-1.356450294,-1.151406911,-0.998762762,-0.85024293,-0.637109359,0.299785498,0.326690986,0.340957572,0.360155099,0.382767223,0.010714135,0.014926536,0.016871475,0.019406465,0.023223296,47,49,50,52,54
162,100,highUnequal,-0.468065521,-0.425658993,-0.403605896,-0.384710968,-0.349221834,-1.117444763,-1.084187691,-1.061725398,-1.043351021,-1.019384729,-1.375808199,-1.331472723,-1.30337862,-1.281567664,-1.25275958,-0.467962012,-0.434872898,-0.407414616,-0.392402965,-0.35416947,0.812155944,0.824862774,0.834377006,0.846500115,0.865337565,-1.284446897,-1.079520921,-0.937185119,-0.795694257,-0.588210278,0.303188328,0.331030977,0.341754413,0.361076241,0.38387503,0.00928689,0.013542031,0.015506344,0.01782298,0.021265549,47,49,50,52,54
163,20,modUnequal,-0.980439929,-0.273951045,-0.016519603,0.186279705,0.435100696,-2.37,-1.231481481,-0.777777778,-0.452380952,0.002631579,-2.37126217,-1.231981103,-0.778031902,-0.452557074,0.002569986,-0.988004969,-0.252370693,0.002831514,0.193523898,0.444945613,-0.002641621,0.373325502,0.575507077,0.802863489,1.214290888,-8.501491074,-7.761423061,-7.486973084,-7.159496475,-6.734810022,-0.588776393,-0.215081333,-0.002839792,0.225016278,0.686604952,0.109267124,0.133585454,0.152535328,0.167659971,0.194766169,47,49,50,52,54
164,21,modUnequal,-0.862186015,-0.174960964,0.013766901,0.152808413,0.386459441,-2.170833333,-1.075,-0.717948718,-0.482051282,-0.087222222,-2.171702315,-1.07549796,-0.718241801,-0.482252983,-0.087235363,-0.826595698,-0.161898604,0.032856489,0.167120749,0.400130599,0.083615403,0.393545344,0.541301558,0.730177172,1.154252377,-8.208635846,-7.714539745,-7.422635261,-7.081084573,-6.737865451,-0.511044177,-0.182866982,-0.033414998,0.150021151,0.602448174,0.115020648,0.136413101,0.151055333,0.169179378,0.189738176,47,49,50,52,54
165,22,modUnequal,-0.527687652,-0.191441701,0.01850978,0.163603129,0.376159516,-1.732575758,-1.071895425,-0.714529915,-0.47875817,-0.086454849,-1.733594991,-1.072725778,-0.714873363,-0.478916657,-0.086584008,-0.56250065,-0.182737573,0.055502264,0.181123401,0.393689436,0.083036762,0.391305037,0.539337354,0.728806362,1.005582943,-8.292741636,-7.70420463,-7.371411172,-7.074288259,-6.690242351,-0.500383241,-0.199829147,-0.057102341,0.167831592,0.446255968,0.12125524,0.136980486,0.150946557,0.167720166,0.184008078,47,49,50,52,54
166,23,modUnequal,-0.468586227,-0.137182465,-0.00074652,0.164456655,0.313887124,-1.557264957,-1,-0.768518519,-0.465079365,-0.225041667,-1.558101073,-1.000761486,-0.768933231,-0.465439981,-0.225071746,-0.408583045,-0.10874626,-0.002767234,0.184544628,0.329248499,0.202887306,0.382153802,0.570363132,0.693527849,0.939260912,-8.206318763,-7.652763832,-7.388723785,-7.10308465,-6.711356212,-0.399367816,-0.204010142,0.002761536,0.103217324,0.342421318,0.126578995,0.13756182,0.152453839,0.16768403,0.187256106,47,49,50,52,54
167,24,modUnequal,-0.425813584,-0.186404285,0.015094039,0.16025454,0.298955834,-1.487878788,-1.028002699,-0.725,-0.457386364,-0.206551724,-1.48879084,-1.028515883,-0.72560435,-0.457752355,-0.206681862,-0.404929171,-0.140518022,0.024413162,0.185398224,0.31207215,0.187873603,0.37689519,0.545565813,0.707302253,0.911783071,-8.032927484,-7.681694141,-7.399890194,-7.125609896,-6.741906492,-0.374073386,-0.205055952,-0.024716991,0.131482411,0.339985802,0.131729467,0.142120238,0.153461191,0.166017035,0.177978693,47,49,50,52,54
168,25,modUnequal,-0.42460195,-0.097339713,0.059257165,0.161157266,0.27804282,-1.488653846,-0.899607488,-0.624331551,-0.472435897,-0.266236559,-1.489750892,-0.900352109,-0.624708485,-0.472674492,-0.266320518,-0.409552722,-0.067773198,0.073444647,0.174856354,0.293726457,0.236114389,0.387077804,0.485326591,0.642038716,0.912179252,-7.989352828,-7.665258733,-7.286779213,-7.07536035,-6.721165503,-0.347752725,-0.192198041,-0.076281598,0.065570822,0.343249096,0.132119234,0.141148591,0.152689158,0.164871953,0.178178685,47,49,50,52,54
169,26,modUnequal,-0.405256424,-0.09070898,0.047703735,0.172744817,0.276820331,-1.407142857,-0.880555556,-0.666666667,-0.443548387,-0.25,-1.408314797,-0.881797526,-0.667270727,-0.444394302,-0.250186309,-0.368782181,-0.057185425,0.06137867,0.180316798,0.297316078,0.223292587,0.367689307,0.511187989,0.632227212,0.878906067,-8.056496834,-7.562229768,-7.300008811,-7.10112586,-6.723929392,-0.352862645,-0.198839045,-0.063344305,0.055610025,0.31391643,0.134365384,0.14489292,0.155056397,0.164914514,0.17514354,47,49,50,52,54
170,27,modUnequal,-0.351864495,-0.096559514,0.031496968,0.154232686,0.258721124,-1.333333333,-0.896859083,-0.666666667,-0.467147436,-0.297554945,-1.334353435,-0.897559131,-0.667547617,-0.467724127,-0.298142177,-0.339315087,-0.063531067,0.048836887,0.171153715,0.272001334,0.260784313,0.38370692,0.511354054,0.640566309,0.847734951,-7.919060851,-7.563785499,-7.312661407,-7.081587678,-6.771297456,-0.317544896,-0.187720615,-0.050072824,0.06156484,0.292149078,0.134849577,0.145837644,0.155653599,0.162233823,0.170810555,47,49,50,52,54
171,28,modUnequal,-0.315289438,-0.093406622,0.056211864,0.126874675,0.23567542,-1.308980392,-0.870389344,-0.644622093,-0.515837479,-0.345930614,-1.310431643,-0.872334544,-0.645694297,-0.516938891,-0.34628778,-0.291091684,-0.050060953,0.073418706,0.142353389,0.257167325,0.297325154,0.41669248,0.498161998,0.627185438,0.837424446,-7.855493257,-7.566160928,-7.284292924,-7.051563049,-6.770529808,-0.297284519,-0.153563156,-0.076255054,0.048848208,0.255476725,0.139055338,0.148043492,0.1552485,0.163687752,0.170977876,47,49,50,52,54
172,29,modUnequal,-0.275488773,-0.06374259,0.035126482,0.120116029,0.241073856,-1.153427419,-0.834016393,-0.649154589,-0.537828947,-0.302545455,-1.15500633,-0.835975827,-0.650042397,-0.538842188,-0.302728982,-0.251052833,-0.039532676,0.057945834,0.137542257,0.254944494,0.264460153,0.431021538,0.500781303,0.6075759,0.767776287,-7.714942151,-7.551222782,-7.230717772,-7.046357597,-6.788129186,-0.294296884,-0.147969208,-0.059693577,0.03876504,0.223893955,0.137429204,0.149457076,0.155228893,0.160909377,0.170023324,47,49,50,52,54
173,30,modUnequal,-0.203573167,-0.045285501,0.036317856,0.10007205,0.24277856,-1.036138211,-0.806593096,-0.666666667,-0.553084416,-0.32157634,-1.03728282,-0.807816992,-0.667936268,-0.553943711,-0.32252452,-0.173623067,-0.022008858,0.052925953,0.115344334,0.243453115,0.279541477,0.440795222,0.511587089,0.592119936,0.71159893,-7.734101543,-7.456001994,-7.221760017,-7.028321964,-6.787985074,-0.27899898,-0.122557247,-0.054378069,0.021769847,0.16009521,0.138968308,0.149761715,0.154751259,0.16074098,0.168426899,47,49,50,52,54
174,31,modUnequal,-0.196373962,-0.048509128,0.048952871,0.113724944,0.239638225,-1.03041958,-0.794023877,-0.639042868,-0.512909226,-0.309163898,-1.033587133,-0.796511119,-0.64095917,-0.514045577,-0.309700719,-0.173496597,-0.021815586,0.061612452,0.146483899,0.25528661,0.269797972,0.414780497,0.495276024,0.585843541,0.709751553,-7.740824051,-7.435474217,-7.223944101,-7.018333126,-6.752376766,-0.294755882,-0.158390956,-0.063606729,0.021581015,0.159978482,0.139587422,0.150185731,0.154946441,0.159919296,0.166149531,47,49,50,52,54
175,32,modUnequal,-0.183703812,-0.04400597,0.036443924,0.11986638,0.210645237,-1.02719697,-0.776651722,-0.661904762,-0.512042792,-0.370689145,-1.029830327,-0.779549232,-0.66367458,-0.513571813,-0.371666697,-0.172785269,-0.011206801,0.06379603,0.136137668,0.232943698,0.316026557,0.414469133,0.509025873,0.576359569,0.707932577,-7.707097261,-7.40303969,-7.215165684,-6.977235055,-6.749933225,-0.265195076,-0.146342348,-0.065932732,0.011144353,0.159381485,0.143742295,0.149760273,0.154807237,0.158482104,0.165222148,47,49,50,52,54
176,33,modUnequal,-0.177710397,-0.047646959,0.037481966,0.101076421,0.199271182,-1.011815785,-0.795596016,-0.658922171,-0.540986501,-0.359680663,-1.015412414,-0.798630992,-0.661342132,-0.542730444,-0.360756286,-0.133041225,-0.022450211,0.056466046,0.126107791,0.234202278,0.308039715,0.433552815,0.507623351,0.587023048,0.700820803,-7.635019951,-7.439251514,-7.2280545,-6.953538798,-6.714150896,-0.266837746,-0.134798421,-0.058130778,0.022201621,0.124902301,0.144770868,0.150960615,0.154267635,0.159082033,0.164644761,47,49,50,52,54
