"","t","Label_testingDiff","VE_symptOR_observed.2.5.","VE_symptOR_observed.50.","VE_symptOR_observed.97.5.","VE_symptOR.2.5.","VE_symptOR.50.","VE_symptOR.97.5.","VE_symptRR_observed.2.5.","VE_symptRR_observed.50.","VE_symptRR_observed.97.5.","VE_symptRR.2.5.","VE_symptRR.50.","VE_symptRR.97.5.","Covid_propSymptInfect.2.5.","Covid_propSymptInfect.50.","Covid_propSymptInfect.97.5.","Covid_propSymptInfect_vac.2.5.","Covid_propSymptInfect_vac.50.","Covid_propSymptInfect_vac.97.5.","Covid_propSymptInfect_unvac.2.5.","Covid_propSymptInfect_unvac.50.","Covid_propSymptInfect_unvac.97.5.","Covid_cumPropSymptInfect.2.5.","Covid_cumPropSymptInfect.50.","Covid_cumPropSymptInfect.97.5.","Covid_cumPropSymptInfect_vac.2.5.","Covid_cumPropSymptInfect_vac.50.","Covid_cumPropSymptInfect_vac.97.5.","Covid_cumPropSymptInfect_unvac.2.5.","Covid_cumPropSymptInfect_unvac.50.","Covid_cumPropSymptInfect_unvac.97.5.","NonCovid_propSymptInfect.2.5.","NonCovid_propSymptInfect.50.","NonCovid_propSymptInfect.97.5.","NonCovid_propSymptInfect_vac.2.5.","NonCovid_propSymptInfect_vac.50.","NonCovid_propSymptInfect_vac.97.5.","NonCovid_propSymptInfect_unvac.2.5.","NonCovid_propSymptInfect_unvac.50.","NonCovid_propSymptInfect_unvac.97.5.","NonCovid_cumPropSymptInfect_unvac.2.5.","NonCovid_cumPropSymptInfect_unvac.50.","NonCovid_cumPropSymptInfect_unvac.97.5.","NonCovid_cumPropSymptInfect_vac.2.5.","NonCovid_cumPropSymptInfect_vac.50.","NonCovid_cumPropSymptInfect_vac.97.5.","Covid_cumSymptExpInfect_tested_unvac.2.5.","Covid_cumSymptExpInfect_tested_unvac.50.","Covid_cumSymptExpInfect_tested_unvac.97.5.","Covid_cumSymptExpInfect_tested_vac.2.5.","Covid_cumSymptExpInfect_tested_vac.50.","Covid_cumSymptExpInfect_tested_vac.97.5.","CumProp_falseNeg_vac.2.5.","CumProp_falseNeg_vac.50.","CumProp_falseNeg_vac.97.5.","CumProp_falseNeg_unvac.2.5.","CumProp_falseNeg_unvac.50.","CumProp_falseNeg_unvac.97.5.","NonCovid_cumSymptInfect_tested_unvac.2.5.","NonCovid_cumSymptInfect_tested_unvac.50.","NonCovid_cumSymptInfect_tested_unvac.97.5.","NonCovid_cumSymptInfect_tested_vac.2.5.","NonCovid_cumSymptInfect_tested_vac.50.","NonCovid_cumSymptInfect_tested_vac.97.5.","NonCovid_cumPropSymptInfect_tested_unvac.2.5.","NonCovid_cumPropSymptInfect_tested_unvac.50.","NonCovid_cumPropSymptInfect_tested_unvac.97.5.","NonCovid_cumPropSymptInfect_tested_vac.2.5.","NonCovid_cumPropSymptInfect_tested_vac.50.","NonCovid_cumPropSymptInfect_tested_vac.97.5.","CumProp_misclass_vac.2.5.","CumProp_misclass_vac.50.","CumProp_misclass_vac.97.5.","CumProp_misclass_unvac.2.5.","CumProp_misclass_unvac.50.","CumProp_misclass_unvac.97.5.","Covid_cumPropSymptExpInfect_tested_unvac.2.5.","Covid_cumPropSymptExpInfect_tested_unvac.50.","Covid_cumPropSymptExpInfect_tested_unvac.97.5.","Covid_cumPropSymptExpInfect_tested_vac.2.5.","Covid_cumPropSymptExpInfect_tested_vac.50.","Covid_cumPropSymptExpInfect_tested_vac.97.5.","Avg_numContacts.2.5.","Avg_numContacts.50.","Avg_numContacts.97.5.","t_highChange.2.5.","t_highChange.50.","t_highChange.97.5.","totalNum_sims"
"378",75,"modUnequal",-0.134223288981596,-0.0873987898845885,-0.0467377843148738,0.195379678704988,0.219680916047098,0.239670320380844,-0.604015052029796,-0.569019322079395,-0.534862735175773,0.0878302072772332,0.0992102542970244,0.109358497770696,0.037058,0.061965,0.10384825,0.0359773333333333,0.0602466666666666,0.100480666666667,0.0403,0.06696,0.112439,0.5531895,0.56291,0.568484,0.539121,0.54766,0.553377666666667,0.594735,0.6075,0.615922,0.152,0.152,0.152,0.150710333333333,0.1519,0.153062333333333,0.148813,0.1523,0.155869,0.291335,0.29826,0.306904,0.339984,0.343713333333334,0.349949333333333,4946.475,5179.5,5331.825,23544.625,24388.5,24755.575,0.0244117680179411,0.030711806514353,0.0362528055726376,0.0349739386691266,0.0456229595920395,0.0567682261410881,3758.375,3856.5,3975.05,16390.475,16688,17167.325,0.150335,0.15426,0.159002,0.218539666666667,0.222506666666667,0.228897666666667,0.0934337354205631,0.100196407272289,0.10625151196186,0.0982005512890573,0.110113543213114,0.122862841813993,0.197859,0.20718,0.213273,0.313928333333333,0.32518,0.330074333333333,6.0044895,6.00492,6.005521,47,50,53,100
"379",76,"modUnequal",-0.139800855293203,-0.0907429551981505,-0.0486135450353848,0.1975442359571,0.221142388696664,0.240219082484668,-0.602838863078972,-0.568710486342352,-0.535548796259794,0.0874504654563362,0.0992731912695319,0.10898227694916,0.03083175,0.052915,0.0910215,0.029899,0.05162,0.088268,0.03363,0.05686,0.09861,0.5566605,0.56447,0.5694415,0.542077666666667,0.54938,0.554457333333333,0.5986,0.60964,0.616983,0.152,0.152,0.152,0.150784,0.15198,0.153107333333333,0.148678,0.15206,0.155648,0.291632,0.29852,0.306572,0.341092666666667,0.344426666666667,0.349761333333333,5006.9,5208,5358.4,23805.55,24538,24867.1,0.0261442093867085,0.0325204109579776,0.0377481695526234,0.0376925327286487,0.0483062865714938,0.0592322179949104,3784.425,3888.5,3997.725,16502.7,16758.5,17165.5,0.151377,0.15554,0.159909,0.220036,0.223446666666667,0.228873333333333,0.0951582949704123,0.101911563202587,0.107683456658767,0.100429432623704,0.113149867214743,0.125627224466747,0.200276,0.20832,0.214336,0.317407333333333,0.327173333333333,0.331561333333333,6.0044895,6.00492,6.005521,47,50,53,100
"380",77,"modUnequal",-0.14344527230745,-0.0946245655387267,-0.0510544353868883,0.19763068695349,0.221503174804264,0.241269148000322,-0.600636148273593,-0.567320136826815,-0.536150441046763,0.0874833058426027,0.099319107687338,0.108846011887379,0.02589375,0.044365,0.07885075,0.0252483333333333,0.04326,0.0762713333333333,0.02783,0.04824,0.085665,0.559045,0.565805,0.57028975,0.544477,0.55088,0.555462333333333,0.601456,0.61134,0.618444,0.152,0.152,0.152,0.150765,0.151966666666667,0.153106666666667,0.14868,0.1521,0.155705,0.29232,0.29878,0.306785,0.342019666666667,0.345266666666666,0.349986666666667,5065.9,5241,5379.575,24040.175,24660.5,24972.2,0.0278520066694001,0.0341150456468126,0.0396313994848267,0.0402575366218431,0.0510176352505092,0.062048596199936,3804.9,3916.5,4025,16608.325,16848,17206.575,0.152196,0.15666,0.161,0.221444333333333,0.22464,0.229421,0.0967431957974368,0.10356327224701,0.109439280565188,0.1025940729026,0.114994340556544,0.128134593362975,0.202636,0.20964,0.215183,0.320535666666667,0.328806666666666,0.332962666666667,6.0044895,6.00492,6.005521,47,50,53,100
"381",78,"modUnequal",-0.143916415216275,-0.0974015374093604,-0.0520790686014787,0.198292424067213,0.22085174925356,0.242410935301545,-0.601282634421524,-0.56545200321732,-0.534090879964174,0.0871656707783251,0.0995287090233506,0.108710566757215,0.0216755,0.037545,0.06793875,0.0211316666666667,0.0365266666666667,0.0660963333333333,0.023293,0.04076,0.072857,0.56063975,0.56701,0.57092625,0.546106333333333,0.5519,0.556101,0.603438,0.61276,0.61973,0.152,0.152,0.152,0.150730666666667,0.151946666666667,0.153118333333333,0.148645,0.15216,0.155808,0.293137,0.29938,0.307069,0.343315333333333,0.346266666666667,0.350694666666667,5111.9,5263.5,5401.975,24234.975,24777,25060.575,0.0295532808751874,0.0356770839759804,0.0410432104318071,0.0425882024825574,0.0540483336132213,0.0643564290791348,3840.95,3953,4054.625,16729.425,16952,17253.525,0.153638,0.15812,0.162185,0.223059,0.226026666666666,0.230047,0.0982417871856214,0.105073993948953,0.111084339163911,0.105081113335636,0.117759556056785,0.130278577007777,0.204476,0.21054,0.216079,0.323133,0.33036,0.334141,6.0044895,6.00492,6.005521,47,50,53,100
"382",79,"modUnequal",-0.149787948022892,-0.100181333839316,-0.0539467804600876,0.199626358405642,0.222287148776969,0.242463609610218,-0.601832930241595,-0.565708149887693,-0.534337284155527,0.0874791922320493,0.0994866828789439,0.108525710203449,0.01818325,0.03151,0.05822,0.0178563333333333,0.0307733333333333,0.056581,0.019156,0.03414,0.06236,0.562498,0.56803,0.57172925,0.547821666666667,0.552766666666667,0.556654666666667,0.605558,0.61382,0.620694,0.152,0.152,0.152,0.150632333333333,0.151966666666667,0.153183666666667,0.148449,0.1521,0.156103,0.294312,0.30012,0.307702,0.344441,0.347253333333333,0.351148,5148.95,5290.5,5417.3,24410.4,24860,25149.05,0.0310757236683856,0.0373417121625199,0.0430103395611513,0.0451426059585298,0.0566935110790736,0.0674398096265763,3877.425,3986.5,4086.575,16843.8,17059.5,17319.2,0.155097,0.15946,0.163463,0.224584,0.22746,0.230922666666667,0.100327066528705,0.106477464414467,0.112594260216401,0.107720865920104,0.120312167933108,0.13318246081912,0.205958,0.21162,0.216692,0.325472,0.331466666666666,0.335320666666667,6.0044895,6.00492,6.005521,47,50,53,100
"383",80,"modUnequal",-0.150384790388235,-0.100383637058761,-0.0579575091812734,0.19911324390382,0.222560393355442,0.243777549854131,-0.600594544575742,-0.565198451736819,-0.534718488416964,0.0874024921863736,0.099522074460702,0.108853029464516,0.01520125,0.02619,0.049621,0.014864,0.0257066666666666,0.0481286666666667,0.016213,0.02844,0.052817,0.56412475,0.568805,0.57253525,0.549126333333333,0.553486666666666,0.557297666666667,0.60692,0.61472,0.621534,0.152,0.152,0.152,0.150591,0.15196,0.153356333333333,0.147931,0.15212,0.156227,0.295137,0.30084,0.307825,0.345627666666667,0.348386666666667,0.351876,5177.325,5312,5425.1,24539.225,24935,25216.525,0.0329042835433398,0.0390255478714153,0.0447640227225553,0.0478912481624378,0.0590369849334386,0.0702740846325167,3911.425,4026.5,4120.525,16962.325,17181.5,17429.65,0.156457,0.16106,0.164821,0.226164333333333,0.229086666666666,0.232395333333333,0.101963949778822,0.108045347289041,0.114093698735887,0.110922045328877,0.122254039850151,0.135564594245632,0.207093,0.21248,0.217004,0.327189666666667,0.332466666666667,0.336220333333333,6.0044895,6.00492,6.005521,47,50,53,100
"384",81,"modUnequal",-0.150603764334322,-0.103035989362791,-0.0612406297574728,0.200305906989627,0.223253383948292,0.244695558039767,-0.600228795342426,-0.564267274897196,-0.535565744580045,0.0874588097703669,0.0997009145412773,0.108873608284843,0.01241925,0.02198,0.0420225,0.0120303333333333,0.0215,0.040691,0.013586,0.02412,0.045408,0.56553125,0.56941,0.57298575,0.550328,0.554226666666667,0.557824,0.608163,0.61546,0.622355,0.152,0.152,0.152,0.150522666666667,0.152053333333333,0.153128333333333,0.148615,0.15184,0.156432,0.295405,0.30174,0.308652,0.346838,0.349526666666666,0.35283,5199.75,5325.5,5434.05,24642.05,24987,25278.525,0.0344777601293657,0.0407561454358632,0.0462295336564939,0.0503259238236425,0.0619616420588598,0.0727793882393361,3944.375,4066.5,4164.1,17088.7,17300.5,17539.7,0.157775,0.16266,0.166564,0.227849333333333,0.230673333333334,0.233862666666667,0.103790356701425,0.109600357749012,0.115474370645926,0.113821150660533,0.124900099450238,0.137896192562982,0.20799,0.21302,0.217362,0.328560666666667,0.33316,0.337047,6.0044895,6.00492,6.005521,47,50,53,100
"385",82,"modUnequal",-0.154034414082473,-0.105885399705614,-0.0623955045374147,0.199976291677216,0.223377240448672,0.24563057289931,-0.601026074439803,-0.563758394474813,-0.534540150646799,0.0877206940690814,0.0996062066679257,0.108830698930947,0.0101465,0.018505,0.03539825,0.00982266666666668,0.01818,0.0345146666666667,0.011059,0.0201,0.037925,0.56667775,0.56997,0.57346625,0.551246666666667,0.55486,0.558152333333333,0.609127,0.6161,0.622936,0.152,0.152,0.152,0.150845666666667,0.152026666666667,0.153315666666667,0.148053,0.15192,0.155463,0.296117,0.3027,0.309593,0.347966333333333,0.350826666666667,0.353973,5216.85,5340,5442.05,24726.75,25035,25319.625,0.0362354177811875,0.0422496558502532,0.0477006239925904,0.0532249939775037,0.064729338299417,0.0753810374721488,3983.8,4107,4203.05,17229,17419.5,17653.425,0.159352,0.16428,0.168122,0.22972,0.23226,0.235379,0.105185548447643,0.110980598411922,0.116715057348278,0.116575660385225,0.127526707771444,0.140385984448275,0.208674,0.2136,0.217682,0.32969,0.3338,0.337595,6.0044895,6.00492,6.005521,47,50,53,100
"386",83,"modUnequal",-0.154345965828921,-0.108215216394247,-0.064804886513346,0.200158007339251,0.224179381638235,0.24496643334509,-0.600471303533749,-0.562967871893719,-0.533618884374012,0.0874276087084641,0.0995426225212888,0.108646740542788,0.00821025,0.015445,0.0297555,0.00805766666666667,0.0151933333333334,0.029006,0.008996,0.01662,0.03202,0.5675285,0.57052,0.573871,0.551877333333333,0.555293333333333,0.558484333333333,0.609708,0.61662,0.623258,0.152,0.152,0.152,0.150750333333333,0.15204,0.153316333333333,0.148051,0.15188,0.155749,0.297503,0.30358,0.310606,0.349011333333333,0.352193333333333,0.355304,5235.475,5350,5453,24797.95,25083.5,25349.575,0.0379151826180389,0.0439369257601602,0.0494708170524761,0.05562132488883,0.0674165887251068,0.0787054822577296,4024.375,4140,4249,17356.425,17552.5,17776.675,0.160975,0.1656,0.16996,0.231419,0.234033333333333,0.237022333333333,0.106730697979051,0.112551465378405,0.118140147324064,0.119196160060527,0.12982367860178,0.143036784755935,0.209419,0.214,0.21812,0.330639333333333,0.334446666666667,0.337994333333333,6.0044895,6.00492,6.005521,47,50,53,100
"387",84,"modUnequal",-0.157069561152737,-0.110877528110007,-0.0674046601621814,0.200319024302001,0.224250920963728,0.246359733520318,-0.600520992109593,-0.564043959267962,-0.533282013685239,0.0874060200781615,0.0994329126407122,0.108825426358398,0.006787,0.01281,0.02493775,0.00661066666666667,0.01254,0.0240593333333333,0.0074,0.01386,0.02688,0.568036,0.570855,0.574291,0.552330666666667,0.555606666666667,0.558809666666667,0.610055,0.61698,0.623534,0.152,0.152,0.152,0.150608666666667,0.15204,0.153336,0.147992,0.15188,0.156174,0.298625,0.30488,0.311553,0.350375,0.353526666666667,0.356554333333333,5243.475,5357,5455.525,24859.325,25113.5,25381,0.0397723079017404,0.0454736652109042,0.0509429875719046,0.0589836884999637,0.0699448131291049,0.0814208453713256,4065.475,4184.5,4286.525,17492.4,17691.5,17913.7,0.162619,0.16738,0.171461,0.233232,0.235886666666666,0.238849333333333,0.108199382736281,0.114022471713544,0.119281701157034,0.12115357904865,0.132754048309523,0.14522391658946,0.209739,0.21428,0.218221,0.331457666666667,0.334846666666667,0.338413333333333,6.0044895,6.00492,6.005521,47,50,53,100
"388",85,"modUnequal",-0.159790409172948,-0.113328565212318,-0.0710582998290148,0.200454508224816,0.224616259490466,0.247778138533781,-0.600298755758182,-0.563181785691988,-0.533240249038638,0.0873692201243872,0.0992876370823003,0.109041498724659,0.005582,0.01053,0.020789,0.00539066666666667,0.0103333333333333,0.0202,0.006118,0.01128,0.022945,0.56848225,0.571255,0.57462575,0.552704666666667,0.555893333333333,0.559093333333333,0.61047,0.61746,0.623732,0.152,0.152,0.152,0.150693333333333,0.15192,0.153,0.149,0.15224,0.15592,0.29953,0.30568,0.312503,0.351724333333333,0.35488,0.357979333333333,5250.9,5365.5,5461,24900.6,25148,25405.525,0.0414156498746506,0.0470181769546425,0.0523837052758303,0.0616717061449677,0.072672694689986,0.0836480731556936,4111.95,4227.5,4325,17622.525,17824.5,18053.8,0.164478,0.1691,0.173,0.234967,0.23766,0.240717333333333,0.109669220307279,0.115393945330099,0.1205684798559,0.123820857442956,0.135155216135769,0.147903924421705,0.210036,0.21462,0.21844,0.332008,0.335306666666667,0.338740333333333,6.0044895,6.00492,6.005521,47,50,53,100
"389",86,"modUnequal",-0.164279104839238,-0.116370542087341,-0.0726254991234125,0.200571247104228,0.224951200115441,0.247892059717631,-0.600313998598352,-0.562785505401852,-0.533369593424997,0.0872168182380344,0.0993919674959451,0.109098804694834,0.00459775,0.00868,0.0174,0.004464,0.00846,0.0167006666666667,0.004891,0.0092,0.019393,0.5687645,0.571515,0.57489525,0.553006333333333,0.556173333333334,0.559367,0.610792,0.61776,0.623829,0.152,0.152,0.152,0.150885666666667,0.152006666666667,0.153107333333333,0.148678,0.15198,0.155343,0.300597,0.30684,0.313935,0.353076666666667,0.356226666666666,0.3591,5257.9,5370,5467.05,24921.85,25173,25429.1,0.0429286304153213,0.048471341137329,0.054000976642541,0.0649107218441117,0.0750921156605225,0.0861665789276781,4152.85,4271,4375.05,17735.625,17955.5,18185.725,0.166114,0.17084,0.175002,0.236475,0.239406666666666,0.242476333333333,0.111267570109426,0.116844670751064,0.121796700225949,0.126417317989089,0.137681076073516,0.149970834663754,0.210316,0.2148,0.218682,0.332291333333333,0.33564,0.339054666666667,6.0044895,6.00492,6.005521,47,50,53,100
"390",87,"modUnequal",-0.166873724721896,-0.120135428046037,-0.0760378676189902,0.200458860922609,0.225164224362956,0.247829984675858,-0.600167440254529,-0.562712168311582,-0.533546967646369,0.0871720935685296,0.0994199226819681,0.109151202964981,0.003725,0.007085,0.014377,0.00370333333333333,0.00698,0.0137053333333333,0.003958,0.00778,0.016408,0.56897825,0.57176,0.57508625,0.553241,0.5564,0.559634333333333,0.610977,0.61798,0.624067,0.152,0.152,0.152,0.150839333333333,0.15202,0.153365333333333,0.147904,0.15194,0.155482,0.301755,0.30768,0.315171,0.354231666666667,0.357553333333334,0.360371333333333,5263.425,5376.5,5469.525,24950.325,25194.5,25447.2,0.0444742587620916,0.0497934309349513,0.0554198017052374,0.0673047839310318,0.0775233799074535,0.0887838960215599,4194.8,4312,4412.825,17876.675,18089.5,18316.825,0.167792,0.17248,0.176513,0.238355666666667,0.241193333333333,0.244224333333333,0.112497929367175,0.118181096295954,0.123347994276448,0.129487689214108,0.139822889508699,0.15196567907742,0.210537,0.21506,0.218781,0.332671,0.335926666666666,0.339296,6.0044895,6.00492,6.005521,47,50,53,100
"391",88,"modUnequal",-0.170104559534657,-0.121903540647845,-0.0793698227175984,0.200354368802242,0.225416422491531,0.248308989990794,-0.599354775735935,-0.562650151378155,-0.533825305317267,0.0870437066290378,0.0995371058159105,0.109239529803677,0.0031265,0.00593,0.0119895,0.003099,0.00582666666666667,0.0114673333333333,0.003038,0.00652,0.013724,0.56915725,0.572045,0.5752315,0.553341333333333,0.556566666666667,0.559787333333333,0.611177,0.61822,0.624109,0.152,0.152,0.152,0.150879333333333,0.15198,0.153213333333333,0.14836,0.15206,0.155362,0.302917,0.30898,0.315936,0.355690666666667,0.35894,0.361839,5269.425,5380.5,5473,24970.8,25211,25460.875,0.0458406455206637,0.051193054871879,0.05698309508028,0.0703413772645567,0.0801908507261141,0.0912719421427116,4238.025,4356.5,4456.625,18022.025,18241.5,18462.4,0.169521,0.17426,0.178265,0.240293666666667,0.24322,0.246165333333333,0.113697375671297,0.1193302041037,0.124442403901246,0.132159868238949,0.142074793706526,0.154260896994245,0.210777,0.21522,0.21892,0.332944,0.336146666666667,0.339478333333333,6.0044895,6.00492,6.005521,47,50,53,100
"392",89,"modUnequal",-0.174603304594139,-0.125542573295432,-0.0819571195777564,0.200959669759781,0.224853747404102,0.247618663948417,-0.598911974834857,-0.562360278513076,-0.533973059614371,0.0871479095112264,0.0994775302416397,0.109157349536783,0.002638,0.00489,0.00984825,0.002553,0.00485333333333333,0.00933666666666667,0.002556,0.00532,0.011343,0.5692715,0.57224,0.575362,0.553492333333333,0.556693333333333,0.559901666666667,0.611419,0.61838,0.624151,0.152,0.152,0.152,0.150993,0.15196,0.153263,0.148211,0.15212,0.155021,0.304361,0.3101,0.317258,0.357051,0.36034,0.363187,5275.9,5383.5,5477.05,24986.95,25223.5,25472.925,0.0473602812459535,0.0528122034098749,0.0584882025226311,0.0730118404704513,0.0828508725058532,0.0939829289254795,4281.6,4399,4502.6,18147.325,18372.5,18594.05,0.171264,0.17596,0.180104,0.241964333333333,0.244966666666667,0.247920666666667,0.115179045298897,0.120711932777895,0.125591620733622,0.134352179624213,0.144644705357828,0.156642422624232,0.211036,0.21534,0.219082,0.333159333333333,0.336313333333333,0.339639,6.0044895,6.00492,6.005521,47,50,53,100
"393",90,"modUnequal",-0.17479676144642,-0.127141141082679,-0.0854353190793895,0.200812982524082,0.224936393020622,0.247322897914715,-0.598893250321691,-0.562704958616308,-0.534220193142193,0.0870261377167555,0.0995517809245102,0.109137089894882,0.0021195,0.00403,0.00827575,0.00205266666666667,0.00392,0.007804,0.002059,0.0044,0.009463,0.56940475,0.572345,0.575475,0.553618,0.5568,0.559996333333333,0.611577,0.61848,0.62425,0.152,0.152,0.152,0.150717333333333,0.152,0.153266666666667,0.1482,0.152,0.155848,0.305593,0.31126,0.318349,0.358273333333333,0.36174,0.364627,5279.9,5386.5,5479.1,24993.325,25235,25484.3,0.0491398333750078,0.0543333284469229,0.0597600728419891,0.0759238132310014,0.0853476353725353,0.096089963364638,4324.075,4442.5,4549.925,18284.25,18504,18731.05,0.172963,0.1777,0.181997,0.24379,0.24672,0.249747333333333,0.116521921256758,0.121993373935698,0.126853214335616,0.136316924155805,0.146572707002155,0.158403808566881,0.211196,0.21546,0.219164,0.333244333333333,0.336466666666666,0.339790666666667,6.0044895,6.00492,6.005521,47,50,53,100
"394",91,"modUnequal",-0.17772525991935,-0.128512925636426,-0.0894381832455209,0.200204177505862,0.225360750430291,0.247240799478894,-0.598764383279289,-0.562766116973146,-0.534033947932282,0.0869348854392087,0.0995955734350576,0.109106081994721,0.00169375,0.00338,0.00702575,0.00164366666666667,0.00327333333333333,0.00653933333333333,0.001699,0.00372,0.007985,0.56952425,0.57244,0.575575,0.553698666666667,0.55688,0.56011,0.611695,0.61858,0.624309,0.152,0.152,0.152,0.150702,0.1519,0.153003333333333,0.14899,0.1523,0.155894,0.306637,0.31238,0.31913,0.359623,0.363033333333333,0.365944666666667,5283.375,5388,5481.725,24999.9,25245.5,25492.35,0.0505703078792487,0.0559857693493447,0.0611752639511469,0.0787269485165855,0.0876872879636587,0.0985424257786316,4382.95,4484,4588.925,18441.175,18641.5,18879.925,0.175318,0.17936,0.183557,0.245882333333333,0.248553333333334,0.251732333333333,0.118059204856265,0.123329664318336,0.127904970063485,0.13829690057819,0.148939862575606,0.160261588534095,0.211335,0.21552,0.219269,0.333332,0.336606666666667,0.339898,6.0044895,6.00492,6.005521,47,50,53,100
"395",92,"modUnequal",-0.180273987299715,-0.130976024599064,-0.091426184391547,0.200684626918861,0.225163052913558,0.248273234987529,-0.598938476337574,-0.562986387231045,-0.533354694273736,0.0869686123457566,0.0995794806829437,0.109116240170214,0.00137325,0.00278,0.0058505,0.00132433333333333,0.00272666666666667,0.00548033333333333,0.001419,0.00308,0.006581,0.56961375,0.57252,0.57561025,0.553804,0.55694,0.560206,0.611878,0.61864,0.624347,0.152,0.152,0.152,0.150459,0.151946666666667,0.153013333333333,0.14896,0.15216,0.156623,0.307624,0.31352,0.320319,0.361000666666667,0.364466666666667,0.367489,5283.9,5389.5,5484.35,25012.125,25251.5,25498.3,0.0521698920513286,0.0576033276948485,0.0625938180660395,0.0813490666703835,0.0901701703814363,0.101210839740402,4419.9,4529,4631.25,18604,18785,19009.525,0.176796,0.18116,0.18525,0.248053333333333,0.250466666666667,0.253460333333333,0.119428836281906,0.12469676304025,0.129212908585535,0.140514563135109,0.150803315046107,0.162210438620648,0.211356,0.21558,0.219374,0.333495,0.336686666666667,0.339977333333333,6.0044895,6.00492,6.005521,47,50,53,100
"396",93,"modUnequal",-0.182267080879114,-0.132905401827136,-0.0926276292328135,0.201176882249644,0.225216112410857,0.24854446599662,-0.598548376133174,-0.562760336622236,-0.533381933191395,0.0869808688273103,0.0995558912398024,0.109070240278747,0.00113325,0.002285,0.004812,0.001113,0.00222666666666666,0.004422,0.001059,0.00246,0.005412,0.569669,0.57257,0.575674,0.553884,0.557033333333333,0.560265666666667,0.612013,0.61868,0.624347,0.152,0.152,0.152,0.150689333333333,0.15204,0.153401333333333,0.147796,0.15188,0.155932,0.308694,0.31478,0.321393,0.362217333333333,0.365753333333333,0.369012333333333,5286.475,5392,5485.35,25019.125,25258.5,25502.725,0.053697894844453,0.0589503051540392,0.0639609607718275,0.084006315227704,0.092478855381775,0.103611485880075,4469.425,4570,4676.625,18734.85,18919,19146.1,0.178777,0.1828,0.187065,0.249798,0.252253333333333,0.255281333333333,0.120875003648207,0.125793055946749,0.130401090488866,0.142936676176255,0.152723407594831,0.164338696940913,0.211459,0.21568,0.219414,0.333588333333333,0.33678,0.340036333333333,6.0044895,6.00492,6.005521,47,50,53,100
"397",94,"modUnequal",-0.185180699376883,-0.133959895597409,-0.0948316448421296,0.201265731911866,0.225144335099882,0.248688716867604,-0.598510723063032,-0.562760339458309,-0.533611868820247,0.0869052583804658,0.0995430523634757,0.109198752582836,0.000959,0.00194,0.00390825,0.000931333333333333,0.00187333333333333,0.00361666666666667,0.000838,0.00198,0.00453599999999999,0.56972325,0.5726,0.57572025,0.553936,0.5571,0.560320333333333,0.612032,0.61868,0.624366,0.152,0.152,0.152,0.150606333333333,0.15198,0.153160666666667,0.148518,0.15206,0.156181,0.30994,0.31578,0.322717,0.363493666666667,0.367073333333333,0.370445,5288.475,5393,5486.35,25026.025,25266,25505.725,0.0548265218811555,0.060379846544872,0.0652250549210618,0.0864311410542074,0.0950550844828584,0.106150543407759,4507.925,4614.5,4714.625,18861.5,19043,19284.675,0.180317,0.18458,0.188585,0.251486666666667,0.253906666666667,0.257129,0.121963885475556,0.127073006161456,0.131557702900259,0.145259584796022,0.154942230035173,0.166584640670827,0.211539,0.21572,0.219454,0.333680333333333,0.33688,0.340076333333333,6.0044895,6.00492,6.005521,47,50,53,100
"398",95,"modUnequal",-0.188093059080224,-0.138065374415995,-0.0989729192883463,0.200893257439385,0.225023526199988,0.248447730908741,-0.598173831320452,-0.562696830981531,-0.533478062929902,0.0868939118265355,0.0995624830689692,0.109135140342989,0.00078425,0.001545,0.00312575,0.000776333333333333,0.00155333333333333,0.00294166666666667,0.00064,0.00168,0.003709,0.569766,0.572645,0.57575025,0.553961333333333,0.557166666666667,0.560373,0.612133,0.61874,0.624423,0.152,0.152,0.152,0.150619666666667,0.15204,0.153094666666667,0.148716,0.15188,0.156141,0.311222,0.31696,0.323894,0.364726666666667,0.368326666666667,0.371635,5290.475,5394,5486.875,25027.975,25269.5,25508.1,0.0563286282351826,0.0618367291946592,0.0668543411882758,0.0886491886201895,0.0977586498734399,0.108794735088403,4553.55,4661.5,4758.1,19001.225,19188.5,19435.525,0.182142,0.18646,0.190324,0.253349666666667,0.255846666666667,0.259140333333333,0.122993248427816,0.128189688192285,0.132713474880045,0.147321362971983,0.157058366513246,0.168544048414553,0.211619,0.21576,0.219475,0.333706333333333,0.336926666666666,0.340108,6.0044895,6.00492,6.005521,47,50,53,100
